building_name,BG_all_minvs95_mean,BG_all_minvs95_min,BG_all_minvs95_max,BG_all_minvs95_std,BG_all_meanvs95_mean,BG_all_meanvs95_min,BG_all_meanvs95_max,BG_all_meanvs95_std,BG_all_minvsmax_mean,BG_all_minvsmax_min,BG_all_minvsmax_max,BG_all_minvsmax_std,BG_all_meanvsmax_mean,BG_all_meanvsmax_min,BG_all_meanvsmax_max,BG_all_meanvsmax_std,BG_weekend_minvs95_mean,BG_weekend_minvs95_min,BG_weekend_minvs95_max,BG_weekend_minvs95_std,BG_weekend_meanvs95_mean,BG_weekend_meanvs95_min,BG_weekend_meanvs95_max,BG_weekend_meanvs95_std,BG_weekend_minvsmax_mean,BG_weekend_minvsmax_min,BG_weekend_minvsmax_max,BG_weekend_minvsmax_std,BG_weekend_meanvsmax_mean,BG_weekend_meanvsmax_min,BG_weekend_meanvsmax_max,BG_weekend_meanvsmax_std,BG_weekdays_minvs95_mean,BG_weekdays_minvs95_min,BG_weekdays_minvs95_max,BG_weekdays_minvs95_std,BG_weekdays_meanvs95_mean,BG_weekdays_meanvs95_min,BG_weekdays_meanvs95_max,BG_weekdays_meanvs95_std,BG_weekdays_minvsmax_mean,BG_weekdays_minvsmax_min,BG_weekdays_minvsmax_max,BG_weekdays_minvsmax_std,BG_weekdays_meanvsmax_mean,BG_weekdays_meanvsmax_min,BG_weekdays_meanvsmax_max,BG_weekdays_meanvsmax_std
PrimClass_Eoghan,0.56802181313,0.156103907031,0.956296219011,0.259226697599,0.66609065616,0.239243423665,0.988417152894,0.251895266225,0.559152512064,0.153333089203,0.953843992637,0.259152579819,0.655245490811,0.231816795171,0.988416426918,0.252466666163,0.851814806742,0.309966650515,0.956296219011,0.0898758667704,0.931679592141,0.354863664546,0.988417152894,0.082401889822,0.844275489735,0.301410449252,0.953843992637,0.0931250514621,0.923345450708,0.345068143223,0.988416426918,0.0861053827702,0.453852217999,0.156103907031,0.943349109859,0.213296229836,0.559244532489,0.239243423665,0.986300796323,0.215437778547,0.444447865874,0.153333089203,0.942643015319,0.211601045707,0.547389185105,0.231816795171,0.986299811071,0.214031466794
PrimClass_Edwin,0.375005545878,0.149160864624,0.735880431456,0.184064152755,0.556635719893,0.250074905145,0.939563425321,0.185995535822,0.364069357481,0.148118280044,0.716752685747,0.179725772262,0.540720548844,0.199001791747,0.931595830568,0.182428397401,0.588273143954,0.188827525049,0.735880431456,0.111064807006,0.727351114768,0.250074905145,0.9220137442,0.146432506252,0.573914617379,0.150263041364,0.716752685747,0.115167101124,0.709575023605,0.199001791747,0.90619011443,0.150038630368,0.289208236307,0.149160864624,0.717420658661,0.129884387562,0.48795711276,0.268767455737,0.939563425321,0.153243781284,0.279648850626,0.148118280044,0.701457215213,0.122894810382,0.472790587733,0.267136959928,0.931595830568,0.146863577849
PrimClass_Eli,0.418692767169,0.160985021289,0.915934236377,0.211957745257,0.577796719254,0.246867011493,0.987399538785,0.204398907653,0.410384612838,0.153185054821,0.911989397546,0.209248332772,0.565854993798,0.238474925987,0.983146905913,0.201875344672,0.689869181333,0.287696656757,0.874213482906,0.144438892433,0.831130486773,0.49416117673,0.976789629314,0.115208113819,0.676180278536,0.2874048142,0.860804020101,0.144820243372,0.814584111447,0.487043276571,0.973542655678,0.117667146472,0.309598807448,0.160985021289,0.915934236377,0.114365711411,0.475880835769,0.246867011493,0.987399538785,0.130373190818,0.30345532204,0.153185054821,0.911989397546,0.114322125131,0.465791555663,0.238474925987,0.983146905913,0.128988449754
PrimClass_Ethel,0.300120168229,0.014493175502,0.725861741443,0.171981490128,0.5324710925,0.261657851277,0.959134849891,0.148326194204,0.289480175267,0.0144075932647,0.706088206642,0.165662917562,0.51404469183,0.245241772529,0.958805591619,0.14443164261,0.52820786228,0.338101809473,0.725861741443,0.123025557318,0.667852953445,0.432867253226,0.949018906359,0.105352424428,0.50630709431,0.323229316715,0.706088206642,0.121811240522,0.639631213204,0.424594348114,0.937737121975,0.104469568252,0.208360751081,0.014493175502,0.625821472966,0.0775013931555,0.478007125453,0.261657851277,0.959134849891,0.126753158602,0.202250954962,0.0144075932647,0.605932866697,0.0772506088465,0.463521378634,0.245241772529,0.958805591619,0.126441692043
PrimClass_Ernesto,0.306963686588,0.0903625829691,0.693229973266,0.135707185395,0.512536727018,0.18404117913,0.918385383657,0.161769590501,0.295779837237,0.0860618531444,0.667391670524,0.132506069743,0.492743481537,0.172781011454,0.877452585353,0.156298177109,0.415588754618,0.175232842379,0.615663676258,0.0973698627299,0.601169894288,0.328904643025,0.851634340883,0.114587171184,0.402709638902,0.171391645126,0.610429327177,0.0965039244503,0.582245160251,0.316097426322,0.816176613404,0.112344974114,0.263263946576,0.0903625829691,0.693229973266,0.124013450837,0.476879705703,0.18404117913,0.918385383657,0.164428892954,0.252762100934,0.0860618531444,0.667391670524,0.120200317327,0.456737059066,0.172781011454,0.877452585353,0.157193162211
PrimClass_Emanuela,0.379896873602,5.38348836417e-05,0.871980586968,0.257013544091,0.55168092333,0.238558502666,0.972115003856,0.226256752818,0.361028533552,5.30272519801e-05,0.868101707864,0.248069755835,0.523511949929,0.180758796092,0.967790691329,0.220770134052,0.696241035674,0.280189843868,0.871980586968,0.112596218267,0.816831560348,0.314225224658,0.972115003856,0.119706714909,0.667895148858,0.248905209629,0.868101707864,0.113759432729,0.783511443173,0.279140365456,0.967790691329,0.122061340017,0.252631980815,5.38348836417e-05,0.826423391266,0.176034791744,0.445011126829,0.238558502666,0.952315173952,0.162232620111,0.237576446935,5.30272519801e-05,0.809527249898,0.166991571768,0.418914452647,0.180758796092,0.898456023066,0.155500786736
PrimClass_Emilio,0.48613476056,0.082857770838,0.982455438281,0.270510655193,0.746639196669,0.405207645248,0.999997322761,0.169316706795,0.478149005628,0.0821537326577,0.981926965842,0.270139255998,0.732723385731,0.387719582585,0.99096348292,0.172993985856,0.882134402861,0.545619034957,0.982455438281,0.121128515682,0.94970023688,0.614779609417,0.999997322761,0.0752748867772,0.873803543642,0.544644675565,0.981926965842,0.119691791323,0.940812958008,0.601946262772,0.99096348292,0.0748111471541,0.326824559635,0.082857770838,0.813552113974,0.0897342806909,0.664947973596,0.405207645248,0.923079032022,0.120945920898,0.31897763976,0.0821537326577,0.813552113974,0.0897968185887,0.649009189988,0.387719582585,0.920900896837,0.123499130302
PrimClass_Eleanor,0.384658025434,0.0958224083625,0.961526632595,0.282581498384,0.546108665921,0.189499700743,0.990473289307,0.240227290034,0.368744385857,0.0944189455639,0.952369900272,0.279074964794,0.522520829148,0.177978748972,0.981126382111,0.241441391649,0.775745207075,0.217267943644,0.961526632595,0.129066712889,0.865798657277,0.225623913475,0.990473289307,0.105963369393,0.75510579262,0.206346951789,0.952369900272,0.138531481711,0.842588506283,0.214282908078,0.981126382111,0.119557104072,0.227324101785,0.0958224083625,0.935487040904,0.13718582865,0.417497749859,0.189499700743,0.9784956803,0.136547901912,0.21331163601,0.0944189455639,0.915793524181,0.130853662946,0.39375797053,0.177978748972,0.957896762088,0.134548089643
PrimClass_Ezekiel,0.358256996625,0.00309803253241,0.878133490607,0.257471797918,0.709638643918,0.452728364117,0.972991258571,0.143364716083,0.348518201975,0.00299845027579,0.867271341226,0.248448458393,0.693159383085,0.383906335677,0.948210633772,0.138463447216,0.753778342643,0.520353527994,0.878133490607,0.0577363434683,0.897146298432,0.592851977307,0.972991258571,0.0495110539713,0.727963719688,0.337636386475,0.867271341226,0.0713069772066,0.866673202888,0.383906335677,0.948210633772,0.073548182886,0.199139213744,0.00309803253241,0.395326495697,0.0560143601481,0.634204530034,0.452728364117,0.939512878336,0.0892315277395,0.195867706344,0.00299845027579,0.388713990301,0.0555311109182,0.62335497282,0.445657364155,0.928040134759,0.0877551724705
PrimClass_Elliott,0.457233094866,0.195005064579,0.94359635299,0.232999127597,0.644579157508,0.32160837015,0.984042896538,0.179143837493,0.445017944074,0.192982529377,0.92788601785,0.229054765794,0.626729690488,0.311055104351,0.978378851143,0.177069751808,0.745281153429,0.382587500287,0.94359635299,0.14757258596,0.839149586779,0.481885514162,0.984042896538,0.135888547314,0.728229019672,0.373651363616,0.92788601785,0.148296292775,0.819753237243,0.451647705637,0.978378851143,0.137241395762,0.341351691996,0.195005064579,0.885002325927,0.143226473784,0.566303697457,0.32160837015,0.947501061836,0.127386788176,0.33108245389,0.192982529377,0.876240102128,0.139407578272,0.549076539495,0.311055104351,0.938120051064,0.124023974569
PrimClass_Ellen,0.3790767799,0.115689721756,0.88405043081,0.25115943562,0.55760980257,0.199308969404,0.949274644203,0.253359352195,0.366231505345,0.112675232774,0.85914890088,0.245347335357,0.537919814512,0.18573505819,0.941861081479,0.247671447712,0.67188027081,0.17128633083,0.835801146675,0.133244506233,0.839056843967,0.216395757941,0.9477566888,0.125480401737,0.650481532173,0.164366154419,0.831724921374,0.135275010212,0.812211819785,0.207653105727,0.941861081479,0.131260740806,0.261282272063,0.115689721756,0.88405043081,0.181389784852,0.444383981319,0.199308969404,0.949274644203,0.197375451919,0.251878046276,0.112675232774,0.85914890088,0.17728008475,0.427572456069,0.18573505819,0.934956436873,0.191349406628
PrimClass_Evie,0.504563951883,0.229033922542,0.955442845992,0.215322596403,0.637785780301,0.345377364991,0.988636274348,0.193114546797,0.493147787109,0.228110389833,0.945454031153,0.213514063849,0.622805673605,0.342233728679,0.970873493117,0.191147990043,0.77947641562,0.315554589574,0.955442845992,0.127944408425,0.874441246205,0.423598955132,0.988636274348,0.10791202589,0.764213300044,0.299673925957,0.945454031153,0.13419701672,0.856722554775,0.402280829086,0.970873493117,0.115111625599,0.393966983714,0.229033922542,0.919191072604,0.125457573716,0.542579558385,0.345377364991,0.970572735974,0.12640860314,0.384098442825,0.228110389833,0.909999066542,0.123226042112,0.528701181181,0.342233728679,0.969071834251,0.122498249834
PrimClass_Elijah,0.597991866778,0.280347456154,0.907220723603,0.183733236498,0.724766553295,0.374406225823,0.991666578155,0.171564736288,0.582285872988,0.277777777778,0.900769489156,0.187878416986,0.704826363229,0.363507879318,0.989998988435,0.177481695907,0.811480106493,0.427207471895,0.903840043574,0.0879495857601,0.906816322462,0.573190148416,0.991666578155,0.0875749856012,0.800528756924,0.365189331518,0.88549506913,0.0926283502571,0.894302184651,0.443682735066,0.989998988435,0.0929863587059,0.512105793329,0.280347456154,0.907220723603,0.135962761158,0.651528140412,0.374406225823,0.989689646543,0.139588280339,0.494487011635,0.277777777778,0.900769489156,0.138375988572,0.62860045806,0.363507879318,0.977100651344,0.142936940412
PrimClass_Ezra,0.598041664089,0.280347848688,0.907220447965,0.183707477605,0.724777245524,0.374410629624,0.991666485857,0.171571057965,0.582334984699,0.277778096665,0.900753464993,0.187858759678,0.704841715832,0.363511825617,0.990000413277,0.177501979884,0.811480868495,0.427205242293,0.903849974834,0.0879503919948,0.906815693786,0.573194270895,0.991666485857,0.0875752349424,0.800529805871,0.365188297011,0.885493907421,0.0926289485089,0.894301844002,0.44368956118,0.990000413277,0.0929861193188,0.512175317488,0.280347848688,0.907220447965,0.1359572873,0.651543387028,0.374410629624,0.989691160884,0.139607485425,0.49455545894,0.277778096665,0.900753464993,0.138381285976,0.628622124039,0.363511825617,0.977096346773,0.142984134866
PrimClass_Edmund,0.382513306709,0.0337305821861,0.954708095877,0.275567652326,0.570897846184,0.176942735593,0.979190206214,0.238857145798,0.366389619418,0.032793120865,0.951214933534,0.27148615839,0.544821995071,0.158045254084,0.978716544701,0.238833761105,0.766243352773,0.0337305821861,0.954708095877,0.144974355642,0.88393804064,0.587095155704,0.979190206214,0.0758434733781,0.746465549533,0.032793120865,0.951214933534,0.148178658344,0.860966290591,0.337035765698,0.978716544701,0.0893175006088,0.228139150247,0.0800184116729,0.747946297676,0.121691024086,0.44496213577,0.176942735593,0.915928036006,0.149321809493,0.213485509601,0.0772627486348,0.745762343356,0.113485952722,0.417637508368,0.158045254084,0.907893996552,0.142425870733
PrimClass_Eva,0.399021137278,0.0151666860619,0.972440128122,0.287090109804,0.561119964054,0.142221800591,0.992125701409,0.267655465769,0.384536444884,0.0143803858203,0.95714047164,0.279761244781,0.540712007649,0.140350451377,0.985764335038,0.262213785043,0.694423706653,0.0151666860619,0.972440128122,0.233830918762,0.809149619791,0.188405221268,0.992125701409,0.217175920177,0.670914044715,0.0143803858203,0.93717232985,0.232381112049,0.782435801356,0.172350257764,0.984263412395,0.221353930016,0.280181023162,0.0881706742075,0.961088017141,0.210754070564,0.461337918643,0.142221800591,0.985764335038,0.216485026717,0.269327065642,0.0864113551976,0.95714047164,0.204521374622,0.443466803284,0.140350451377,0.985764335038,0.209365774419
Office_Erik,0.45664952673,0.212258858375,0.918113401601,0.195928457301,0.635664872832,0.349804147473,0.979298727978,0.166525684216,0.442095467898,0.211818980471,0.917649523776,0.191352364743,0.615327515659,0.338117160551,0.977308441076,0.162381600441,0.681443076472,0.410429131669,0.918113401601,0.119487032271,0.804993932236,0.539454612005,0.977802476873,0.0993915496365,0.658682067204,0.406985681459,0.917649523776,0.123275476987,0.777569454949,0.534928653798,0.977308441076,0.104599106583,0.366215340052,0.212258858375,0.909457596076,0.139867517717,0.567543986864,0.349804147473,0.979298727978,0.1368970286,0.354962927948,0.211818980471,0.899037606096,0.136961698888,0.550057769968,0.338117160551,0.970032556944,0.133165984246
PrimClass_Ebony,0.553139805495,0.312884150365,0.94690564762,0.183174054775,0.681336760002,0.413817315231,0.978051597997,0.163050073531,0.537572361008,0.306023334274,0.924418604653,0.179700763863,0.662199353176,0.404877028192,0.976923076923,0.160961588541,0.801092282546,0.571426917166,0.94690564762,0.0773262572435,0.885052654462,0.619746105015,0.978051597997,0.0686915259964,0.780257705207,0.548385192345,0.924418604653,0.080968316322,0.862066549452,0.594755999052,0.976923076923,0.074952614843,0.453388808981,0.312884150365,0.911764705883,0.0994684369392,0.599382089817,0.413817315231,0.967741935487,0.109234677759,0.439940325985,0.306023334274,0.880681818182,0.0967341424856,0.581793009846,0.404877028192,0.952380952381,0.107247985937
PrimClass_Ethan,0.514502131852,0.0731760411052,0.933403142122,0.220424481365,0.723660542457,0.479857111221,0.973680882178,0.149697265963,0.502898017664,0.0715600064612,0.926342889665,0.215169521378,0.707355856977,0.428571098562,0.970893950049,0.145701594514,0.830436069856,0.416061161822,0.933403142122,0.0731770472547,0.916957329585,0.773904739645,0.973680882178,0.0392999524515,0.810889915828,0.388868239243,0.926342889665,0.0778911827844,0.895197121803,0.736325555343,0.970893950049,0.0500945168588,0.387402271736,0.0731760411052,0.729013814784,0.097675711799,0.645897467175,0.479857111221,0.925736201297,0.0983964205143,0.378993231046,0.0715600064612,0.718025159558,0.0940662351354,0.631787532047,0.428571098562,0.896991276518,0.0938958002125
PrimClass_Elmer,0.454541572104,0.214579395843,0.91765211068,0.196389135077,0.637075935847,0.349803428076,0.981513739133,0.167971925445,0.44096082449,0.210184171922,0.908478949552,0.192657464495,0.617785684073,0.33811670768,0.976114855988,0.164546349313,0.680565267152,0.410428832171,0.91765211068,0.120343548515,0.810990715208,0.539453665426,0.981513739133,0.0962034002528,0.661159621905,0.406985364593,0.908478949552,0.122810283973,0.787426302736,0.534927689029,0.970101480653,0.0998280461554,0.363612499384,0.214579395843,0.9035191119,0.139357146603,0.567110220013,0.349803428076,0.976815767421,0.137032745408,0.352375101392,0.210184171922,0.902870794278,0.136434459356,0.549539458174,0.33811670768,0.976114855988,0.133140006564
PrimClass_Ervin,0.333353911637,0.0960972914255,0.91858315663,0.176347266554,0.732779759502,0.242839709096,0.978723351966,0.15888171069,0.320981781794,0.0909086116472,0.916666921311,0.170001422833,0.707028586623,0.223496140944,0.958334001773,0.157371980269,0.536764090518,0.220801562036,0.91858315663,0.209274794641,0.611027792693,0.242839709096,0.978723351966,0.234520235812,0.514267108744,0.201219463114,0.916666921311,0.204951940312,0.585396676392,0.223496140944,0.958334001773,0.229922054738,0.251522230478,0.0960972914255,0.45763436408,0.0520320844567,0.781760435805,0.528063334241,0.952152517845,0.0710153969538,0.24322331693,0.0909086116472,0.45390208147,0.051114609824,0.755960964302,0.50914664106,0.943127176345,0.072413346532
PrimClass_Uma,0.251265027336,0.03125,0.714285714286,0.157309616862,0.482114260872,0.233333333333,1.0,0.188024817026,0.234365218948,0.0294117647059,0.666666666667,0.148058383486,0.447147878344,0.205128205128,0.875,0.174454698912,0.437694350486,0.0593471810089,0.714285714286,0.146601423763,0.713001508018,0.392156862745,1.0,0.148806479226,0.405511451962,0.0588235294118,0.666666666667,0.143167637597,0.653487150935,0.28,0.875,0.14833431293,0.176979013514,0.03125,0.609137055838,0.0817845873591,0.390113212201,0.233333333333,0.857142857143,0.104413448076,0.16616901882,0.0294117647059,0.6,0.0786436398126,0.364928398078,0.205128205128,0.857142857143,0.100375382066
UnivClass_Tamra,0.222452002532,0.0472919211507,0.600765758628,0.133278929909,0.510058479116,0.113593666716,0.898562236021,0.187912617246,0.191288875166,0.046993318486,0.576127402353,0.112337372006,0.454116007063,0.11013215859,0.89162406213,0.187313030294,0.234459888229,0.058209600239,0.578906273458,0.135808691113,0.484457569981,0.113593666716,0.884183306423,0.188273548833,0.199806826841,0.0550527420823,0.436994103899,0.111580766553,0.423744612688,0.11013215859,0.859218380448,0.176832049973,0.217667251142,0.0472919211507,0.600765758628,0.132216727479,0.52025960766,0.142018235902,0.898562236021,0.187153811583,0.187894748828,0.046993318486,0.576127402353,0.112670986795,0.466218018614,0.130594405595,0.89162406213,0.190307874911
PrimClass_Ernest,0.46247464469,0.170492794081,0.88469046504,0.17995094485,0.631392985669,0.410888737938,0.974480459886,0.146071241884,0.447034981938,0.16474420162,0.883022399271,0.173723690661,0.610879513935,0.397034592877,0.97264309692,0.14191571456,0.682131092369,0.353787994768,0.88469046504,0.0991573817165,0.79849500798,0.450326341622,0.974480459886,0.0928946856645,0.65578322263,0.336466859311,0.883022399271,0.101933196563,0.767473640986,0.438228310898,0.97264309692,0.0971609183018,0.374107108267,0.170492794081,0.859678691504,0.119176097337,0.564168034165,0.410888737938,0.96423472849,0.103385782069,0.363055804649,0.16474420162,0.843646480079,0.11633682653,0.547881876616,0.397034592877,0.955822806781,0.103007247978
PrimClass_Emily,0.476332705251,0.185797683605,0.888954184001,0.183903830839,0.682785013231,0.385987761592,0.965494575506,0.145518122762,0.465461457917,0.180380834132,0.88704985264,0.180670077648,0.667142260333,0.375157808385,0.954468884259,0.144224878369,0.653772582567,0.27631246385,0.888954184001,0.128844869204,0.825072580695,0.482314081606,0.965494575506,0.105014382055,0.637368376816,0.273170332308,0.88704985264,0.1306967216,0.804104044387,0.44660190512,0.953261821956,0.111313210829,0.404948846561,0.185797683605,0.776522544908,0.151684646498,0.625542888388,0.385987761592,0.964471691867,0.11768830615,0.396303502038,0.180380834132,0.765507014492,0.149182988646,0.612042692036,0.375157808385,0.954468884259,0.116712008878
