timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeMDT,TimeMST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-02 18:56:00,Clear,2012-01-03 01:56:00<br />,-10.6,,-,34.0,,1035.1,3.9,,6:56 PM,16.1,ESE,7.4,110,2012-01-02 18:56:00
2012-01-02 19:56:00,Clear,2012-01-03 02:56:00<br />,-9.4,,-,41.0,,1035.0,2.8,,7:56 PM,16.1,Calm,Calm,0,2012-01-02 19:56:00
2012-01-02 20:56:00,Clear,2012-01-03 03:56:00<br />,-8.3,,-,48.0,,1035.1,1.7,,8:56 PM,16.1,Calm,Calm,0,2012-01-02 20:56:00
2012-01-02 21:56:00,Clear,2012-01-03 04:56:00<br />,-7.8,,-,59.0,,1035.1,-0.6,,9:56 PM,16.1,Calm,Calm,0,2012-01-02 21:56:00
2012-01-02 22:56:00,Clear,2012-01-03 05:56:00<br />,-6.7,,-,54.0,,1033.4,1.7,,10:56 PM,16.1,NNW,5.6,330,2012-01-02 22:56:00
2012-01-02 23:56:00,Clear,2012-01-03 06:56:00<br />,-6.7,,-,56.0,,1032.8,1.1,,11:56 PM,16.1,North,7.4,10,2012-01-02 23:56:00
2012-01-03 00:56:00,Clear,2012-01-03 07:56:00<br />,-6.7,,-,61.0,,1032.8,0.0,,12:56 AM,16.1,Calm,Calm,0,2012-01-03 00:56:00
2012-01-03 01:56:00,Clear,2012-01-03 08:56:00<br />,-7.8,,-,71.0,,1033.0,-3.3,,1:56 AM,16.1,ESE,7.4,120,2012-01-03 01:56:00
2012-01-03 02:56:00,Clear,2012-01-03 09:56:00<br />,-7.8,,-,66.0,,1031.8,-2.2,,2:56 AM,16.1,Calm,Calm,0,2012-01-03 02:56:00
2012-01-03 03:56:00,Clear,2012-01-03 10:56:00<br />,-6.7,,-,75.0,,1031.8,-2.8,,3:56 AM,16.1,North,5.6,10,2012-01-03 03:56:00
2012-01-03 04:56:00,Clear,2012-01-03 11:56:00<br />,-7.2,,-,69.0,,1031.8,-2.2,,4:56 AM,14.5,Calm,Calm,0,2012-01-03 04:56:00
2012-01-03 05:56:00,Clear,2012-01-03 12:56:00<br />,-7.8,,-,66.0,,1032.3,-2.2,,5:56 AM,16.1,Calm,Calm,0,2012-01-03 05:56:00
2012-01-03 06:56:00,Clear,2012-01-03 13:56:00<br />,-7.2,,-,72.0,,1032.7,-2.8,,6:56 AM,16.1,NNE,5.6,30,2012-01-03 06:56:00
2012-01-03 07:56:00,Partly Cloudy,2012-01-03 14:56:00<br />,-7.2,,-,69.0,,1033.4,-2.2,,7:56 AM,16.1,NNW,5.6,340,2012-01-03 07:56:00
2012-01-03 08:56:00,Partly Cloudy,2012-01-03 15:56:00<br />,-6.1,,-,61.0,,1033.5,0.6,,8:56 AM,16.1,Calm,Calm,0,2012-01-03 08:56:00
2012-01-03 09:56:00,Partly Cloudy,2012-01-03 16:56:00<br />,-5.6,,-,59.0,,1033.6,1.7,,9:56 AM,16.1,West,5.6,260,2012-01-03 09:56:00
2012-01-03 10:56:00,Partly Cloudy,2012-01-03 17:56:00<br />,-6.1,,-,49.0,,1031.6,3.9,,10:56 AM,16.1,Calm,Calm,0,2012-01-03 10:56:00
2012-01-03 11:56:00,Scattered Clouds,2012-01-03 18:56:00<br />,-6.1,,-,39.0,,1029.4,7.2,,11:56 AM,16.1,Calm,Calm,0,2012-01-03 11:56:00
2012-01-03 12:56:00,Mostly Cloudy,2012-01-03 19:56:00<br />,-7.8,,-,32.0,,1027.9,8.3,,12:56 PM,16.1,South,7.4,180,2012-01-03 12:56:00
2012-01-03 13:56:00,Scattered Clouds,2012-01-03 20:56:00<br />,-6.7,,-,32.0,,1027.3,9.4,,1:56 PM,16.1,SSW,11.1,210,2012-01-03 13:56:00
2012-01-03 14:56:00,Scattered Clouds,2012-01-03 21:56:00<br />,-7.8,,-,28.0,,1026.4,10.0,,2:56 PM,16.1,SSW,9.3,200,2012-01-03 14:56:00
2012-01-03 15:56:00,Mostly Cloudy,2012-01-03 22:56:00<br />,-7.8,,-,28.0,,1026.0,10.0,,3:56 PM,16.1,South,9.3,190,2012-01-03 15:56:00
2012-01-03 16:56:00,Mostly Cloudy,2012-01-03 23:56:00<br />,-6.7,,-,34.0,,1026.9,8.3,,4:56 PM,16.1,SW,9.3,230,2012-01-03 16:56:00
2012-01-03 17:56:00,Mostly Cloudy,2012-01-04 00:56:00<br />,-6.7,,-,45.0,,1027.8,4.4,,5:56 PM,16.1,ESE,11.1,110,2012-01-03 17:56:00
2012-01-03 18:56:00,Mostly Cloudy,2012-01-04 01:56:00<br />,-6.1,,-,45.0,,1028.2,5.0,,6:56 PM,16.1,Calm,Calm,0,2012-01-03 18:56:00
2012-01-03 19:56:00,Mostly Cloudy,2012-01-04 02:56:00<br />,-5.6,,-,49.0,,1028.7,4.4,,7:56 PM,16.1,Calm,Calm,0,2012-01-03 19:56:00
2012-01-03 20:56:00,Mostly Cloudy,2012-01-04 03:56:00<br />,-5.6,,-,49.0,,1028.1,4.4,,8:56 PM,16.1,Calm,Calm,0,2012-01-03 20:56:00
2012-01-03 21:56:00,Mostly Cloudy,2012-01-04 04:56:00<br />,-5.0,,-,57.0,,1028.7,2.8,,9:56 PM,16.1,West,11.1,260,2012-01-03 21:56:00
2012-01-03 22:56:00,Mostly Cloudy,2012-01-04 05:56:00<br />,-5.6,,-,57.0,,1028.3,2.2,,10:56 PM,16.1,ESE,7.4,110,2012-01-03 22:56:00
2012-01-03 23:56:00,Mostly Cloudy,2012-01-04 06:56:00<br />,-5.6,,-,54.0,,1027.7,2.8,,11:56 PM,16.1,ESE,11.1,110,2012-01-03 23:56:00
2012-01-04 00:56:00,Mostly Cloudy,2012-01-04 07:56:00<br />,-6.1,,-,52.0,,1027.5,2.8,,12:56 AM,16.1,Calm,Calm,0,2012-01-04 00:56:00
2012-01-04 01:56:00,Scattered Clouds,2012-01-04 08:56:00<br />,-6.1,,-,52.0,,1028.4,2.8,,1:56 AM,16.1,North,11.1,10,2012-01-04 01:56:00
2012-01-04 02:56:00,Scattered Clouds,2012-01-04 09:56:00<br />,-6.1,,-,55.0,,1028.8,2.2,,2:56 AM,16.1,North,9.3,360,2012-01-04 02:56:00
2012-01-04 03:56:00,Clear,2012-01-04 10:56:00<br />,-5.6,,-,57.0,,1029.1,2.2,,3:56 AM,16.1,NNE,11.1,30,2012-01-04 03:56:00
2012-01-04 04:56:00,Clear,2012-01-04 11:56:00<br />,-6.1,,-,52.0,,1030.1,2.8,,4:56 AM,16.1,North,16.7,10,2012-01-04 04:56:00
2012-01-04 05:56:00,Clear,2012-01-04 12:56:00<br />,-6.7,,-,52.0,,1031.7,2.2,,5:56 AM,16.1,North,20.4,360,2012-01-04 05:56:00
2012-01-04 06:56:00,Clear,2012-01-04 13:56:00<br />,-6.1,,-,57.0,,1032.5,1.7,,6:56 AM,16.1,North,20.4,10,2012-01-04 06:56:00
2012-01-04 07:56:00,Clear,2012-01-04 14:56:00<br />,-6.1,,-,57.0,,1033.9,1.7,,7:56 AM,16.1,North,18.5,10,2012-01-04 07:56:00
2012-01-04 08:56:00,Clear,2012-01-04 15:56:00<br />,-6.7,,-,50.0,,1034.9,2.8,,8:56 AM,16.1,North,18.5,10,2012-01-04 08:56:00
2012-01-04 09:56:00,Clear,2012-01-04 16:56:00<br />,-6.7,,-,40.0,,1035.2,6.1,,9:56 AM,16.1,NNW,13.0,340,2012-01-04 09:56:00
2012-01-04 10:56:00,Clear,2012-01-04 17:56:00<br />,-7.2,,-,34.0,,1034.5,7.8,,10:56 AM,16.1,North,9.3,350,2012-01-04 10:56:00
2012-01-04 11:56:00,Clear,2012-01-04 18:56:00<br />,-7.2,,-,33.0,,1033.1,8.3,,11:56 AM,16.1,Calm,Calm,0,2012-01-04 11:56:00
2012-01-04 12:56:00,Clear,2012-01-04 19:56:00<br />,-7.2,,-,28.0,,1031.8,10.6,,12:56 PM,16.1,Calm,Calm,0,2012-01-04 12:56:00
2012-01-04 13:56:00,Partly Cloudy,2012-01-04 20:56:00<br />,-7.2,,-,27.0,,1030.7,11.1,,1:56 PM,16.1,SW,7.4,230,2012-01-04 13:56:00
2012-01-04 14:56:00,Partly Cloudy,2012-01-04 21:56:00<br />,-7.2,,-,27.0,,1030.8,11.1,,2:56 PM,16.1,Calm,Calm,0,2012-01-04 14:56:00
2012-01-04 15:56:00,Scattered Clouds,2012-01-04 22:56:00<br />,-6.7,,-,28.0,,1030.7,11.1,,3:56 PM,16.1,Calm,Calm,0,2012-01-04 15:56:00
2012-01-04 16:56:00,Mostly Cloudy,2012-01-04 23:56:00<br />,-5.0,,-,35.0,,1030.7,10.0,,4:56 PM,16.1,SW,9.3,230,2012-01-04 16:56:00
2012-01-04 17:56:00,Mostly Cloudy,2012-01-05 00:56:00<br />,-6.7,,-,35.0,,1031.5,7.8,,5:56 PM,16.1,South,5.6,180,2012-01-04 17:56:00
2012-01-04 18:56:00,Scattered Clouds,2012-01-05 01:56:00<br />,-6.7,,-,43.0,,1032.3,5.0,,6:56 PM,16.1,Calm,Calm,0,2012-01-04 18:56:00
2012-01-04 19:56:00,Scattered Clouds,2012-01-05 02:56:00<br />,-7.2,,-,41.0,,1032.1,5.0,,7:56 PM,16.1,SE,5.6,140,2012-01-04 19:56:00
2012-01-04 20:56:00,Scattered Clouds,2012-01-05 03:56:00<br />,-6.1,,-,45.0,,1031.7,5.0,,8:56 PM,16.1,Calm,Calm,0,2012-01-04 20:56:00
2012-01-04 21:56:00,Partly Cloudy,2012-01-05 04:56:00<br />,-5.0,,-,53.0,,1031.3,3.9,,9:56 PM,16.1,Calm,Calm,0,2012-01-04 21:56:00
2012-01-04 22:56:00,Partly Cloudy,2012-01-05 05:56:00<br />,-5.0,,-,59.0,,1030.7,2.2,,10:56 PM,16.1,Calm,Calm,0,2012-01-04 22:56:00
2012-01-04 23:56:00,Partly Cloudy,2012-01-05 06:56:00<br />,-5.6,,-,59.0,,1030.2,1.7,,11:56 PM,16.1,Calm,Calm,0,2012-01-04 23:56:00
2012-01-05 00:56:00,Clear,2012-01-05 07:56:00<br />,-6.1,,-,57.0,,1029.5,1.7,,12:56 AM,16.1,North,13.0,10,2012-01-05 00:56:00
2012-01-05 01:56:00,Clear,2012-01-05 08:56:00<br />,-6.1,,-,59.0,,1029.1,1.1,,1:56 AM,16.1,North,16.7,10,2012-01-05 01:56:00
2012-01-05 02:56:00,Clear,2012-01-05 09:56:00<br />,-5.6,,-,64.0,,1028.8,0.6,,2:56 AM,16.1,Calm,Calm,0,2012-01-05 02:56:00
2012-01-05 03:56:00,Clear,2012-01-05 10:56:00<br />,-6.1,,-,69.0,,1029.1,-1.1,,3:56 AM,16.1,Calm,Calm,0,2012-01-05 03:56:00
2012-01-05 04:56:00,Clear,2012-01-05 11:56:00<br />,-5.6,,-,69.0,,1029.0,-0.6,,4:56 AM,16.1,Calm,Calm,0,2012-01-05 04:56:00
2012-01-05 05:56:00,Clear,2012-01-05 12:56:00<br />,-6.1,,-,72.0,,1029.8,-1.7,,5:56 AM,16.1,NW,5.6,310,2012-01-05 05:56:00
2012-01-05 06:56:00,Scattered Clouds,2012-01-05 13:56:00<br />,-6.7,,-,72.0,,1030.5,-2.2,,6:56 AM,16.1,Calm,Calm,0,2012-01-05 06:56:00
2012-01-05 07:56:00,Scattered Clouds,2012-01-05 14:56:00<br />,-6.7,,-,72.0,,1030.6,-2.2,,7:56 AM,16.1,Calm,Calm,0,2012-01-05 07:56:00
2012-01-05 08:56:00,Partly Cloudy,2012-01-05 15:56:00<br />,-5.6,,-,61.0,,1030.2,1.1,,8:56 AM,16.1,Calm,Calm,0,2012-01-05 08:56:00
2012-01-05 09:56:00,Partly Cloudy,2012-01-05 16:56:00<br />,-5.6,,-,54.0,,1029.9,2.8,,9:56 AM,16.1,NW,5.6,310,2012-01-05 09:56:00
2012-01-05 10:56:00,Partly Cloudy,2012-01-05 17:56:00<br />,-6.1,,-,39.0,,1027.9,7.2,,10:56 AM,16.1,Calm,Calm,0,2012-01-05 10:56:00
2012-01-05 11:56:00,Partly Cloudy,2012-01-05 18:56:00<br />,-7.8,,-,33.0,,1026.3,7.8,,11:56 AM,16.1,SW,5.6,220,2012-01-05 11:56:00
2012-01-05 12:56:00,Partly Cloudy,2012-01-05 19:56:00<br />,-8.3,,-,28.0,,1024.1,9.4,,12:56 PM,16.1,WSW,5.6,250,2012-01-05 12:56:00
2012-01-05 13:56:00,Partly Cloudy,2012-01-05 20:56:00<br />,-10.0,,-,23.0,,1022.5,10.6,,1:56 PM,16.1,WSW,5.6,240,2012-01-05 13:56:00
2012-01-05 14:56:00,Partly Cloudy,2012-01-05 21:56:00<br />,-9.4,,-,22.0,,1021.7,11.7,,2:56 PM,16.1,Calm,Calm,0,2012-01-05 14:56:00
2012-01-05 15:56:00,Partly Cloudy,2012-01-05 22:56:00<br />,-10.0,,-,22.0,,1021.5,11.1,,3:56 PM,16.1,Calm,Calm,0,2012-01-05 15:56:00
2012-01-05 16:56:00,Partly Cloudy,2012-01-05 23:56:00<br />,-10.0,,-,23.0,,1021.2,10.6,,4:56 PM,16.1,Calm,Calm,0,2012-01-05 16:56:00
2012-01-05 17:56:00,Partly Cloudy,2012-01-06 00:56:00<br />,-10.0,,-,28.0,,1021.7,7.8,,5:56 PM,16.1,South,5.6,190,2012-01-05 17:56:00
2012-01-05 18:56:00,Partly Cloudy,2012-01-06 01:56:00<br />,-9.4,,-,39.0,,1022.8,3.3,,6:56 PM,16.1,SE,5.6,140,2012-01-05 18:56:00
2012-01-05 19:56:00,Clear,2012-01-06 02:56:00<br />,-10.0,,-,38.0,,1022.6,3.3,,7:56 PM,16.1,ESE,7.4,120,2012-01-05 19:56:00
2012-01-05 20:56:00,Clear,2012-01-06 03:56:00<br />,-9.4,,-,39.0,,1021.6,3.3,,8:56 PM,16.1,SE,5.6,140,2012-01-05 20:56:00
2012-01-05 21:56:00,Clear,2012-01-06 04:56:00<br />,-8.3,,-,48.0,,1021.2,1.7,,9:56 PM,16.1,SE,7.4,140,2012-01-05 21:56:00
2012-01-05 22:56:00,Clear,2012-01-06 05:56:00<br />,-8.9,,-,44.0,,1019.3,2.2,,10:56 PM,16.1,SE,9.3,140,2012-01-05 22:56:00
2012-01-05 23:56:00,Clear,2012-01-06 06:56:00<br />,-8.9,,-,42.0,,1018.4,2.8,,11:56 PM,16.1,SSE,7.4,150,2012-01-05 23:56:00
2012-01-06 00:56:00,Clear,2012-01-06 07:56:00<br />,-8.3,,-,57.0,,1018.6,-0.6,,12:56 AM,16.1,SSE,5.6,150,2012-01-06 00:56:00
2012-01-06 01:56:00,Clear,2012-01-06 08:56:00<br />,-7.8,,-,56.0,,1018.0,0.0,,1:56 AM,16.1,SSE,7.4,150,2012-01-06 01:56:00
2012-01-06 02:56:00,Clear,2012-01-06 09:56:00<br />,-7.2,,-,61.0,,1017.9,-0.6,,2:56 AM,16.1,Calm,Calm,0,2012-01-06 02:56:00
2012-01-06 03:56:00,Clear,2012-01-06 10:56:00<br />,-7.8,,-,66.0,,1017.7,-2.2,,3:56 AM,16.1,ESE,13.0,110,2012-01-06 03:56:00
2012-01-06 04:56:00,Clear,2012-01-06 11:56:00<br />,-7.2,,-,69.0,,1017.9,-2.2,,4:56 AM,16.1,West,7.4,280,2012-01-06 04:56:00
2012-01-06 05:56:00,Clear,2012-01-06 12:56:00<br />,-7.2,,-,69.0,,1018.8,-2.2,,5:56 AM,16.1,North,5.6,360,2012-01-06 05:56:00
2012-01-06 06:56:00,Clear,2012-01-06 13:56:00<br />,-7.8,,-,69.0,,1019.8,-2.8,,6:56 AM,16.1,Calm,Calm,0,2012-01-06 06:56:00
2012-01-06 07:56:00,Clear,2012-01-06 14:56:00<br />,-6.7,,-,66.0,,1019.9,-1.1,,7:56 AM,16.1,NE,5.6,40,2012-01-06 07:56:00
2012-01-06 08:56:00,Clear,2012-01-06 15:56:00<br />,-6.1,,-,51.0,,1019.8,3.3,,8:56 AM,16.1,Calm,Calm,0,2012-01-06 08:56:00
2012-01-06 09:56:00,Clear,2012-01-06 16:56:00<br />,-5.6,,-,47.0,,1020.4,5.0,,9:56 AM,16.1,NNE,5.6,20,2012-01-06 09:56:00
2012-01-06 10:56:00,Clear,2012-01-06 17:56:00<br />,-6.1,,-,37.0,,1019.1,7.8,,10:56 AM,16.1,Calm,Calm,0,2012-01-06 10:56:00
2012-01-06 11:56:00,Clear,2012-01-06 18:56:00<br />,-7.8,,-,28.0,,1017.4,10.0,,11:56 AM,16.1,West,5.6,270,2012-01-06 11:56:00
2012-01-06 12:56:00,Clear,2012-01-06 19:56:00<br />,-8.3,,-,25.0,,1016.8,11.1,,12:56 PM,16.1,Variable,7.4,0,2012-01-06 12:56:00
2012-01-06 13:56:00,Clear,2012-01-06 20:56:00<br />,-8.3,,-,23.0,,1016.3,12.2,,1:56 PM,16.1,WNW,9.3,290,2012-01-06 13:56:00
2012-01-06 14:56:00,Partly Cloudy,2012-01-06 21:56:00<br />,-7.8,,-,24.0,,1016.4,12.2,,2:56 PM,16.1,Calm,Calm,0,2012-01-06 14:56:00
2012-01-06 15:56:00,Partly Cloudy,2012-01-06 22:56:00<br />,-7.8,,-,23.0,,1016.6,12.8,,3:56 PM,16.1,Calm,Calm,0,2012-01-06 15:56:00
2012-01-06 16:56:00,Clear,2012-01-06 23:56:00<br />,-7.2,,-,27.0,,1017.3,11.1,,4:56 PM,16.1,West,9.3,280,2012-01-06 16:56:00
2012-01-06 17:56:00,Clear,2012-01-07 00:56:00<br />,-6.7,,-,32.0,,1018.0,9.4,,5:56 PM,16.1,WNW,7.4,290,2012-01-06 17:56:00
2012-01-06 18:56:00,Clear,2012-01-07 01:56:00<br />,-7.2,,-,41.0,,1019.5,5.0,,6:56 PM,16.1,East,9.3,100,2012-01-06 18:56:00
2012-01-06 19:56:00,Clear,2012-01-07 02:56:00<br />,-7.2,,-,40.0,,1018.8,5.6,,7:56 PM,16.1,SE,7.4,130,2012-01-06 19:56:00
2012-01-06 20:56:00,Clear,2012-01-07 03:56:00<br />,-6.7,,-,41.0,,1018.2,5.6,,8:56 PM,16.1,Calm,Calm,0,2012-01-06 20:56:00
2012-01-06 21:56:00,Clear,2012-01-07 04:56:00<br />,-6.1,,-,49.0,,1018.2,3.9,,9:56 PM,16.1,NE,5.6,40,2012-01-06 21:56:00
2012-01-06 22:56:00,Clear,2012-01-07 05:56:00<br />,-6.1,,-,45.0,,1017.3,5.0,,10:56 PM,16.1,North,5.6,350,2012-01-06 22:56:00
2012-01-06 23:56:00,Clear,2012-01-07 06:56:00<br />,-6.1,,-,57.0,,1017.3,1.7,,11:56 PM,16.1,NNE,5.6,30,2012-01-06 23:56:00
2012-01-07 00:56:00,Clear,2012-01-07 07:56:00<br />,-6.7,,-,61.0,,1017.3,0.0,,12:56 AM,16.1,Calm,Calm,0,2012-01-07 00:56:00
2012-01-07 01:56:00,Clear,2012-01-07 08:56:00<br />,-5.6,,-,61.0,,1017.4,1.1,,1:56 AM,16.1,North,14.8,10,2012-01-07 01:56:00
2012-01-07 02:56:00,Clear,2012-01-07 09:56:00<br />,-5.6,,-,61.0,,1017.2,1.1,,2:56 AM,16.1,NNE,9.3,20,2012-01-07 02:56:00
2012-01-07 03:56:00,Clear,2012-01-07 10:56:00<br />,-6.1,,-,67.0,,1016.9,-0.6,,3:56 AM,16.1,NNE,7.4,30,2012-01-07 03:56:00
2012-01-07 04:56:00,Clear,2012-01-07 11:56:00<br />,-5.6,,-,64.0,,1016.3,0.6,,4:56 AM,16.1,North,13.0,10,2012-01-07 04:56:00
