timestamp,Conditions,Conditions<br />,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,Time,TimeBST,TimeGMT,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2014-12-01 10:50:00,Overcast,,2014-12-01 10:50:00<br />,4.0,,-,87.0,,1014.0,6.0,,,10:50 AM,9.0,NNE,14.8,20.0,2014-12-01 10:50:00
2014-12-01 11:20:00,Overcast,,2014-12-01 11:20:00<br />,4.0,,-,87.0,,1013.0,6.0,,,11:20 AM,9.0,NNE,13.0,30.0,2014-12-01 11:20:00
2014-12-01 11:50:00,Overcast,,2014-12-01 11:50:00<br />,3.0,,-,81.0,,1013.0,6.0,,,11:50 AM,9.0,NNE,14.8,20.0,2014-12-01 11:50:00
2014-12-01 12:20:00,Light Drizzle,,2014-12-01 12:20:00<br />,5.0,,-,87.0,,1013.0,7.0,,,12:20 PM,9.0,NE,13.0,40.0,2014-12-01 12:20:00
2014-12-01 12:50:00,Light Drizzle,,2014-12-01 12:50:00<br />,4.0,,-,87.0,,1013.0,6.0,,,12:50 PM,9.0,NNE,11.1,30.0,2014-12-01 12:50:00
2014-12-01 13:20:00,Light Drizzle,,2014-12-01 13:20:00<br />,4.0,,-,87.0,,1013.0,6.0,,,1:20 PM,8.0,NE,11.1,40.0,2014-12-01 13:20:00
2014-12-01 13:50:00,Light Drizzle,,2014-12-01 13:50:00<br />,4.0,,-,87.0,,1013.0,6.0,,,1:50 PM,8.0,North,14.8,10.0,2014-12-01 13:50:00
2014-12-01 14:20:00,Light Drizzle,,2014-12-01 14:20:00<br />,4.0,,-,87.0,,1013.0,6.0,,,2:20 PM,8.0,NE,13.0,40.0,2014-12-01 14:20:00
2014-12-01 14:50:00,Overcast,,2014-12-01 14:50:00<br />,4.0,,-,87.0,,1013.0,6.0,,,2:50 PM,8.0,NE,14.8,40.0,2014-12-01 14:50:00
2014-12-01 15:20:00,Overcast,,2014-12-01 15:20:00<br />,4.0,,-,87.0,,1013.0,6.0,,,3:20 PM,8.0,NNE,13.0,30.0,2014-12-01 15:20:00
2014-12-01 15:50:00,Overcast,,2014-12-01 15:50:00<br />,4.0,,-,87.0,,1013.0,6.0,,,3:50 PM,8.0,North,11.1,10.0,2014-12-01 15:50:00
2014-12-01 16:20:00,Overcast,,2014-12-01 16:20:00<br />,4.0,,-,87.0,,1013.0,6.0,,,4:20 PM,8.0,NNE,9.3,30.0,2014-12-01 16:20:00
2014-12-01 16:50:00,Overcast,,2014-12-01 16:50:00<br />,4.0,,-,87.0,,1013.0,6.0,,,4:50 PM,8.0,NNE,11.1,30.0,2014-12-01 16:50:00
2014-12-01 17:20:00,Overcast,,2014-12-01 17:20:00<br />,4.0,,-,87.0,,1013.0,6.0,,,5:20 PM,8.0,NNE,9.3,30.0,2014-12-01 17:20:00
2014-12-01 17:50:00,Overcast,,2014-12-01 17:50:00<br />,4.0,,-,87.0,,1013.0,6.0,,,5:50 PM,8.0,North,9.3,10.0,2014-12-01 17:50:00
2014-12-01 18:20:00,Overcast,,2014-12-01 18:20:00<br />,4.0,,-,87.0,,1013.0,6.0,,,6:20 PM,8.0,North,11.1,360.0,2014-12-01 18:20:00
2014-12-01 18:50:00,Overcast,,2014-12-01 18:50:00<br />,4.0,,-,87.0,,1013.0,6.0,,,6:50 PM,8.0,North,11.1,360.0,2014-12-01 18:50:00
2014-12-01 19:20:00,Overcast,,2014-12-01 19:20:00<br />,4.0,,-,87.0,,1013.0,6.0,,,7:20 PM,8.0,North,9.3,360.0,2014-12-01 19:20:00
2014-12-01 19:50:00,Overcast,,2014-12-01 19:50:00<br />,3.0,,-,81.0,,1013.0,6.0,,,7:50 PM,8.0,North,9.3,350.0,2014-12-01 19:50:00
2014-12-01 20:20:00,Overcast,,2014-12-01 20:20:00<br />,3.0,,-,81.0,,1013.0,6.0,,,8:20 PM,8.0,North,9.3,350.0,2014-12-01 20:20:00
2014-12-01 20:50:00,Overcast,,2014-12-01 20:50:00<br />,3.0,,-,81.0,,1013.0,6.0,,,8:50 PM,8.0,North,9.3,360.0,2014-12-01 20:50:00
2014-12-01 21:20:00,Overcast,,2014-12-01 21:20:00<br />,3.0,,-,87.0,,1013.0,5.0,,,9:20 PM,8.0,North,9.3,350.0,2014-12-01 21:20:00
2014-12-01 21:50:00,Overcast,,2014-12-01 21:50:00<br />,3.0,,-,87.0,,1013.0,5.0,,,9:50 PM,8.0,North,11.1,350.0,2014-12-01 21:50:00
2014-12-01 22:20:00,Overcast,,2014-12-01 22:20:00<br />,3.0,,-,81.0,,1013.0,6.0,,,10:20 PM,7.0,North,7.4,10.0,2014-12-01 22:20:00
2014-12-01 22:50:00,Overcast,,2014-12-01 22:50:00<br />,3.0,,-,81.0,,1013.0,6.0,,,10:50 PM,7.0,NNW,11.1,330.0,2014-12-01 22:50:00
2014-12-01 23:20:00,Overcast,,2014-12-01 23:20:00<br />,3.0,,-,87.0,,1014.0,5.0,,,11:20 PM,7.0,NNW,11.1,330.0,2014-12-01 23:20:00
2014-12-01 23:50:00,Overcast,,2014-12-01 23:50:00<br />,3.0,,-,87.0,,1013.0,5.0,,,11:50 PM,7.0,North,7.4,10.0,2014-12-01 23:50:00
2014-12-02 00:50:00,Overcast,,2014-12-02 00:50:00<br />,4.0,,-,87.0,,1013.0,6.0,,,12:50 AM,7.0,North,7.4,350.0,2014-12-02 00:50:00
2014-12-02 01:20:00,Light Drizzle,,2014-12-02 01:20:00<br />,4.0,,-,93.0,,1013.0,5.0,,,1:20 AM,6.0,North,5.6,350.0,2014-12-02 01:20:00
2014-12-02 01:50:00,Light Drizzle,,2014-12-02 01:50:00<br />,4.0,,-,87.0,,1013.0,6.0,,,1:50 AM,6.0,NNW,7.4,340.0,2014-12-02 01:50:00
2014-12-02 02:50:00,Light Drizzle,,2014-12-02 02:50:00<br />,4.0,,-,87.0,,1013.0,6.0,,,2:50 AM,6.0,North,7.4,350.0,2014-12-02 02:50:00
2014-12-02 03:50:00,Light Rain,,2014-12-02 03:50:00<br />,4.0,Rain,-,93.0,,1013.0,5.0,,,3:50 AM,6.0,North,7.4,350.0,2014-12-02 03:50:00
2014-12-02 04:50:00,Light Rain,,2014-12-02 04:50:00<br />,5.0,Rain,-,93.0,,1013.0,6.0,,,4:50 AM,5.0,North,7.4,350.0,2014-12-02 04:50:00
2014-12-02 05:20:00,Light Rain,,2014-12-02 05:20:00<br />,5.0,Rain,-,93.0,,1013.0,6.0,,,5:20 AM,5.0,NNW,11.1,340.0,2014-12-02 05:20:00
2014-12-02 05:50:00,Light Rain,,2014-12-02 05:50:00<br />,5.0,Rain,-,93.0,,1014.0,6.0,,,5:50 AM,5.0,NNW,11.1,340.0,2014-12-02 05:50:00
2014-12-02 06:20:00,Light Drizzle,,2014-12-02 06:20:00<br />,5.0,,-,93.0,,1014.0,6.0,,,6:20 AM,6.0,NNW,9.3,340.0,2014-12-02 06:20:00
2014-12-02 06:50:00,Light Drizzle,,2014-12-02 06:50:00<br />,4.0,,-,87.0,,1014.0,6.0,,,6:50 AM,6.0,NNW,11.1,340.0,2014-12-02 06:50:00
2014-12-02 07:20:00,Light Drizzle,,2014-12-02 07:20:00<br />,4.0,,-,87.0,,1015.0,6.0,,,7:20 AM,6.0,NNW,9.3,340.0,2014-12-02 07:20:00
2014-12-02 07:50:00,Light Drizzle,,2014-12-02 07:50:00<br />,4.0,,-,87.0,,1015.0,6.0,,,7:50 AM,6.0,North,9.3,350.0,2014-12-02 07:50:00
2014-12-02 08:20:00,Overcast,,2014-12-02 08:20:00<br />,4.0,,-,87.0,,1015.0,6.0,,,8:20 AM,6.0,NNW,11.1,330.0,2014-12-02 08:20:00
2014-12-02 08:50:00,Overcast,,2014-12-02 08:50:00<br />,5.0,,-,87.0,,1015.0,7.0,,,8:50 AM,6.0,NNW,13.0,340.0,2014-12-02 08:50:00
2014-12-02 09:20:00,Overcast,,2014-12-02 09:20:00<br />,5.0,,-,87.0,,1016.0,7.0,,,9:20 AM,6.0,NNW,11.1,330.0,2014-12-02 09:20:00
2014-12-02 09:50:00,Haze,,2014-12-02 09:50:00<br />,5.0,,-,87.0,,1016.0,7.0,,,9:50 AM,5.0,NNW,13.0,330.0,2014-12-02 09:50:00
2014-12-02 10:20:00,Light Drizzle,,2014-12-02 10:20:00<br />,5.0,,-,87.0,,1016.0,7.0,,,10:20 AM,3.0,NNW,13.0,330.0,2014-12-02 10:20:00
2014-12-02 10:50:00,Light Drizzle,,2014-12-02 10:50:00<br />,6.0,,-,93.0,,1016.0,7.0,,,10:50 AM,3.0,NNW,13.0,340.0,2014-12-02 10:50:00
2014-12-02 11:20:00,Light Drizzle,,2014-12-02 11:20:00<br />,7.0,,-,93.0,,1016.0,8.0,,,11:20 AM,4.0,NNW,14.8,340.0,2014-12-02 11:20:00
2014-12-02 11:50:00,Overcast,,2014-12-02 11:50:00<br />,7.0,,-,93.0,,1016.0,8.0,,,11:50 AM,8.0,North,20.4,350.0,2014-12-02 11:50:00
2014-12-02 12:20:00,Drizzle,,2014-12-02 12:20:00<br />,7.0,,-,93.0,,1016.0,8.0,,,12:20 PM,4.0,North,18.5,350.0,2014-12-02 12:20:00
2014-12-02 12:50:00,Drizzle,,2014-12-02 12:50:00<br />,7.0,,-,93.0,,1016.0,8.0,,,12:50 PM,4.0,North,16.7,360.0,2014-12-02 12:50:00
2014-12-02 13:20:00,Light Drizzle,,2014-12-02 13:20:00<br />,7.0,,-,93.0,,1016.0,8.0,,,1:20 PM,7.0,North,13.0,360.0,2014-12-02 13:20:00
2014-12-02 13:50:00,Light Drizzle,,2014-12-02 13:50:00<br />,7.0,,-,93.0,,1017.0,8.0,,,1:50 PM,7.0,North,14.8,10.0,2014-12-02 13:50:00
2014-12-02 14:20:00,Drizzle,,2014-12-02 14:20:00<br />,7.0,,-,93.0,,1017.0,8.0,,,2:20 PM,6.0,North,14.8,10.0,2014-12-02 14:20:00
2014-12-02 14:50:00,Drizzle,,2014-12-02 14:50:00<br />,7.0,,-,87.0,,1017.0,9.0,,,2:50 PM,3.0,North,22.2,360.0,2014-12-02 14:50:00
2014-12-02 15:20:00,Rain,,2014-12-02 15:20:00<br />,6.0,Rain,-,93.0,,1018.0,7.0,,,3:20 PM,2.5,NNE,16.7,20.0,2014-12-02 15:20:00
2014-12-02 15:50:00,Light Rain,,2014-12-02 15:50:00<br />,6.0,Rain,-,93.0,,1018.0,7.0,,,3:50 PM,7.0,North,14.8,10.0,2014-12-02 15:50:00
2014-12-02 16:20:00,Light Rain,,2014-12-02 16:20:00<br />,6.0,Rain,-,93.0,,1018.0,7.0,,,4:20 PM,7.0,North,18.5,10.0,2014-12-02 16:20:00
2014-12-02 16:50:00,Light Drizzle,,2014-12-02 16:50:00<br />,6.0,,-,87.0,,1018.0,8.0,,,4:50 PM,9.0,North,20.4,10.0,2014-12-02 16:50:00
2014-12-02 17:20:00,Light Rain,,2014-12-02 17:20:00<br />,6.0,Rain,-,87.0,,1019.0,8.0,,,5:20 PM,7.0,North,25.9,360.0,2014-12-02 17:20:00
2014-12-02 17:50:00,Mostly Cloudy,,2014-12-02 17:50:00<br />,6.0,,-,93.0,,1019.0,7.0,,,5:50 PM,9.0,North,24.1,360.0,2014-12-02 17:50:00
2014-12-02 18:20:00,Rain,,2014-12-02 18:20:00<br />,6.0,Rain,-,93.0,,1020.0,7.0,,,6:20 PM,4.0,North,22.2,360.0,2014-12-02 18:20:00
2014-12-02 18:50:00,Rain,,2014-12-02 18:50:00<br />,6.0,Rain,-,93.0,,1020.0,7.0,,,6:50 PM,3.0,North,27.8,360.0,2014-12-02 18:50:00
2014-12-02 19:20:00,Light Rain,,2014-12-02 19:20:00<br />,6.0,Rain,-,93.0,,1020.0,7.0,,,7:20 PM,7.0,North,20.4,360.0,2014-12-02 19:20:00
2014-12-02 19:50:00,Mostly Cloudy,,2014-12-02 19:50:00<br />,6.0,,-,93.0,,1020.0,7.0,,,7:50 PM,7.0,North,22.2,360.0,2014-12-02 19:50:00
2014-12-02 20:20:00,Light Rain,,2014-12-02 20:20:00<br />,6.0,Rain,-,93.0,,1020.0,7.0,,,8:20 PM,4.0,North,29.6,10.0,2014-12-02 20:20:00
2014-12-02 20:50:00,Mostly Cloudy,,2014-12-02 20:50:00<br />,5.0,,-,87.0,,1021.0,7.0,,,8:50 PM,6.0,North,22.2,10.0,2014-12-02 20:50:00
2014-12-02 21:20:00,Mostly Cloudy,,2014-12-02 21:20:00<br />,5.0,,-,81.0,,1021.0,8.0,,,9:20 PM,10.0,North,24.1,10.0,2014-12-02 21:20:00
2014-12-02 21:50:00,Mostly Cloudy,,2014-12-02 21:50:00<br />,5.0,,-,81.0,,1021.0,8.0,,,9:50 PM,10.0,North,16.7,360.0,2014-12-02 21:50:00
2014-12-02 22:20:00,Mostly Cloudy,,2014-12-02 22:20:00<br />,5.0,,-,81.0,,1021.0,8.0,,,10:20 PM,10.0,North,16.7,360.0,2014-12-02 22:20:00
2014-12-02 22:50:00,Mostly Cloudy,,2014-12-02 22:50:00<br />,4.0,,-,76.0,,1021.0,8.0,,,10:50 PM,10.0,North,20.4,360.0,2014-12-02 22:50:00
2014-12-02 23:20:00,Mostly Cloudy,,2014-12-02 23:20:00<br />,4.0,,-,76.0,,1022.0,8.0,,,11:20 PM,10.0,North,20.4,360.0,2014-12-02 23:20:00
2014-12-02 23:50:00,Mostly Cloudy,,2014-12-02 23:50:00<br />,5.0,,-,81.0,,1022.0,8.0,,,11:50 PM,10.0,North,18.5,360.0,2014-12-02 23:50:00
2014-12-03 00:50:00,Mostly Cloudy,,2014-12-03 00:50:00<br />,5.0,,38.9,81.0,,1021.0,8.0,,,12:50 AM,10.0,North,20.4,360.0,2014-12-03 00:50:00
2014-12-03 01:20:00,Mostly Cloudy,,2014-12-03 01:20:00<br />,4.0,,-,81.0,,1022.0,7.0,,,1:20 AM,10.0,North,22.2,360.0,2014-12-03 01:20:00
2014-12-03 01:50:00,Mostly Cloudy,,2014-12-03 01:50:00<br />,4.0,,-,81.0,,1022.0,7.0,,,1:50 AM,10.0,North,22.2,360.0,2014-12-03 01:50:00
2014-12-03 02:50:00,Mostly Cloudy,,2014-12-03 02:50:00<br />,4.0,,-,81.0,,1022.0,7.0,,,2:50 AM,10.0,North,18.5,350.0,2014-12-03 02:50:00
2014-12-03 03:50:00,Scattered Clouds,,2014-12-03 03:50:00<br />,3.0,,-,81.0,,1022.0,6.0,,,3:50 AM,10.0,North,18.5,350.0,2014-12-03 03:50:00
2014-12-03 04:50:00,Mostly Cloudy,,2014-12-03 04:50:00<br />,2.0,,-,76.0,,1022.0,6.0,,,4:50 AM,10.0,North,20.4,350.0,2014-12-03 04:50:00
2014-12-03 05:20:00,Mostly Cloudy,,2014-12-03 05:20:00<br />,2.0,,-,76.0,,1022.0,6.0,,,5:20 AM,10.0,North,18.5,360.0,2014-12-03 05:20:00
2014-12-03 05:50:00,Mostly Cloudy,,2014-12-03 05:50:00<br />,2.0,,-,76.0,,1022.0,6.0,,,5:50 AM,10.0,North,20.4,350.0,2014-12-03 05:50:00
2014-12-03 06:20:00,Scattered Clouds,,2014-12-03 06:20:00<br />,2.0,,-,76.0,,1022.0,6.0,,,6:20 AM,10.0,North,20.4,350.0,2014-12-03 06:20:00
2014-12-03 06:50:00,Partly Cloudy,,2014-12-03 06:50:00<br />,1.0,,-,76.0,,1023.0,5.0,,,6:50 AM,10.0,North,16.7,350.0,2014-12-03 06:50:00
2014-12-03 07:20:00,Scattered Clouds,,2014-12-03 07:20:00<br />,2.0,,-,76.0,,1023.0,6.0,,,7:20 AM,10.0,North,16.7,350.0,2014-12-03 07:20:00
2014-12-03 07:50:00,Mostly Cloudy,,2014-12-03 07:50:00<br />,2.0,,-,76.0,,1023.0,6.0,,,7:50 AM,10.0,North,18.5,360.0,2014-12-03 07:50:00
2014-12-03 08:20:00,Scattered Clouds,,2014-12-03 08:20:00<br />,2.0,,-,76.0,,1023.0,6.0,,,8:20 AM,10.0,North,18.5,350.0,2014-12-03 08:20:00
2014-12-03 08:50:00,Scattered Clouds,,2014-12-03 08:50:00<br />,3.0,,-,76.0,,1023.0,7.0,,,8:50 AM,10.0,North,16.7,360.0,2014-12-03 08:50:00
2014-12-03 09:20:00,Scattered Clouds,,2014-12-03 09:20:00<br />,3.0,,-,76.0,,1023.0,7.0,,,9:20 AM,10.0,North,18.5,350.0,2014-12-03 09:20:00
2014-12-03 09:50:00,Scattered Clouds,,2014-12-03 09:50:00<br />,3.0,,-,76.0,,1023.0,7.0,,,9:50 AM,10.0,North,18.5,360.0,2014-12-03 09:50:00
2014-12-03 10:20:00,Scattered Clouds,,2014-12-03 10:20:00<br />,3.0,,-,76.0,,1023.0,7.0,,,10:20 AM,10.0,North,18.5,360.0,2014-12-03 10:20:00
2014-12-03 10:50:00,Scattered Clouds,,2014-12-03 10:50:00<br />,4.0,,-,81.0,,1023.0,7.0,,,10:50 AM,10.0,North,16.7,10.0,2014-12-03 10:50:00
2014-12-03 11:20:00,Scattered Clouds,,2014-12-03 11:20:00<br />,4.0,,-,76.0,,1022.0,8.0,,,11:20 AM,10.0,North,25.9,10.0,2014-12-03 11:20:00
2014-12-03 11:50:00,Mostly Cloudy,,2014-12-03 11:50:00<br />,4.0,,-,76.0,,1022.0,8.0,,,11:50 AM,10.0,NNE,25.9,20.0,2014-12-03 11:50:00
2014-12-03 12:20:00,Scattered Clouds,,2014-12-03 12:20:00<br />,4.0,,-,76.0,,1022.0,8.0,,,12:20 PM,10.0,NNE,22.2,20.0,2014-12-03 12:20:00
2014-12-03 12:50:00,Light Rain Showers,,2014-12-03 12:50:00<br />,5.0,Rain,-,81.0,,1022.0,8.0,,,12:50 PM,10.0,North,18.5,10.0,2014-12-03 12:50:00
2014-12-03 13:20:00,Mostly Cloudy,,2014-12-03 13:20:00<br />,5.0,,-,87.0,,1022.0,7.0,,,1:20 PM,10.0,North,18.5,10.0,2014-12-03 13:20:00
2014-12-03 13:50:00,Mostly Cloudy,,2014-12-03 13:50:00<br />,6.0,,-,93.0,,1022.0,7.0,,,1:50 PM,10.0,North,20.4,360.0,2014-12-03 13:50:00
2014-12-03 14:20:00,Mostly Cloudy,,2014-12-03 14:20:00<br />,6.0,,-,87.0,,1022.0,8.0,,,2:20 PM,10.0,North,18.5,10.0,2014-12-03 14:20:00
2014-12-03 14:50:00,Mostly Cloudy,,2014-12-03 14:50:00<br />,6.0,,-,82.0,,1021.0,9.0,,,2:50 PM,10.0,North,18.5,10.0,2014-12-03 14:50:00
2014-12-03 15:20:00,Mostly Cloudy,,2014-12-03 15:20:00<br />,5.0,,-,81.0,,1021.0,8.0,,,3:20 PM,10.0,NNE,18.5,20.0,2014-12-03 15:20:00
2014-12-03 15:50:00,Mostly Cloudy,,2014-12-03 15:50:00<br />,5.0,,-,81.0,,1021.0,8.0,,,3:50 PM,10.0,NNE,14.8,20.0,2014-12-03 15:50:00
2014-12-03 16:20:00,Mostly Cloudy,,2014-12-03 16:20:00<br />,5.0,,-,81.0,,1021.0,8.0,,,4:20 PM,10.0,NNE,13.0,20.0,2014-12-03 16:20:00
2014-12-03 16:50:00,Mostly Cloudy,,2014-12-03 16:50:00<br />,5.0,,-,81.0,,1021.0,8.0,,,4:50 PM,10.0,NE,13.0,40.0,2014-12-03 16:50:00
2014-12-03 17:20:00,Mostly Cloudy,,2014-12-03 17:20:00<br />,5.0,,-,81.0,,1021.0,8.0,,,5:20 PM,10.0,NE,11.1,40.0,2014-12-03 17:20:00
2014-12-03 17:50:00,Mostly Cloudy,,2014-12-03 17:50:00<br />,4.0,,-,81.0,,1021.0,7.0,,,5:50 PM,10.0,NE,14.8,40.0,2014-12-03 17:50:00
2014-12-03 18:20:00,Mostly Cloudy,,2014-12-03 18:20:00<br />,4.0,,-,81.0,,1021.0,7.0,,,6:20 PM,10.0,NE,14.8,50.0,2014-12-03 18:20:00
2014-12-03 18:50:00,Mostly Cloudy,,2014-12-03 18:50:00<br />,3.0,,-,76.0,,1021.0,7.0,,,6:50 PM,10.0,NE,14.8,40.0,2014-12-03 18:50:00
2014-12-03 19:20:00,Mostly Cloudy,,2014-12-03 19:20:00<br />,3.0,,-,76.0,,1021.0,7.0,,,7:20 PM,10.0,ENE,18.5,60.0,2014-12-03 19:20:00
2014-12-03 19:50:00,Mostly Cloudy,,2014-12-03 19:50:00<br />,2.0,,-,76.0,,1021.0,6.0,,,7:50 PM,10.0,ENE,22.2,60.0,2014-12-03 19:50:00
2014-12-03 20:20:00,Mostly Cloudy,,2014-12-03 20:20:00<br />,2.0,,-,76.0,,1021.0,6.0,,,8:20 PM,10.0,NE,18.5,50.0,2014-12-03 20:20:00
2014-12-03 20:50:00,Mostly Cloudy,,2014-12-03 20:50:00<br />,2.0,,-,71.0,,1021.0,7.0,,,8:50 PM,10.0,NE,16.7,50.0,2014-12-03 20:50:00
2014-12-03 21:20:00,Mostly Cloudy,,2014-12-03 21:20:00<br />,2.0,,-,71.0,,1020.0,7.0,,,9:20 PM,10.0,NE,18.5,50.0,2014-12-03 21:20:00
2014-12-03 21:50:00,Mostly Cloudy,,2014-12-03 21:50:00<br />,2.0,,-,71.0,,1020.0,7.0,,,9:50 PM,10.0,ENE,18.5,60.0,2014-12-03 21:50:00
2014-12-03 22:20:00,Mostly Cloudy,,2014-12-03 22:20:00<br />,2.0,,-,76.0,,1020.0,6.0,,,10:20 PM,10.0,NE,20.4,50.0,2014-12-03 22:20:00
2014-12-03 22:50:00,Mostly Cloudy,,2014-12-03 22:50:00<br />,2.0,,-,76.0,,1020.0,6.0,,,10:50 PM,10.0,NE,18.5,40.0,2014-12-03 22:50:00
2014-12-03 23:50:00,Mostly Cloudy,,2014-12-03 23:50:00<br />,2.0,,-,76.0,,1019.0,6.0,,,11:50 PM,10.0,NE,18.5,40.0,2014-12-03 23:50:00
2014-12-04 00:50:00,Mostly Cloudy,,2014-12-04 00:50:00<br />,2.0,,-,76.0,,1019.0,6.0,,,12:50 AM,10.0,NE,18.5,40.0,2014-12-04 00:50:00
2014-12-04 01:50:00,Mostly Cloudy,,2014-12-04 01:50:00<br />,1.0,,-,76.0,,1018.0,5.0,,,1:50 AM,10.0,NE,18.5,40.0,2014-12-04 01:50:00
2014-12-04 03:50:00,Mostly Cloudy,,2014-12-04 03:50:00<br />,1.0,,-,76.0,,1017.0,5.0,,,3:50 AM,10.0,ENE,24.1,70.0,2014-12-04 03:50:00
2014-12-04 04:50:00,Mostly Cloudy,,2014-12-04 04:50:00<br />,1.0,,-,76.0,,1016.0,5.0,,,4:50 AM,10.0,ENE,24.1,70.0,2014-12-04 04:50:00
2014-12-04 05:50:00,Mostly Cloudy,,2014-12-04 05:50:00<br />,1.0,,-,81.0,,1016.0,4.0,,,5:50 AM,10.0,East,20.4,80.0,2014-12-04 05:50:00
2014-12-04 06:20:00,Mostly Cloudy,,2014-12-04 06:20:00<br />,3.0,,-,93.0,,1016.0,4.0,,,6:20 AM,5.0,East,20.4,80.0,2014-12-04 06:20:00
2014-12-04 07:20:00,Light Drizzle,,2014-12-04 07:20:00<br />,2.0,,-,87.0,,1016.0,4.0,,,7:20 AM,4.5,East,14.8,90.0,2014-12-04 07:20:00
2014-12-04 07:50:00,Light Drizzle,,2014-12-04 07:50:00<br />,2.0,,-,93.0,,1016.0,3.0,,,7:50 AM,2.0,East,13.0,80.0,2014-12-04 07:50:00
2014-12-04 08:20:00,Light Drizzle,,2014-12-04 08:20:00<br />,2.0,,-,93.0,,1016.0,3.0,,,8:20 AM,2.0,East,13.0,90.0,2014-12-04 08:20:00
2014-12-04 08:50:00,Light Drizzle,,2014-12-04 08:50:00<br />,3.0,,-,93.0,,1016.0,4.0,,,8:50 AM,2.0,East,11.1,90.0,2014-12-04 08:50:00
2014-12-04 09:20:00,Light Drizzle,,2014-12-04 09:20:00<br />,3.0,,-,93.0,,1016.0,4.0,,,9:20 AM,2.5,East,13.0,90.0,2014-12-04 09:20:00
2014-12-04 09:50:00,Light Drizzle,,2014-12-04 09:50:00<br />,3.0,,-,93.0,,1016.0,4.0,,,9:50 AM,-9999.0,ESE,11.1,120.0,2014-12-04 09:50:00
2014-12-04 10:20:00,Light Drizzle,,2014-12-04 10:20:00<br />,2.0,,-,93.0,,1016.0,3.0,,,10:20 AM,-9999.0,ESE,11.1,120.0,2014-12-04 10:20:00
