timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeCDT,TimeCST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-01 18:53:00,Clear,2012-01-02 00:53:00<br />,-5.6,,-,37.0,,1025.1,8.3,,6:53 PM,16.1,WNW,13.0,300,2012-01-01 18:53:00
2012-01-01 19:53:00,Clear,2012-01-02 01:53:00<br />,-7.8,,-,34.0,,1025.6,7.2,,7:53 PM,16.1,NW,11.1,320,2012-01-01 19:53:00
2012-01-01 20:53:00,Clear,2012-01-02 02:53:00<br />,-8.3,,29.6,34.0,,1026.0,6.7,,8:53 PM,16.1,NNW,20.4,330,2012-01-01 20:53:00
2012-01-01 21:53:00,Clear,2012-01-02 03:53:00<br />,-9.4,,-,34.0,,1026.7,5.6,,9:53 PM,16.1,NW,20.4,320,2012-01-01 21:53:00
2012-01-01 22:53:00,Clear,2012-01-02 04:53:00<br />,-8.9,,-,39.0,,1026.9,3.9,,10:53 PM,16.1,NNW,9.3,330,2012-01-01 22:53:00
2012-01-01 23:53:00,Clear,2012-01-02 05:53:00<br />,-9.4,,-,39.0,,1026.5,3.3,,11:53 PM,16.1,NNW,13.0,330,2012-01-01 23:53:00
2012-01-02 00:53:00,Clear,2012-01-02 06:53:00<br />,-10.0,,-,39.0,,1026.4,2.8,,12:53 AM,16.1,NW,7.4,310,2012-01-02 00:53:00
2012-01-02 01:53:00,Clear,2012-01-02 07:53:00<br />,-10.6,,-,39.0,,1026.1,2.2,,1:53 AM,16.1,NW,13.0,310,2012-01-02 01:53:00
2012-01-02 02:53:00,Partly Cloudy,2012-01-02 08:53:00<br />,-11.1,,-,39.0,,1025.8,1.7,,2:53 AM,16.1,WNW,9.3,300,2012-01-02 02:53:00
2012-01-02 03:53:00,Clear,2012-01-02 09:53:00<br />,-10.6,,-,42.0,,1025.6,1.1,,3:53 AM,16.1,WNW,9.3,300,2012-01-02 03:53:00
2012-01-02 04:53:00,Clear,2012-01-02 10:53:00<br />,-10.6,,-,43.0,,1025.9,0.6,,4:53 AM,16.1,WNW,11.1,290,2012-01-02 04:53:00
2012-01-02 05:53:00,Clear,2012-01-02 11:53:00<br />,-10.6,,-,47.0,,1025.8,-0.6,,5:53 AM,16.1,WNW,7.4,300,2012-01-02 05:53:00
2012-01-02 06:53:00,Clear,2012-01-02 12:53:00<br />,-11.0,,-,47.0,,1025.3,-1.0,,6:53 AM,16.1,WNW,13.0,290,2012-01-02 06:53:00
2012-01-02 07:53:00,Clear,2012-01-02 13:53:00<br />,-10.6,,29.6,43.0,,1025.9,0.6,,7:53 AM,16.1,WNW,20.4,290,2012-01-02 07:53:00
2012-01-02 08:53:00,Clear,2012-01-02 14:53:00<br />,-10.6,,37.0,40.0,,1026.6,1.7,,8:53 AM,16.1,WNW,16.7,290,2012-01-02 08:53:00
2012-01-02 09:53:00,Partly Cloudy,2012-01-02 15:53:00<br />,-11.1,,40.7,39.0,,1026.7,1.7,,9:53 AM,16.1,WNW,31.5,290,2012-01-02 09:53:00
2012-01-02 10:53:00,Scattered Clouds,2012-01-02 16:53:00<br />,-12.2,,40.7,34.0,,1026.2,2.2,,10:53 AM,16.1,West,25.9,280,2012-01-02 10:53:00
2012-01-02 11:53:00,Mostly Cloudy,2012-01-02 17:53:00<br />,-12.8,,48.2,33.0,,1025.5,2.2,,11:53 AM,16.1,WNW,27.8,290,2012-01-02 11:53:00
2012-01-02 12:53:00,Mostly Cloudy,2012-01-02 18:53:00<br />,-12.2,,42.6,34.0,,1024.6,2.2,,12:53 PM,16.1,WNW,27.8,290,2012-01-02 12:53:00
2012-01-02 13:53:00,Mostly Cloudy,2012-01-02 19:53:00<br />,-12.2,,40.7,35.0,,1024.6,1.7,,1:53 PM,16.1,NW,25.9,320,2012-01-02 13:53:00
2012-01-02 14:53:00,Scattered Clouds,2012-01-02 20:53:00<br />,-13.3,,48.2,33.0,,1025.2,1.7,,2:53 PM,16.1,NW,29.6,320,2012-01-02 14:53:00
2012-01-02 15:53:00,Scattered Clouds,2012-01-02 21:53:00<br />,-13.3,,37.0,35.0,,1026.0,0.6,,3:53 PM,16.1,NW,27.8,310,2012-01-02 15:53:00
2012-01-02 16:53:00,Mostly Cloudy,2012-01-02 22:53:00<br />,-13.3,,38.9,37.0,,1026.3,0.0,,4:53 PM,16.1,NNW,20.4,330,2012-01-02 16:53:00
2012-01-02 17:53:00,Mostly Cloudy,2012-01-02 23:53:00<br />,-12.2,,42.6,42.0,,1027.4,-0.6,,5:53 PM,16.1,North,24.1,350,2012-01-02 17:53:00
2012-01-02 18:53:00,Scattered Clouds,2012-01-03 00:53:00<br />,-12.2,,33.3,47.0,,1028.4,-2.2,,6:53 PM,16.1,NNW,22.2,340,2012-01-02 18:53:00
2012-01-02 19:53:00,Overcast,2012-01-03 01:53:00<br />,-12.8,,-,47.0,,1028.7,-2.8,,7:53 PM,16.1,NNW,22.2,340,2012-01-02 19:53:00
2012-01-02 20:53:00,Overcast,2012-01-03 02:53:00<br />,-12.2,,-,51.0,,1029.0,-3.3,,8:53 PM,16.1,North,27.8,360,2012-01-02 20:53:00
2012-01-02 21:53:00,Overcast,2012-01-03 03:53:00<br />,-12.8,,46.3,51.0,0.0,1029.7,-3.9,,9:53 PM,14.5,North,27.8,350,2012-01-02 21:53:00
2012-01-02 22:53:00,Overcast,2012-01-03 04:53:00<br />,-12.8,,35.2,51.0,,1030.0,-3.9,,10:53 PM,16.1,NW,16.7,320,2012-01-02 22:53:00
2012-01-02 23:53:00,Mostly Cloudy,2012-01-03 05:53:00<br />,-15.0,,37.0,46.0,,1030.6,-5.0,,11:53 PM,16.1,NNW,16.7,340,2012-01-02 23:53:00
2012-01-03 00:53:00,Scattered Clouds,2012-01-03 06:53:00<br />,-13.9,,-,53.0,,1031.1,-5.6,,12:53 AM,16.1,NNW,13.0,330,2012-01-03 00:53:00
2012-01-03 01:53:00,Overcast,2012-01-03 07:53:00<br />,-12.8,,-,58.0,,1031.7,-5.6,,1:53 AM,16.1,NW,18.5,320,2012-01-03 01:53:00
2012-01-03 02:53:00,Mostly Cloudy,2012-01-03 08:53:00<br />,-12.8,,-,58.0,,1032.1,-5.6,,2:53 AM,16.1,NNW,16.7,340,2012-01-03 02:53:00
2012-01-03 03:53:00,Overcast,2012-01-03 09:53:00<br />,-13.9,,-,53.0,,1032.1,-5.6,,3:53 AM,16.1,NNW,11.1,330,2012-01-03 03:53:00
2012-01-03 04:53:00,Overcast,2012-01-03 10:53:00<br />,-13.9,,-,53.0,,1032.6,-5.6,,4:53 AM,16.1,NNW,14.8,340,2012-01-03 04:53:00
2012-01-03 05:53:00,Mostly Cloudy,2012-01-03 11:53:00<br />,-13.3,,-,57.0,,1033.0,-6.1,,5:53 AM,16.1,North,9.3,360,2012-01-03 05:53:00
2012-01-03 06:53:00,Partly Cloudy,2012-01-03 12:53:00<br />,-13.3,,-,60.0,,1033.1,-6.7,,6:53 AM,16.1,NNE,5.6,30,2012-01-03 06:53:00
2012-01-03 07:53:00,Partly Cloudy,2012-01-03 13:53:00<br />,-12.0,,-,59.0,,1033.1,-5.0,,7:53 AM,16.1,WNW,5.6,290,2012-01-03 07:53:00
2012-01-03 08:53:00,Partly Cloudy,2012-01-03 14:53:00<br />,-12.8,,-,49.0,,1034.9,-3.3,,8:53 AM,16.1,WNW,9.3,300,2012-01-03 08:53:00
2012-01-03 09:53:00,Partly Cloudy,2012-01-03 15:53:00<br />,-12.8,,-,47.0,,1035.2,-2.8,,9:53 AM,16.1,West,11.1,280,2012-01-03 09:53:00
2012-01-03 10:53:00,Partly Cloudy,2012-01-03 16:53:00<br />,-13.3,,-,43.0,,1034.1,-2.2,,10:53 AM,16.1,WNW,14.8,290,2012-01-03 10:53:00
2012-01-03 11:53:00,Scattered Clouds,2012-01-03 17:53:00<br />,-12.8,,-,41.0,,1032.9,-1.1,,11:53 AM,16.1,NW,11.1,310,2012-01-03 11:53:00
2012-01-03 12:53:00,Scattered Clouds,2012-01-03 18:53:00<br />,-13.3,,-,35.0,,1031.5,0.6,,12:53 PM,16.1,WNW,13.0,300,2012-01-03 12:53:00
2012-01-03 13:53:00,Partly Cloudy,2012-01-03 19:53:00<br />,-14.4,,-,31.0,,1031.4,1.1,,1:53 PM,16.1,Variable,9.3,0,2012-01-03 13:53:00
2012-01-03 14:53:00,Partly Cloudy,2012-01-03 20:53:00<br />,-15.6,,-,27.0,,1031.0,1.7,,2:53 PM,16.1,West,5.6,280,2012-01-03 14:53:00
2012-01-03 15:53:00,Partly Cloudy,2012-01-03 21:53:00<br />,-15.6,,-,28.0,,1030.3,1.1,,3:53 PM,16.1,Calm,Calm,0,2012-01-03 15:53:00
2012-01-03 16:53:00,Partly Cloudy,2012-01-03 22:53:00<br />,-15.6,,-,31.0,,1030.2,0.0,,4:53 PM,16.1,Calm,Calm,0,2012-01-03 16:53:00
2012-01-03 17:53:00,Clear,2012-01-03 23:53:00<br />,-15.0,,-,33.0,,1030.3,-0.6,,5:53 PM,16.1,Calm,Calm,0,2012-01-03 17:53:00
2012-01-03 18:53:00,Clear,2012-01-04 00:53:00<br />,-12.8,,-,45.0,,1029.6,-2.2,,6:53 PM,16.1,Calm,Calm,0,2012-01-03 18:53:00
2012-01-03 19:53:00,Clear,2012-01-04 01:53:00<br />,-12.2,,-,53.0,,1029.0,-3.9,,7:53 PM,16.1,South,7.4,170,2012-01-03 19:53:00
2012-01-03 20:53:00,Clear,2012-01-04 02:53:00<br />,-12.2,,-,53.0,,1028.9,-3.9,,8:53 PM,16.1,SSE,5.6,160,2012-01-03 20:53:00
2012-01-03 21:53:00,Clear,2012-01-04 03:53:00<br />,-11.1,,-,66.0,,1028.4,-5.6,,9:53 PM,16.1,South,9.3,180,2012-01-03 21:53:00
2012-01-03 22:53:00,Clear,2012-01-04 04:53:00<br />,-11.7,,-,60.0,,1027.6,-5.0,,10:53 PM,16.1,South,7.4,180,2012-01-03 22:53:00
2012-01-03 23:53:00,Clear,2012-01-04 05:53:00<br />,-11.7,,-,60.0,,1027.7,-5.0,,11:53 PM,16.1,South,5.6,180,2012-01-03 23:53:00
2012-01-04 00:53:00,Clear,2012-01-04 06:53:00<br />,-11.1,,-,63.0,,1027.9,-5.0,,12:53 AM,16.1,South,7.4,190,2012-01-04 00:53:00
2012-01-04 01:53:00,Clear,2012-01-04 07:53:00<br />,-11.1,,-,71.0,,1027.8,-6.7,,1:53 AM,16.1,South,9.3,180,2012-01-04 01:53:00
2012-01-04 02:53:00,Clear,2012-01-04 08:53:00<br />,-11.7,,-,63.0,,1027.0,-5.6,,2:53 AM,16.1,South,7.4,180,2012-01-04 02:53:00
2012-01-04 03:53:00,Clear,2012-01-04 09:53:00<br />,-12.8,,-,49.0,,1026.6,-3.3,,3:53 AM,16.1,Calm,Calm,0,2012-01-04 03:53:00
2012-01-04 04:53:00,Clear,2012-01-04 10:53:00<br />,-11.7,,-,57.0,,1026.3,-4.4,,4:53 AM,16.1,South,9.3,180,2012-01-04 04:53:00
2012-01-04 05:53:00,Partly Cloudy,2012-01-04 11:53:00<br />,-11.7,,-,55.0,,1026.2,-3.9,,5:53 AM,16.1,South,11.1,180,2012-01-04 05:53:00
2012-01-04 06:53:00,Scattered Clouds,2012-01-04 12:53:00<br />,-12.2,,-,51.0,,1026.0,-3.3,,6:53 AM,16.1,SSE,11.1,160,2012-01-04 06:53:00
2012-01-04 07:53:00,Mostly Cloudy,2012-01-04 13:53:00<br />,-11.7,,-,45.0,,1025.9,-1.1,,7:53 AM,16.1,SSE,7.4,160,2012-01-04 07:53:00
2012-01-04 08:53:00,Mostly Cloudy,2012-01-04 14:53:00<br />,-12.8,,35.2,34.0,,1025.5,1.7,,8:53 AM,16.1,SSW,14.8,200,2012-01-04 08:53:00
2012-01-04 09:53:00,Scattered Clouds,2012-01-04 15:53:00<br />,-12.2,,31.5,30.0,,1024.6,3.9,,9:53 AM,16.1,SSW,18.5,210,2012-01-04 09:53:00
2012-01-04 10:53:00,Scattered Clouds,2012-01-04 16:53:00<br />,-11.1,,-,28.0,,1023.0,6.1,,10:53 AM,16.1,SW,18.5,220,2012-01-04 10:53:00
2012-01-04 11:53:00,Scattered Clouds,2012-01-04 17:53:00<br />,-9.4,,25.9,28.0,,1021.3,8.3,,11:53 AM,16.1,SW,16.7,230,2012-01-04 11:53:00
2012-01-04 12:53:00,Partly Cloudy,2012-01-04 18:53:00<br />,-8.9,,27.8,26.0,,1020.0,10.0,,12:53 PM,16.1,SW,18.5,220,2012-01-04 12:53:00
2012-01-04 13:53:00,Clear,2012-01-04 19:53:00<br />,-7.8,,31.5,26.0,,1019.8,11.1,,1:53 PM,16.1,WSW,20.4,250,2012-01-04 13:53:00
2012-01-04 14:53:00,Clear,2012-01-04 20:53:00<br />,-7.2,,29.6,26.0,,1019.4,11.7,,2:53 PM,16.1,WSW,16.7,250,2012-01-04 14:53:00
2012-01-04 15:53:00,Clear,2012-01-04 21:53:00<br />,-6.1,,-,30.0,,1020.0,11.1,,3:53 PM,16.1,West,13.0,280,2012-01-04 15:53:00
2012-01-04 16:53:00,Partly Cloudy,2012-01-04 22:53:00<br />,-5.6,,-,36.0,,1020.5,8.9,,4:53 PM,16.1,SW,11.1,220,2012-01-04 16:53:00
2012-01-04 17:53:00,Clear,2012-01-04 23:53:00<br />,-5.0,,-,39.0,,1021.4,8.3,,5:53 PM,16.1,SW,5.6,220,2012-01-04 17:53:00
2012-01-04 18:53:00,Partly Cloudy,2012-01-05 00:53:00<br />,-4.4,,-,42.0,,1022.2,7.8,,6:53 PM,16.1,Calm,Calm,0,2012-01-04 18:53:00
2012-01-04 19:53:00,Partly Cloudy,2012-01-05 01:53:00<br />,-3.9,,-,55.0,,1022.4,4.4,,7:53 PM,16.1,Calm,Calm,0,2012-01-04 19:53:00
2012-01-04 20:53:00,Clear,2012-01-05 02:53:00<br />,-3.3,,-,55.0,,1022.9,5.0,,8:53 PM,16.1,WNW,5.6,290,2012-01-04 20:53:00
2012-01-04 21:53:00,Clear,2012-01-05 03:53:00<br />,-3.3,,-,67.0,,1022.5,2.2,,9:53 PM,16.1,SW,5.6,230,2012-01-04 21:53:00
2012-01-04 22:53:00,Clear,2012-01-05 04:53:00<br />,-2.8,,-,57.0,,1022.5,5.0,,10:53 PM,16.1,Calm,Calm,0,2012-01-04 22:53:00
2012-01-04 23:53:00,Clear,2012-01-05 05:53:00<br />,-2.8,,-,60.0,,1022.2,4.4,,11:53 PM,16.1,Calm,Calm,0,2012-01-04 23:53:00
2012-01-05 00:53:00,Clear,2012-01-05 06:53:00<br />,-2.8,,-,67.0,,1022.0,2.8,,12:53 AM,16.1,WNW,5.6,290,2012-01-05 00:53:00
2012-01-05 01:53:00,Clear,2012-01-05 07:53:00<br />,-3.3,,-,75.0,,1021.9,0.6,,1:53 AM,16.1,Calm,Calm,0,2012-01-05 01:53:00
2012-01-05 02:53:00,Clear,2012-01-05 08:53:00<br />,-2.2,,-,73.0,,1021.7,2.2,,2:53 AM,16.1,West,7.4,270,2012-01-05 02:53:00
2012-01-05 03:53:00,Clear,2012-01-05 09:53:00<br />,-3.3,,-,82.0,,1022.2,-0.6,,3:53 AM,16.1,Calm,Calm,0,2012-01-05 03:53:00
2012-01-05 04:53:00,Clear,2012-01-05 10:53:00<br />,-3.9,,-,82.0,,1022.4,-1.1,,4:53 AM,16.1,South,5.6,180,2012-01-05 04:53:00
2012-01-05 05:53:00,Clear,2012-01-05 11:53:00<br />,-3.3,,-,89.0,,1023.1,-1.7,,5:53 AM,16.1,Calm,Calm,0,2012-01-05 05:53:00
2012-01-05 06:53:00,Partly Cloudy,2012-01-05 12:53:00<br />,-3.9,,-,85.0,,1023.8,-1.7,,6:53 AM,16.1,Calm,Calm,0,2012-01-05 06:53:00
2012-01-05 07:53:00,Scattered Clouds,2012-01-05 13:53:00<br />,-3.3,,-,89.0,,1024.2,-1.7,,7:53 AM,16.1,South,7.4,190,2012-01-05 07:53:00
2012-01-05 08:53:00,Scattered Clouds,2012-01-05 14:53:00<br />,-1.1,,-,76.0,,1024.6,2.8,,8:53 AM,16.1,South,5.6,180,2012-01-05 08:53:00
2012-01-05 09:53:00,Partly Cloudy,2012-01-05 15:53:00<br />,-1.1,,-,60.0,,1024.9,6.1,,9:53 AM,16.1,SSE,5.6,160,2012-01-05 09:53:00
2012-01-05 10:53:00,Partly Cloudy,2012-01-05 16:53:00<br />,-2.0,,-,46.0,,1023.6,9.0,,10:53 AM,16.1,SSE,9.3,150,2012-01-05 10:53:00
2012-01-05 11:53:00,Partly Cloudy,2012-01-05 17:53:00<br />,-3.3,,-,38.0,,1022.4,10.6,,11:53 AM,16.1,South,11.1,180,2012-01-05 11:53:00
2012-01-05 12:53:00,Partly Cloudy,2012-01-05 18:53:00<br />,-5.0,,-,30.0,,1021.1,12.2,,12:53 PM,16.1,SSW,14.8,200,2012-01-05 12:53:00
2012-01-05 13:53:00,Partly Cloudy,2012-01-05 19:53:00<br />,-5.6,,-,27.0,,1020.3,13.3,,1:53 PM,16.1,SW,9.3,220,2012-01-05 13:53:00
2012-01-05 14:53:00,Partly Cloudy,2012-01-05 20:53:00<br />,-3.3,,-,30.0,,1019.6,13.9,,2:53 PM,16.1,South,16.7,190,2012-01-05 14:53:00
2012-01-05 15:53:00,Partly Cloudy,2012-01-05 21:53:00<br />,-3.9,,-,30.0,,1019.5,13.3,,3:53 PM,16.1,SSW,16.7,200,2012-01-05 15:53:00
2012-01-05 16:53:00,Partly Cloudy,2012-01-05 22:53:00<br />,-3.9,,-,39.0,,1019.5,9.4,,4:53 PM,16.1,SSW,11.1,200,2012-01-05 16:53:00
2012-01-05 17:53:00,Clear,2012-01-05 23:53:00<br />,-4.4,,-,36.0,,1019.6,10.0,,5:53 PM,16.1,SSW,7.4,210,2012-01-05 17:53:00
2012-01-05 18:53:00,Clear,2012-01-06 00:53:00<br />,-3.9,,-,44.0,,1019.7,7.8,,6:53 PM,16.1,SSW,5.6,200,2012-01-05 18:53:00
2012-01-05 19:53:00,Clear,2012-01-06 01:53:00<br />,-2.8,,-,47.0,,1019.7,7.8,,7:53 PM,16.1,SSW,13.0,210,2012-01-05 19:53:00
2012-01-05 20:53:00,Clear,2012-01-06 02:53:00<br />,-1.7,,-,51.0,,1019.3,7.8,,8:53 PM,16.1,SSW,11.1,210,2012-01-05 20:53:00
2012-01-05 21:53:00,Clear,2012-01-06 03:53:00<br />,-1.7,,-,51.0,,1018.7,7.8,,9:53 PM,16.1,SSW,13.0,200,2012-01-05 21:53:00
2012-01-05 22:53:00,Clear,2012-01-06 04:53:00<br />,-1.7,,-,55.0,,1018.2,6.7,,10:53 PM,16.1,SSW,13.0,200,2012-01-05 22:53:00
2012-01-05 23:53:00,Clear,2012-01-06 05:53:00<br />,-2.2,,-,56.0,,1018.2,6.1,,11:53 PM,16.1,South,9.3,170,2012-01-05 23:53:00
2012-01-06 00:53:00,Clear,2012-01-06 06:53:00<br />,-2.2,,-,65.0,,1017.9,3.9,,12:53 AM,16.1,North,-9999.0,0,2012-01-06 00:53:00
2012-01-06 01:53:00,Clear,2012-01-06 07:53:00<br />,-1.7,,-,62.0,,1018.1,5.0,,1:53 AM,16.1,SSE,7.4,160,2012-01-06 01:53:00
2012-01-06 02:53:00,Clear,2012-01-06 08:53:00<br />,-2.2,,-,68.0,,1017.9,3.3,,2:53 AM,16.1,South,9.3,170,2012-01-06 02:53:00
2012-01-06 03:53:00,Clear,2012-01-06 09:53:00<br />,-2.2,,-,76.0,,1017.7,1.7,,3:53 AM,16.1,South,9.3,180,2012-01-06 03:53:00
2012-01-06 04:53:00,Clear,2012-01-06 10:53:00<br />,-2.2,,-,73.0,,1018.0,2.2,,4:53 AM,16.1,SSE,9.3,160,2012-01-06 04:53:00
2012-01-06 05:53:00,Clear,2012-01-06 11:53:00<br />,-2.8,,-,75.0,,1018.3,1.1,,5:53 AM,16.1,South,5.6,170,2012-01-06 05:53:00
2012-01-06 06:53:00,Partly Cloudy,2012-01-06 12:53:00<br />,-2.8,,-,78.0,,1018.6,0.6,,6:53 AM,16.1,South,11.1,180,2012-01-06 06:53:00
2012-01-06 07:53:00,Partly Cloudy,2012-01-06 13:53:00<br />,-1.1,,-,73.0,,1018.8,3.3,,7:53 AM,16.1,South,14.8,190,2012-01-06 07:53:00
2012-01-06 08:53:00,Clear,2012-01-06 14:53:00<br />,-0.6,,-,54.0,,1019.1,8.3,,8:53 AM,16.1,South,14.8,170,2012-01-06 08:53:00
2012-01-06 09:53:00,Clear,2012-01-06 15:53:00<br />,-0.6,,27.8,45.0,,1019.1,11.1,,9:53 AM,16.1,SSW,13.0,210,2012-01-06 09:53:00
2012-01-06 10:53:00,Clear,2012-01-06 16:53:00<br />,0.6,,-,40.0,,1018.0,13.9,,10:53 AM,16.1,South,18.5,190,2012-01-06 10:53:00
2012-01-06 11:53:00,Clear,2012-01-06 17:53:00<br />,1.7,,-,39.0,,1016.6,15.6,,11:53 AM,16.1,SSW,18.5,200,2012-01-06 11:53:00
2012-01-06 12:53:00,Clear,2012-01-06 18:53:00<br />,2.2,,27.8,37.0,,1015.4,17.2,,12:53 PM,16.1,SW,14.8,220,2012-01-06 12:53:00
2012-01-06 13:53:00,Clear,2012-01-06 19:53:00<br />,1.7,,27.8,33.0,,1014.5,18.3,,1:53 PM,16.1,WSW,14.8,240,2012-01-06 13:53:00
2012-01-06 14:53:00,Clear,2012-01-06 20:53:00<br />,2.8,,-,34.0,,1014.1,18.9,,2:53 PM,16.1,SSW,18.5,210,2012-01-06 14:53:00
2012-01-06 15:53:00,Partly Cloudy,2012-01-06 21:53:00<br />,3.9,,-,39.0,,1014.1,18.3,,3:53 PM,16.1,South,18.5,190,2012-01-06 15:53:00
2012-01-06 16:53:00,Partly Cloudy,2012-01-06 22:53:00<br />,5.0,,-,55.0,,1014.4,14.0,,4:53 PM,16.1,SSW,13.0,200,2012-01-06 16:53:00
2012-01-06 17:53:00,Mostly Cloudy,2012-01-06 23:53:00<br />,5.6,,-,62.0,,1014.6,12.8,,5:53 PM,16.1,South,13.0,190,2012-01-06 17:53:00
2012-01-06 18:53:00,Partly Cloudy,2012-01-07 00:53:00<br />,6.7,,-,67.0,,1014.6,12.8,,6:53 PM,16.1,SSW,9.3,210,2012-01-06 18:53:00
2012-01-06 19:53:00,Partly Cloudy,2012-01-07 01:53:00<br />,8.3,,-,69.0,,1014.7,13.9,,7:53 PM,16.1,SSW,13.0,210,2012-01-06 19:53:00
2012-01-06 20:53:00,Mostly Cloudy,2012-01-07 02:53:00<br />,8.9,,-,70.0,,1014.6,14.4,,8:53 PM,16.1,SSW,14.8,210,2012-01-06 20:53:00
2012-01-06 21:53:00,Mostly Cloudy,2012-01-07 03:53:00<br />,9.4,,-,72.0,,1014.1,14.4,,9:53 PM,16.1,SSW,13.0,210,2012-01-06 21:53:00
2012-01-06 22:53:00,Scattered Clouds,2012-01-07 04:53:00<br />,9.4,,-,74.0,,1013.8,13.9,,10:53 PM,16.1,SSW,14.8,200,2012-01-06 22:53:00
2012-01-06 23:53:00,Light Rain,2012-01-07 05:53:00<br />,10.0,Rain,-,75.0,0.0,1013.6,14.4,,11:53 PM,16.1,SW,11.1,220,2012-01-06 23:53:00
2012-01-07 00:53:00,Mostly Cloudy,2012-01-07 06:53:00<br />,10.0,,-,77.0,0.0,1013.7,13.9,,12:53 AM,16.1,SSW,13.0,210,2012-01-07 00:53:00
2012-01-07 01:21:00,Mostly Cloudy,2012-01-07 07:21:00<br />,10.0,,-,82.0,,1013.8,13.0,,1:21 AM,16.1,SSW,13.0,200,2012-01-07 01:21:00
