timestamp,TimeMST,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC<br />,timestamp
2015-01-02 03:51:00,3:51 AM,1.1,-2.2,79.0,1017.5,16.1,Calm,Calm,-,,,Clear,0,2015-01-02 10:51:00<br />,2015-01-02 03:51:00
2015-01-02 04:51:00,4:51 AM,0.6,-2.2,82.0,1017.3,16.1,SW,7.4,-,,,Clear,220,2015-01-02 11:51:00<br />,2015-01-02 04:51:00
2015-01-02 05:51:00,5:51 AM,0.0,-2.2,85.0,1017.1,16.1,SW,7.4,-,,,Clear,220,2015-01-02 12:51:00<br />,2015-01-02 05:51:00
2015-01-02 06:51:00,6:51 AM,0.0,-2.2,85.0,1017.5,16.1,Calm,Calm,-,,,Clear,0,2015-01-02 13:51:00<br />,2015-01-02 06:51:00
2015-01-02 07:51:00,7:51 AM,0.6,-2.2,82.0,1018.1,16.1,West,7.4,-,,,Partly Cloudy,260,2015-01-02 14:51:00<br />,2015-01-02 07:51:00
2015-01-02 08:51:00,8:51 AM,1.7,-2.2,76.0,1018.7,16.1,West,9.3,-,,,Partly Cloudy,270,2015-01-02 15:51:00<br />,2015-01-02 08:51:00
2015-01-02 09:51:00,9:51 AM,3.9,-1.7,67.0,1018.9,16.1,SW,9.3,-,,,Partly Cloudy,230,2015-01-02 16:51:00<br />,2015-01-02 09:51:00
2015-01-02 10:51:00,10:51 AM,5.6,-2.2,58.0,1018.4,16.1,SSW,5.6,-,,,Partly Cloudy,210,2015-01-02 17:51:00<br />,2015-01-02 10:51:00
2015-01-02 11:51:00,11:51 AM,7.2,-4.4,44.0,1017.2,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-02 18:51:00<br />,2015-01-02 11:51:00
2015-01-02 12:51:00,12:51 PM,10.0,-3.9,38.0,1016.1,16.1,WSW,11.1,-,,,Partly Cloudy,240,2015-01-02 19:51:00<br />,2015-01-02 12:51:00
2015-01-02 13:51:00,1:51 PM,10.6,-5.0,33.0,1015.4,16.1,SW,11.1,-,,,Partly Cloudy,230,2015-01-02 20:51:00<br />,2015-01-02 13:51:00
2015-01-02 14:51:00,2:51 PM,11.7,-5.6,30.0,1015.5,16.1,Variable,5.6,-,,,Partly Cloudy,0,2015-01-02 21:51:00<br />,2015-01-02 14:51:00
2015-01-02 15:51:00,3:51 PM,11.7,-6.1,29.0,1015.8,16.1,WSW,11.1,-,,,Partly Cloudy,240,2015-01-02 22:51:00<br />,2015-01-02 15:51:00
2015-01-02 16:51:00,4:51 PM,11.1,-5.6,31.0,1016.0,16.1,SW,13.0,-,,,Partly Cloudy,230,2015-01-02 23:51:00<br />,2015-01-02 16:51:00
2015-01-02 17:51:00,5:51 PM,10.0,-5.0,35.0,1016.6,16.1,WSW,9.3,-,,,Clear,240,2015-01-03 00:51:00<br />,2015-01-02 17:51:00
2015-01-02 18:51:00,6:51 PM,8.9,-3.9,41.0,1017.4,16.1,SSE,7.4,-,,,Clear,160,2015-01-03 01:51:00<br />,2015-01-02 18:51:00
2015-01-02 19:51:00,7:51 PM,7.2,-3.3,48.0,1018.0,16.1,SE,9.3,-,,,Clear,140,2015-01-03 02:51:00<br />,2015-01-02 19:51:00
2015-01-02 20:51:00,8:51 PM,6.1,-2.2,56.0,1018.7,16.1,ESE,9.3,-,,,Clear,110,2015-01-03 03:51:00<br />,2015-01-02 20:51:00
2015-01-02 21:51:00,9:51 PM,5.6,-2.2,58.0,1018.8,16.1,East,16.7,-,,,Clear,80,2015-01-03 04:51:00<br />,2015-01-02 21:51:00
2015-01-02 22:51:00,10:51 PM,5.0,-1.7,62.0,1019.3,16.1,East,13.0,-,,,Clear,80,2015-01-03 05:51:00<br />,2015-01-02 22:51:00
2015-01-02 23:51:00,11:51 PM,5.0,-1.7,62.0,1019.9,16.1,ENE,11.1,-,,,Clear,70,2015-01-03 06:51:00<br />,2015-01-02 23:51:00
2015-01-03 00:51:00,12:51 AM,3.9,-1.1,70.0,1020.0,16.1,East,9.3,-,,,Clear,100,2015-01-03 07:51:00<br />,2015-01-03 00:51:00
2015-01-03 01:51:00,1:51 AM,3.3,-1.1,73.0,1020.3,16.1,East,11.1,-,,,Clear,90,2015-01-03 08:51:00<br />,2015-01-03 01:51:00
2015-01-03 02:51:00,2:51 AM,2.8,-1.1,76.0,1020.8,16.1,East,13.0,-,,,Clear,90,2015-01-03 09:51:00<br />,2015-01-03 02:51:00
2015-01-03 03:51:00,3:51 AM,2.2,-1.1,79.0,1020.9,16.1,East,11.1,-,,,Clear,90,2015-01-03 10:51:00<br />,2015-01-03 03:51:00
2015-01-03 04:51:00,4:51 AM,1.7,-1.7,78.0,1020.9,16.1,East,11.1,-,,,Clear,100,2015-01-03 11:51:00<br />,2015-01-03 04:51:00
2015-01-03 05:51:00,5:51 AM,1.7,-1.7,78.0,1021.1,16.1,ESE,13.0,-,,,Clear,120,2015-01-03 12:51:00<br />,2015-01-03 05:51:00
2015-01-03 06:51:00,6:51 AM,1.1,-2.2,79.0,1021.8,16.1,East,11.1,-,,,Clear,100,2015-01-03 13:51:00<br />,2015-01-03 06:51:00
2015-01-03 07:51:00,7:51 AM,1.1,-2.2,79.0,1023.1,16.1,East,9.3,-,,,Clear,100,2015-01-03 14:51:00<br />,2015-01-03 07:51:00
2015-01-03 08:51:00,8:51 AM,3.9,-1.7,67.0,1023.7,16.1,ESE,9.3,-,,,Clear,120,2015-01-03 15:51:00<br />,2015-01-03 08:51:00
2015-01-03 09:51:00,9:51 AM,6.1,-1.7,58.0,1024.7,16.1,East,9.3,-,,,Clear,100,2015-01-03 16:51:00<br />,2015-01-03 09:51:00
2015-01-03 10:51:00,10:51 AM,7.8,-2.2,50.0,1024.6,16.1,SSE,9.3,-,,,Clear,150,2015-01-03 17:51:00<br />,2015-01-03 10:51:00
2015-01-03 11:51:00,11:51 AM,9.4,-2.2,44.0,1024.0,16.1,Calm,Calm,-,,,Clear,0,2015-01-03 18:51:00<br />,2015-01-03 11:51:00
2015-01-03 12:51:00,12:51 PM,10.0,-3.3,39.0,1022.9,16.1,Variable,7.4,-,,,Clear,0,2015-01-03 19:51:00<br />,2015-01-03 12:51:00
2015-01-03 13:51:00,1:51 PM,10.6,-3.9,36.0,1022.2,16.1,Calm,Calm,-,,,Clear,0,2015-01-03 20:51:00<br />,2015-01-03 13:51:00
2015-01-03 14:51:00,2:51 PM,11.7,-3.9,34.0,1022.1,16.1,Calm,Calm,-,,,Clear,0,2015-01-03 21:51:00<br />,2015-01-03 14:51:00
2015-01-03 15:51:00,3:51 PM,12.2,-3.9,33.0,1022.5,16.1,SW,5.6,-,,,Clear,220,2015-01-03 22:51:00<br />,2015-01-03 15:51:00
2015-01-03 16:51:00,4:51 PM,12.2,-3.3,34.0,1022.9,16.1,SSW,5.6,-,,,Clear,200,2015-01-03 23:51:00<br />,2015-01-03 16:51:00
2015-01-03 17:51:00,5:51 PM,10.6,-2.2,41.0,1023.3,16.1,SW,5.6,-,,,Partly Cloudy,230,2015-01-04 00:51:00<br />,2015-01-03 17:51:00
2015-01-03 18:51:00,6:51 PM,10.0,-1.7,44.0,1023.8,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-04 01:51:00<br />,2015-01-03 18:51:00
2015-01-03 19:51:00,7:51 PM,8.9,-2.2,46.0,1024.5,16.1,Calm,Calm,-,,,Clear,0,2015-01-04 02:51:00<br />,2015-01-03 19:51:00
2015-01-03 20:51:00,8:51 PM,8.3,-1.1,52.0,1025.0,16.1,ESE,5.6,-,,,Clear,110,2015-01-04 03:51:00<br />,2015-01-03 20:51:00
2015-01-03 21:51:00,9:51 PM,6.7,-0.6,60.0,1025.4,16.1,East,5.6,-,,,Clear,100,2015-01-04 04:51:00<br />,2015-01-03 21:51:00
2015-01-03 22:51:00,10:51 PM,6.1,-0.6,62.0,1026.2,16.1,East,9.3,-,,,Clear,100,2015-01-04 05:51:00<br />,2015-01-03 22:51:00
2015-01-03 23:51:00,11:51 PM,5.6,-0.6,65.0,1026.6,16.1,Calm,Calm,-,,,Clear,0,2015-01-04 06:51:00<br />,2015-01-03 23:51:00
2015-01-04 00:51:00,12:51 AM,5.0,-0.6,67.0,1026.7,16.1,Calm,Calm,-,,,Clear,0,2015-01-04 07:51:00<br />,2015-01-04 00:51:00
2015-01-04 01:51:00,1:51 AM,3.9,-0.6,73.0,1027.1,16.1,East,7.4,-,,,Clear,100,2015-01-04 08:51:00<br />,2015-01-04 01:51:00
2015-01-04 02:51:00,2:51 AM,3.9,-0.6,73.0,1027.1,16.1,East,9.3,-,,,Clear,90,2015-01-04 09:51:00<br />,2015-01-04 02:51:00
2015-01-04 03:51:00,3:51 AM,3.9,-0.6,73.0,1027.0,16.1,ESE,9.3,-,,,Clear,120,2015-01-04 10:51:00<br />,2015-01-04 03:51:00
2015-01-04 04:51:00,4:51 AM,3.3,-0.6,76.0,1026.8,16.1,Calm,Calm,-,,,Clear,0,2015-01-04 11:51:00<br />,2015-01-04 04:51:00
2015-01-04 05:51:00,5:51 AM,2.8,-1.1,76.0,1027.0,16.1,East,5.6,-,,,Clear,90,2015-01-04 12:51:00<br />,2015-01-04 05:51:00
2015-01-04 06:51:00,6:51 AM,2.8,-1.1,76.0,1027.7,16.1,Calm,Calm,-,,,Clear,0,2015-01-04 13:51:00<br />,2015-01-04 06:51:00
2015-01-04 07:51:00,7:51 AM,2.8,-0.6,79.0,1028.6,16.1,Calm,Calm,-,,,Clear,0,2015-01-04 14:51:00<br />,2015-01-04 07:51:00
2015-01-04 08:51:00,8:51 AM,4.4,0.0,73.0,1029.3,16.1,Calm,Calm,-,,,Clear,0,2015-01-04 15:51:00<br />,2015-01-04 08:51:00
2015-01-04 09:51:00,9:51 AM,7.8,-0.6,56.0,1029.6,16.1,Calm,Calm,-,,,Clear,0,2015-01-04 16:51:00<br />,2015-01-04 09:51:00
2015-01-04 10:51:00,10:51 AM,11.7,-0.6,43.0,1028.7,16.1,South,9.3,-,,,Clear,190,2015-01-04 17:51:00<br />,2015-01-04 10:51:00
2015-01-04 11:51:00,11:51 AM,12.8,-0.6,40.0,1027.6,16.1,ENE,9.3,-,,,Clear,60,2015-01-04 18:51:00<br />,2015-01-04 11:51:00
2015-01-04 12:51:00,12:51 PM,15.6,-0.6,33.0,1026.2,16.1,Variable,7.4,-,,,Clear,0,2015-01-04 19:51:00<br />,2015-01-04 12:51:00
2015-01-04 13:51:00,1:51 PM,16.7,-1.7,29.0,1025.8,16.1,NNE,7.4,-,,,Partly Cloudy,30,2015-01-04 20:51:00<br />,2015-01-04 13:51:00
2015-01-04 14:51:00,2:51 PM,17.8,-1.7,27.0,1025.3,16.1,Variable,5.6,-,,,Partly Cloudy,0,2015-01-04 21:51:00<br />,2015-01-04 14:51:00
2015-01-04 15:51:00,3:51 PM,17.8,-1.7,27.0,1025.5,16.1,Variable,7.4,-,,,Partly Cloudy,0,2015-01-04 22:51:00<br />,2015-01-04 15:51:00
2015-01-04 16:51:00,4:51 PM,17.8,-1.7,27.0,1025.2,16.1,WNW,5.6,-,,,Mostly Cloudy,300,2015-01-04 23:51:00<br />,2015-01-04 16:51:00
2015-01-04 17:51:00,5:51 PM,16.7,-1.7,29.0,1025.4,16.1,West,9.3,-,,,Mostly Cloudy,280,2015-01-05 00:51:00<br />,2015-01-04 17:51:00
2015-01-04 18:51:00,6:51 PM,13.3,0.6,42.0,1025.6,16.1,SW,7.4,-,,,Mostly Cloudy,230,2015-01-05 01:51:00<br />,2015-01-04 18:51:00
2015-01-04 19:51:00,7:51 PM,12.2,0.6,45.0,1026.0,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-01-05 02:51:00<br />,2015-01-04 19:51:00
2015-01-04 20:51:00,8:51 PM,11.7,0.6,47.0,1025.9,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-01-05 03:51:00<br />,2015-01-04 20:51:00
2015-01-04 21:51:00,9:51 PM,10.6,1.1,52.0,1026.2,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-01-05 04:51:00<br />,2015-01-04 21:51:00
2015-01-04 22:51:00,10:51 PM,10.0,1.7,57.0,1025.9,16.1,ESE,5.6,-,,,Mostly Cloudy,110,2015-01-05 05:51:00<br />,2015-01-04 22:51:00
2015-01-04 23:51:00,11:51 PM,8.3,2.2,66.0,1026.0,16.1,SSE,5.6,-,,,Mostly Cloudy,150,2015-01-05 06:51:00<br />,2015-01-04 23:51:00
2015-01-05 00:51:00,12:51 AM,8.9,1.7,61.0,1025.5,16.1,Calm,Calm,-,,,Scattered Clouds,0,2015-01-05 07:51:00<br />,2015-01-05 00:51:00
2015-01-05 01:51:00,1:51 AM,8.3,1.7,63.0,1025.5,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-05 08:51:00<br />,2015-01-05 01:51:00
2015-01-05 02:51:00,2:51 AM,8.3,1.1,61.0,1025.3,16.1,ESE,5.6,-,,,Partly Cloudy,110,2015-01-05 09:51:00<br />,2015-01-05 02:51:00
2015-01-05 03:51:00,3:51 AM,7.8,1.1,63.0,1025.5,16.1,Calm,Calm,-,,,Clear,0,2015-01-05 10:51:00<br />,2015-01-05 03:51:00
2015-01-05 04:51:00,4:51 AM,7.2,1.1,65.0,1025.4,16.1,Calm,Calm,-,,,Clear,0,2015-01-05 11:51:00<br />,2015-01-05 04:51:00
2015-01-05 05:51:00,5:51 AM,6.7,1.1,68.0,1025.6,16.1,Calm,Calm,-,,,Clear,0,2015-01-05 12:51:00<br />,2015-01-05 05:51:00
2015-01-05 06:51:00,6:51 AM,6.1,1.7,74.0,1025.8,16.1,East,7.4,-,,,Partly Cloudy,90,2015-01-05 13:51:00<br />,2015-01-05 06:51:00
2015-01-05 07:51:00,7:51 AM,6.1,1.1,71.0,1026.4,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-05 14:51:00<br />,2015-01-05 07:51:00
2015-01-05 08:51:00,8:51 AM,8.9,1.1,58.0,1027.5,16.1,NNE,5.6,-,,,Partly Cloudy,30,2015-01-05 15:51:00<br />,2015-01-05 08:51:00
2015-01-05 09:51:00,9:51 AM,11.1,1.7,53.0,1027.6,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-05 16:51:00<br />,2015-01-05 09:51:00
2015-01-05 10:51:00,10:51 AM,15.0,0.6,38.0,1026.9,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-05 17:51:00<br />,2015-01-05 10:51:00
2015-01-05 11:51:00,11:51 AM,16.7,0.0,32.0,1025.3,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-05 18:51:00<br />,2015-01-05 11:51:00
2015-01-05 12:51:00,12:51 PM,20.6,-3.3,20.0,1023.7,16.1,ENE,16.7,-,,,Partly Cloudy,60,2015-01-05 19:51:00<br />,2015-01-05 12:51:00
2015-01-05 13:51:00,1:51 PM,21.7,-3.9,18.0,1022.7,16.1,ENE,16.7,-,,,Scattered Clouds,60,2015-01-05 20:51:00<br />,2015-01-05 13:51:00
2015-01-05 14:51:00,2:51 PM,22.8,-4.4,16.0,1022.2,16.1,East,14.8,-,,,Mostly Cloudy,80,2015-01-05 21:51:00<br />,2015-01-05 14:51:00
2015-01-05 15:51:00,3:51 PM,23.3,-3.9,16.0,1021.7,16.1,NE,7.4,-,,,Mostly Cloudy,50,2015-01-05 22:51:00<br />,2015-01-05 15:51:00
2015-01-05 16:51:00,4:51 PM,23.3,-3.9,16.0,1021.5,16.1,North,5.6,-,,,Scattered Clouds,10,2015-01-05 23:51:00<br />,2015-01-05 16:51:00
2015-01-05 17:51:00,5:51 PM,19.4,-0.6,26.0,1022.0,16.1,WSW,9.3,-,,,Scattered Clouds,250,2015-01-06 00:51:00<br />,2015-01-05 17:51:00
2015-01-05 18:51:00,6:51 PM,16.7,0.6,34.0,1022.5,16.1,SW,9.3,-,,,Partly Cloudy,220,2015-01-06 01:51:00<br />,2015-01-05 18:51:00
2015-01-05 19:51:00,7:51 PM,16.1,0.0,34.0,1022.8,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-06 02:51:00<br />,2015-01-05 19:51:00
2015-01-05 20:51:00,8:51 PM,14.4,1.1,41.0,1023.1,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-06 03:51:00<br />,2015-01-05 20:51:00
2015-01-05 21:51:00,9:51 PM,12.8,2.2,49.0,1023.5,16.1,East,7.4,-,,,Clear,80,2015-01-06 04:51:00<br />,2015-01-05 21:51:00
2015-01-05 22:51:00,10:51 PM,12.2,1.7,49.0,1023.4,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-06 05:51:00<br />,2015-01-05 22:51:00
2015-01-05 23:51:00,11:51 PM,12.2,1.1,47.0,1023.6,16.1,Calm,Calm,-,,,Clear,0,2015-01-06 06:51:00<br />,2015-01-05 23:51:00
2015-01-06 00:51:00,12:51 AM,11.1,0.6,49.0,1023.6,16.1,SE,11.1,-,,,Clear,130,2015-01-06 07:51:00<br />,2015-01-06 00:51:00
2015-01-06 01:51:00,1:51 AM,10.0,0.6,52.0,1023.7,16.1,East,5.6,-,,,Clear,100,2015-01-06 08:51:00<br />,2015-01-06 01:51:00
2015-01-06 02:51:00,2:51 AM,10.0,1.1,54.0,1023.9,16.1,East,11.1,-,,,Clear,80,2015-01-06 09:51:00<br />,2015-01-06 02:51:00
2015-01-06 03:51:00,3:51 AM,10.6,0.0,48.0,1024.0,16.1,Calm,Calm,-,,,Clear,0,2015-01-06 10:51:00<br />,2015-01-06 03:51:00
2015-01-06 04:51:00,4:51 AM,8.3,1.1,61.0,1023.9,16.1,Calm,Calm,-,,,Clear,0,2015-01-06 11:51:00<br />,2015-01-06 04:51:00
2015-01-06 05:51:00,5:51 AM,7.8,1.1,63.0,1024.4,16.1,ENE,5.6,-,,,Clear,60,2015-01-06 12:51:00<br />,2015-01-06 05:51:00
2015-01-06 06:51:00,6:51 AM,7.8,0.6,61.0,1024.9,16.1,ESE,5.6,-,,,Partly Cloudy,120,2015-01-06 13:51:00<br />,2015-01-06 06:51:00
2015-01-06 07:51:00,7:51 AM,7.8,0.6,61.0,1025.0,16.1,East,7.4,-,,,Partly Cloudy,90,2015-01-06 14:51:00<br />,2015-01-06 07:51:00
2015-01-06 08:51:00,8:51 AM,11.1,0.6,49.0,1025.4,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-06 15:51:00<br />,2015-01-06 08:51:00
2015-01-06 09:51:00,9:51 AM,15.0,-0.6,35.0,1025.7,16.1,East,9.3,-,,,Partly Cloudy,80,2015-01-06 16:51:00<br />,2015-01-06 09:51:00
2015-01-06 10:51:00,10:51 AM,17.2,0.0,31.0,1024.8,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-01-06 17:51:00<br />,2015-01-06 10:51:00
2015-01-06 11:51:00,11:51 AM,21.1,-1.7,22.0,1023.5,16.1,East,7.4,-,,,Partly Cloudy,90,2015-01-06 18:51:00<br />,2015-01-06 11:51:00
2015-01-06 12:51:00,12:51 PM,22.8,-2.8,18.0,1022.1,16.1,ENE,14.8,-,,,Partly Cloudy,70,2015-01-06 19:51:00<br />,2015-01-06 12:51:00
2015-01-06 13:51:00,1:51 PM,23.9,-3.9,16.0,1020.8,16.1,ENE,16.7,-,,,Partly Cloudy,70,2015-01-06 20:51:00<br />,2015-01-06 13:51:00
2015-01-06 14:51:00,2:51 PM,24.4,-3.3,16.0,1020.3,16.1,ENE,9.3,-,,,Partly Cloudy,60,2015-01-06 21:51:00<br />,2015-01-06 14:51:00
2015-01-06 15:51:00,3:51 PM,26.1,-2.8,15.0,1019.9,16.1,ESE,9.3,-,,,Partly Cloudy,120,2015-01-06 22:51:00<br />,2015-01-06 15:51:00
2015-01-06 16:51:00,4:51 PM,25.0,-2.8,16.0,1019.8,16.1,NNW,9.3,-,,,Partly Cloudy,330,2015-01-06 23:51:00<br />,2015-01-06 16:51:00
2015-01-06 17:51:00,5:51 PM,22.8,-1.1,20.0,1020.1,16.1,NW,9.3,-,,,Partly Cloudy,310,2015-01-07 00:51:00<br />,2015-01-06 17:51:00
2015-01-06 18:51:00,6:51 PM,18.9,0.6,29.0,1020.7,16.1,SW,9.3,-,,,Clear,230,2015-01-07 01:51:00<br />,2015-01-06 18:51:00
2015-01-06 19:51:00,7:51 PM,18.3,0.0,29.0,1020.9,16.1,Calm,Calm,-,,,Clear,0,2015-01-07 02:51:00<br />,2015-01-06 19:51:00
2015-01-06 20:51:00,8:51 PM,15.6,1.1,38.0,1021.1,16.1,Calm,Calm,-,,,Clear,0,2015-01-07 03:51:00<br />,2015-01-06 20:51:00
2015-01-06 21:51:00,9:51 PM,13.9,1.7,44.0,1021.2,16.1,WSW,5.6,-,,,Clear,240,2015-01-07 04:51:00<br />,2015-01-06 21:51:00
2015-01-06 22:51:00,10:51 PM,13.9,1.7,44.0,1021.1,16.1,Calm,Calm,-,,,Clear,0,2015-01-07 05:51:00<br />,2015-01-06 22:51:00
2015-01-06 23:51:00,11:51 PM,13.3,2.8,49.0,1020.9,16.1,Calm,Calm,-,,,Clear,0,2015-01-07 06:51:00<br />,2015-01-06 23:51:00
2015-01-07 00:51:00,12:51 AM,12.8,2.2,49.0,1020.8,16.1,Calm,Calm,-,,,Clear,0,2015-01-07 07:51:00<br />,2015-01-07 00:51:00
2015-01-07 01:51:00,1:51 AM,11.1,2.2,54.0,1020.7,16.1,South,7.4,-,,,Clear,170,2015-01-07 08:51:00<br />,2015-01-07 01:51:00
2015-01-07 02:51:00,2:51 AM,12.2,2.2,51.0,1020.9,16.1,NE,5.6,-,,,Clear,50,2015-01-07 09:51:00<br />,2015-01-07 02:51:00
2015-01-07 03:51:00,3:51 AM,11.7,2.2,52.0,1020.7,16.1,Calm,Calm,-,,,Clear,0,2015-01-07 10:51:00<br />,2015-01-07 03:51:00
