timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-01 13:53:00,Clear,2012-01-01 18:53:00<br />,2.8,,31.5,59.0,,1011.2,10.6,,1:53 PM,16.1,South,14.8,190,2012-01-01 13:53:00
2012-01-01 14:53:00,Clear,2012-01-01 19:53:00<br />,2.8,,33.3,59.0,,1009.7,10.6,,2:53 PM,16.1,South,22.2,170,2012-01-01 14:53:00
2012-01-01 17:53:00,Light Rain,2012-01-01 22:53:00<br />,5.0,Rain,-,80.0,0.03,1008.4,8.3,,5:53 PM,12.9,SW,5.6,230,2012-01-01 17:53:00
2012-01-01 18:53:00,Light Rain,2012-01-01 23:53:00<br />,5.6,Rain,-,90.0,0.02,1008.1,7.2,,6:53 PM,8.0,Calm,Calm,0,2012-01-01 18:53:00
2012-01-01 19:53:00,Partly Cloudy,2012-01-02 00:53:00<br />,5.6,,-,90.0,0.01,1006.5,7.2,,7:53 PM,16.1,SSW,7.4,200,2012-01-01 19:53:00
2012-01-01 20:53:00,Light Rain,2012-01-02 01:53:00<br />,6.1,Rain,-,93.0,0.04,1006.1,7.2,,8:53 PM,6.4,Calm,Calm,0,2012-01-01 20:53:00
2012-01-01 21:27:00,Light Rain,2012-01-02 02:27:00<br />,6.0,Rain,-,93.0,0.01,1005.6,7.0,,9:27 PM,8.0,SSW,5.6,210,2012-01-01 21:27:00
2012-01-01 22:29:00,Overcast,2012-01-02 03:29:00<br />,6.0,,-,93.0,,1005.0,7.0,,10:29 PM,9.7,Calm,Calm,0,2012-01-01 22:29:00
2012-01-01 22:39:00,Overcast,2012-01-02 03:39:00<br />,6.0,,-,93.0,,1005.0,7.0,,10:39 PM,9.7,SW,5.6,220,2012-01-01 22:39:00
2012-01-01 22:53:00,Overcast,2012-01-02 03:53:00<br />,6.1,,-,93.0,,1005.0,7.2,,10:53 PM,9.7,SSW,11.1,210,2012-01-01 22:53:00
2012-01-01 23:53:00,Clear,2012-01-02 04:53:00<br />,4.4,,-,85.0,,1004.6,6.7,,11:53 PM,11.3,SW,9.3,230,2012-01-01 23:53:00
2012-01-02 00:53:00,Partly Cloudy,2012-01-02 05:53:00<br />,-1.1,,37.0,58.0,0.01,1005.4,6.7,,12:53 AM,16.1,WSW,13.0,240,2012-01-02 00:53:00
2012-01-02 01:53:00,Clear,2012-01-02 06:53:00<br />,-3.3,,29.6,53.0,,1005.8,5.6,,1:53 AM,16.1,Variable,9.3,0,2012-01-02 01:53:00
2012-01-02 02:53:00,Clear,2012-01-02 07:53:00<br />,-2.8,,-,60.0,,1005.7,4.4,,2:53 AM,16.1,WSW,13.0,240,2012-01-02 02:53:00
2012-01-02 03:53:00,Partly Cloudy,2012-01-02 08:53:00<br />,-3.3,,-,60.0,,1005.6,3.9,,3:53 AM,16.1,Variable,9.3,0,2012-01-02 03:53:00
2012-01-02 04:53:00,Partly Cloudy,2012-01-02 09:53:00<br />,-7.8,,35.2,46.0,,1005.6,2.8,,4:53 AM,16.1,WSW,16.7,250,2012-01-02 04:53:00
2012-01-02 05:53:00,Clear,2012-01-02 10:53:00<br />,-10.0,,29.6,42.0,,1005.7,1.7,,5:53 AM,16.1,WSW,16.7,250,2012-01-02 05:53:00
2012-01-02 06:53:00,Clear,2012-01-02 11:53:00<br />,-8.9,,33.3,48.0,,1006.6,1.1,,6:53 AM,16.1,WSW,13.0,240,2012-01-02 06:53:00
2012-01-02 07:53:00,Clear,2012-01-02 12:53:00<br />,-8.3,,27.8,52.0,,1006.9,0.6,,7:53 AM,16.1,WSW,11.1,240,2012-01-02 07:53:00
2012-01-02 08:53:00,Clear,2012-01-02 13:53:00<br />,-7.8,,-,50.0,,1007.0,1.7,,8:53 AM,16.1,SW,13.0,230,2012-01-02 08:53:00
2012-01-02 10:53:00,Partly Cloudy,2012-01-02 15:53:00<br />,-7.8,,38.9,45.0,,1006.8,3.3,,10:53 AM,16.1,West,25.9,260,2012-01-02 10:53:00
2012-01-02 11:53:00,Scattered Clouds,2012-01-02 16:53:00<br />,-7.8,,33.3,41.0,,1006.4,4.4,,11:53 AM,16.1,WSW,16.7,250,2012-01-02 11:53:00
2012-01-02 12:53:00,Overcast,2012-01-02 17:53:00<br />,-8.9,,33.3,41.0,,1006.0,3.3,,12:53 PM,16.1,WSW,16.7,250,2012-01-02 12:53:00
2012-01-02 14:53:00,Scattered Clouds,2012-01-02 19:53:00<br />,-8.9,,31.5,41.0,,1006.1,3.3,,2:53 PM,16.1,WSW,16.7,240,2012-01-02 14:53:00
2012-01-02 15:53:00,Mostly Cloudy,2012-01-02 20:53:00<br />,-8.3,,33.3,44.0,,1006.8,2.8,,3:53 PM,16.1,WSW,16.7,240,2012-01-02 15:53:00
2012-01-02 16:53:00,Partly Cloudy,2012-01-02 21:53:00<br />,-7.8,,-,50.0,,1007.4,1.7,,4:53 PM,16.1,SW,14.8,230,2012-01-02 16:53:00
2012-01-02 17:53:00,Mostly Cloudy,2012-01-02 22:53:00<br />,-6.7,,-,56.0,,1008.3,1.1,,5:53 PM,16.1,WSW,5.6,240,2012-01-02 17:53:00
2012-01-02 19:53:00,Mostly Cloudy,2012-01-03 00:53:00<br />,-6.7,,-,59.0,,1009.3,0.6,,7:53 PM,16.1,Variable,7.4,0,2012-01-02 19:53:00
2012-01-02 20:53:00,Mostly Cloudy,2012-01-03 01:53:00<br />,-5.6,,-,69.0,,1009.5,-0.6,,8:53 PM,16.1,Variable,7.4,0,2012-01-02 20:53:00
2012-01-02 21:53:00,Light Snow,2012-01-03 02:53:00<br />,-5.0,Snow,-,75.0,0.0,1009.3,-1.1,,9:53 PM,8.0,Calm,Calm,0,2012-01-02 21:53:00
2012-01-02 22:53:00,Mostly Cloudy,2012-01-03 03:53:00<br />,-5.0,,-,78.0,0.0,1009.3,-1.7,,10:53 PM,16.1,Calm,Calm,0,2012-01-02 22:53:00
2012-01-02 23:53:00,Partly Cloudy,2012-01-03 04:53:00<br />,-5.6,,-,81.0,,1009.3,-2.8,,11:53 PM,16.1,Calm,Calm,0,2012-01-02 23:53:00
2012-01-03 00:53:00,Partly Cloudy,2012-01-03 05:53:00<br />,-5.6,,-,84.0,,1009.2,-3.3,,12:53 AM,16.1,Calm,Calm,0,2012-01-03 00:53:00
2012-01-03 01:25:00,Light Snow,2012-01-03 06:25:00<br />,-6.0,Snow,-,80.0,0.0,1009.0,-3.0,,1:25 AM,4.0,NW,5.6,320,2012-01-03 01:25:00
2012-01-03 01:32:00,Light Snow,2012-01-03 06:32:00<br />,-6.0,Snow,-,80.0,0.0,1009.0,-3.0,,1:32 AM,12.9,Calm,Calm,0,2012-01-03 01:32:00
2012-01-03 01:53:00,Light Snow,2012-01-03 06:53:00<br />,-7.2,Snow,-,69.0,0.0,1009.6,-2.2,,1:53 AM,12.9,Variable,5.6,0,2012-01-03 01:53:00
2012-01-03 02:53:00,Mostly Cloudy,2012-01-03 07:53:00<br />,-8.3,,-,63.0,0.0,1009.5,-2.2,,2:53 AM,16.1,Variable,7.4,0,2012-01-03 02:53:00
2012-01-03 03:53:00,Partly Cloudy,2012-01-03 08:53:00<br />,-10.0,,-,58.0,,1009.6,-2.8,,3:53 AM,16.1,Variable,9.3,0,2012-01-03 03:53:00
2012-01-03 04:53:00,Partly Cloudy,2012-01-03 09:53:00<br />,-10.6,,-,58.0,,1009.9,-3.3,,4:53 AM,16.1,Variable,7.4,0,2012-01-03 04:53:00
2012-01-03 05:53:00,Scattered Clouds,2012-01-03 10:53:00<br />,-11.7,,-,55.0,,1010.7,-3.9,,5:53 AM,16.1,WNW,13.0,300,2012-01-03 05:53:00
2012-01-03 06:53:00,Overcast,2012-01-03 11:53:00<br />,-10.6,,-,65.0,,1011.9,-5.0,,6:53 AM,16.1,North,9.3,350,2012-01-03 06:53:00
2012-01-03 07:53:00,Partly Cloudy,2012-01-03 12:53:00<br />,-13.3,,31.5,55.0,,1013.1,-5.6,,7:53 AM,16.1,WNW,22.2,300,2012-01-03 07:53:00
2012-01-03 09:53:00,Mostly Cloudy,2012-01-03 14:53:00<br />,-14.4,,35.2,51.0,,1013.9,-5.6,,9:53 AM,16.1,NW,11.1,310,2012-01-03 09:53:00
2012-01-03 10:53:00,Clear,2012-01-03 15:53:00<br />,-15.6,,42.6,46.0,,1014.2,-5.6,,10:53 AM,16.1,NW,22.2,320,2012-01-03 10:53:00
2012-01-03 11:53:00,Overcast,2012-01-03 16:53:00<br />,-15.0,,35.2,48.0,,1013.5,-5.6,,11:53 AM,16.1,NNW,13.0,330,2012-01-03 11:53:00
2012-01-03 12:53:00,Overcast,2012-01-03 17:53:00<br />,-15.6,,40.7,44.0,,1013.6,-5.0,,12:53 PM,16.1,NW,14.8,320,2012-01-03 12:53:00
2012-01-03 13:53:00,Mostly Cloudy,2012-01-03 18:53:00<br />,-15.6,,27.8,46.0,,1014.0,-5.6,,1:53 PM,16.1,NW,14.8,310,2012-01-03 13:53:00
2012-01-03 14:53:00,Mostly Cloudy,2012-01-03 19:53:00<br />,-16.7,,27.8,44.0,,1014.9,-6.1,,2:53 PM,16.1,NW,18.5,310,2012-01-03 14:53:00
2012-01-03 15:53:00,Clear,2012-01-03 20:53:00<br />,-18.3,,35.2,38.0,,1016.0,-6.1,,3:53 PM,16.1,NNW,14.8,340,2012-01-03 15:53:00
2012-01-03 16:53:00,Clear,2012-01-03 21:53:00<br />,-18.3,,29.6,40.0,,1017.5,-6.7,,4:53 PM,16.1,North,14.8,350,2012-01-03 16:53:00
2012-01-03 17:53:00,Clear,2012-01-03 22:53:00<br />,-18.3,,29.6,44.0,,1018.9,-7.8,,5:53 PM,16.1,North,13.0,360,2012-01-03 17:53:00
2012-01-03 18:53:00,Clear,2012-01-03 23:53:00<br />,-19.4,,31.5,43.0,,1020.5,-8.9,,6:53 PM,16.1,Variable,11.1,0,2012-01-03 18:53:00
2012-01-03 19:53:00,Clear,2012-01-04 00:53:00<br />,-18.9,,-,47.0,,1020.7,-9.4,,7:53 PM,16.1,NW,13.0,320,2012-01-03 19:53:00
2012-01-03 20:53:00,Clear,2012-01-04 01:53:00<br />,-18.3,,-,52.0,,1021.3,-10.0,,8:53 PM,16.1,Variable,5.6,0,2012-01-03 20:53:00
2012-01-03 21:53:00,Clear,2012-01-04 02:53:00<br />,-19.4,,-,49.0,,1021.6,-10.6,,9:53 PM,16.1,Calm,Calm,0,2012-01-03 21:53:00
2012-01-03 22:53:00,Clear,2012-01-04 03:53:00<br />,-19.4,,-,51.0,,1021.8,-11.1,,10:53 PM,16.1,Variable,5.6,0,2012-01-03 22:53:00
2012-01-03 23:53:00,Partly Cloudy,2012-01-04 04:53:00<br />,-18.9,,-,56.0,,1021.8,-11.7,,11:53 PM,16.1,NNW,11.1,340,2012-01-03 23:53:00
2012-01-04 00:53:00,Clear,2012-01-04 05:53:00<br />,-18.9,,-,58.0,,1021.4,-12.2,,12:53 AM,16.1,WNW,7.4,290,2012-01-04 00:53:00
2012-01-04 01:53:00,Clear,2012-01-04 06:53:00<br />,-18.3,,-,61.0,,1021.9,-12.2,,1:53 AM,16.1,WNW,5.6,300,2012-01-04 01:53:00
2012-01-04 02:53:00,Clear,2012-01-04 07:53:00<br />,-18.3,,-,61.0,,1022.1,-12.2,,2:53 AM,16.1,Calm,Calm,0,2012-01-04 02:53:00
2012-01-04 03:53:00,Clear,2012-01-04 08:53:00<br />,-18.3,,-,61.0,,1022.1,-12.2,,3:53 AM,16.1,Variable,5.6,0,2012-01-04 03:53:00
2012-01-04 04:53:00,Clear,2012-01-04 09:53:00<br />,-18.3,,-,64.0,,1022.0,-12.8,,4:53 AM,16.1,SW,5.6,220,2012-01-04 04:53:00
2012-01-04 06:53:00,Clear,2012-01-04 11:53:00<br />,-17.8,,-,64.0,,1022.7,-12.2,,6:53 AM,16.1,Calm,Calm,0,2012-01-04 06:53:00
2012-01-04 07:53:00,Clear,2012-01-04 12:53:00<br />,-17.8,,-,64.0,,1023.3,-12.2,,7:53 AM,16.1,Variable,5.6,0,2012-01-04 07:53:00
2012-01-04 08:53:00,Clear,2012-01-04 13:53:00<br />,-17.2,,-,61.0,,1023.2,-11.1,,8:53 AM,16.1,WSW,9.3,250,2012-01-04 08:53:00
2012-01-04 10:53:00,Mostly Cloudy,2012-01-04 15:53:00<br />,-17.8,,-,47.0,,1021.6,-8.3,,10:53 AM,16.1,Calm,Calm,0,2012-01-04 10:53:00
2012-01-04 11:53:00,Mostly Cloudy,2012-01-04 16:53:00<br />,-16.7,,-,46.0,,1020.2,-6.7,,11:53 AM,16.1,SW,9.3,230,2012-01-04 11:53:00
2012-01-04 12:53:00,Partly Cloudy,2012-01-04 17:53:00<br />,-17.8,,-,40.0,,1018.8,-6.1,,12:53 PM,16.1,SW,11.1,220,2012-01-04 12:53:00
2012-01-04 13:53:00,Scattered Clouds,2012-01-04 18:53:00<br />,-16.7,,-,44.0,,1017.5,-6.1,,1:53 PM,16.1,South,9.3,190,2012-01-04 13:53:00
2012-01-04 14:53:00,Partly Cloudy,2012-01-04 19:53:00<br />,-15.6,,-,44.0,,1017.0,-5.0,,2:53 PM,16.1,SW,7.4,220,2012-01-04 14:53:00
2012-01-04 15:53:00,Clear,2012-01-04 20:53:00<br />,-13.9,,-,48.0,,1016.2,-4.4,,3:53 PM,16.1,South,5.6,180,2012-01-04 15:53:00
2012-01-04 16:53:00,Partly Cloudy,2012-01-04 21:53:00<br />,-13.3,,-,51.0,,1016.2,-4.4,,4:53 PM,16.1,SSW,13.0,210,2012-01-04 16:53:00
2012-01-04 17:53:00,Clear,2012-01-04 22:53:00<br />,-13.3,,-,53.0,,1016.0,-5.0,,5:53 PM,16.1,SSW,13.0,210,2012-01-04 17:53:00
2012-01-04 18:53:00,Clear,2012-01-04 23:53:00<br />,-12.8,,-,55.0,,1016.6,-5.0,,6:53 PM,16.1,SW,7.4,220,2012-01-04 18:53:00
2012-01-04 19:53:00,Clear,2012-01-05 00:53:00<br />,-12.8,,-,58.0,,1015.9,-5.6,,7:53 PM,16.1,Calm,Calm,0,2012-01-04 19:53:00
2012-01-04 20:53:00,Clear,2012-01-05 01:53:00<br />,-12.2,,-,60.0,,1015.6,-5.6,,8:53 PM,16.1,SW,5.6,230,2012-01-04 20:53:00
2012-01-04 22:53:00,Clear,2012-01-05 03:53:00<br />,-12.2,,-,71.0,,1015.3,-7.8,,10:53 PM,16.1,Calm,Calm,0,2012-01-04 22:53:00
2012-01-04 23:53:00,Clear,2012-01-05 04:53:00<br />,-11.7,,-,77.0,,1014.3,-8.3,,11:53 PM,16.1,Calm,Calm,0,2012-01-04 23:53:00
2012-01-05 00:53:00,Overcast,2012-01-05 05:53:00<br />,-10.6,,-,74.0,,1013.5,-6.7,,12:53 AM,16.1,Calm,Calm,0,2012-01-05 00:53:00
2012-01-05 01:53:00,Overcast,2012-01-05 06:53:00<br />,-10.6,,-,71.0,,1013.0,-6.1,,1:53 AM,16.1,SSW,5.6,210,2012-01-05 01:53:00
2012-01-05 02:53:00,Overcast,2012-01-05 07:53:00<br />,-10.6,,-,68.0,,1012.5,-5.6,,2:53 AM,16.1,SW,5.6,230,2012-01-05 02:53:00
2012-01-05 03:53:00,Overcast,2012-01-05 08:53:00<br />,-10.6,,-,65.0,,1012.1,-5.0,,3:53 AM,16.1,SSW,5.6,210,2012-01-05 03:53:00
2012-01-05 04:53:00,Overcast,2012-01-05 09:53:00<br />,-10.6,,-,65.0,,1011.7,-5.0,,4:53 AM,16.1,SW,5.6,220,2012-01-05 04:53:00
2012-01-05 05:53:00,Overcast,2012-01-05 10:53:00<br />,-10.0,,-,65.0,,1012.0,-4.4,,5:53 AM,16.1,SW,5.6,230,2012-01-05 05:53:00
2012-01-05 06:53:00,Overcast,2012-01-05 11:53:00<br />,-10.0,,-,65.0,,1012.9,-4.4,,6:53 AM,16.1,Calm,Calm,0,2012-01-05 06:53:00
2012-01-05 07:53:00,Overcast,2012-01-05 12:53:00<br />,-9.4,,-,66.0,,1013.1,-3.9,,7:53 AM,16.1,SSW,5.6,210,2012-01-05 07:53:00
2012-01-05 08:53:00,Overcast,2012-01-05 13:53:00<br />,-8.9,,-,66.0,,1013.5,-3.3,,8:53 AM,16.1,SW,5.6,220,2012-01-05 08:53:00
2012-01-05 09:53:00,Clear,2012-01-05 14:53:00<br />,-8.3,,-,59.0,,1013.0,-1.1,,9:53 AM,16.1,SSW,5.6,200,2012-01-05 09:53:00
2012-01-05 10:53:00,Clear,2012-01-05 15:53:00<br />,-7.2,,-,54.0,,1011.7,1.1,,10:53 AM,16.1,SSW,9.3,210,2012-01-05 10:53:00
2012-01-05 11:53:00,Scattered Clouds,2012-01-05 16:53:00<br />,-6.7,,-,48.0,,1010.5,3.3,,11:53 AM,16.1,Variable,9.3,0,2012-01-05 11:53:00
2012-01-05 12:53:00,Scattered Clouds,2012-01-05 17:53:00<br />,-7.8,,38.9,45.0,,1010.6,3.3,,12:53 PM,16.1,West,14.8,280,2012-01-05 12:53:00
2012-01-05 13:53:00,Overcast,2012-01-05 18:53:00<br />,-7.8,,29.6,45.0,,1011.0,3.3,,1:53 PM,16.1,West,16.7,280,2012-01-05 13:53:00
2012-01-05 14:53:00,Overcast,2012-01-05 19:53:00<br />,-7.2,,35.2,48.0,,1011.7,2.8,,2:53 PM,16.1,NW,20.4,310,2012-01-05 14:53:00
2012-01-05 15:53:00,Overcast,2012-01-05 20:53:00<br />,-6.7,,-,52.0,,1012.0,2.2,,3:53 PM,16.1,West,11.1,280,2012-01-05 15:53:00
2012-01-05 16:53:00,Overcast,2012-01-05 21:53:00<br />,-6.7,,-,52.0,,1012.7,2.2,,4:53 PM,16.1,Variable,5.6,0,2012-01-05 16:53:00
2012-01-05 17:53:00,Overcast,2012-01-05 22:53:00<br />,-6.1,,-,55.0,,1013.5,2.2,,5:53 PM,16.1,West,9.3,260,2012-01-05 17:53:00
2012-01-05 19:53:00,Overcast,2012-01-06 00:53:00<br />,-5.6,,-,61.0,,1014.0,1.1,,7:53 PM,16.1,Calm,Calm,0,2012-01-05 19:53:00
2012-01-05 20:53:00,Scattered Clouds,2012-01-06 01:53:00<br />,-6.1,,-,64.0,,1014.1,0.0,,8:53 PM,16.1,SW,5.6,220,2012-01-05 20:53:00
2012-01-05 21:53:00,Overcast,2012-01-06 02:53:00<br />,-6.1,,-,67.0,,1014.5,-0.6,,9:53 PM,16.1,SW,7.4,220,2012-01-05 21:53:00
2012-01-05 22:53:00,Clear,2012-01-06 03:53:00<br />,-6.1,,-,75.0,,1013.9,-2.2,,10:53 PM,16.1,SSW,5.6,210,2012-01-05 22:53:00
2012-01-05 23:53:00,Mostly Cloudy,2012-01-06 04:53:00<br />,-6.1,,-,78.0,,1013.7,-2.8,,11:53 PM,16.1,Calm,Calm,0,2012-01-05 23:53:00
2012-01-06 00:53:00,Overcast,2012-01-06 05:53:00<br />,-6.1,,-,81.0,,1013.0,-3.3,,12:53 AM,16.1,Calm,Calm,0,2012-01-06 00:53:00
2012-01-06 01:53:00,Overcast,2012-01-06 06:53:00<br />,-5.6,,-,78.0,,1013.1,-2.2,,1:53 AM,16.1,Calm,Calm,0,2012-01-06 01:53:00
2012-01-06 03:53:00,Scattered Clouds,2012-01-06 08:53:00<br />,-5.6,,-,78.0,,1012.4,-2.2,,3:53 AM,16.1,Calm,Calm,0,2012-01-06 03:53:00
2012-01-06 04:53:00,Clear,2012-01-06 09:53:00<br />,-5.6,,-,78.0,,1011.7,-2.2,,4:53 AM,16.1,Calm,Calm,0,2012-01-06 04:53:00
2012-01-06 05:53:00,Clear,2012-01-06 10:53:00<br />,-6.7,,-,84.0,,1011.3,-4.4,,5:53 AM,12.9,Calm,Calm,0,2012-01-06 05:53:00
2012-01-06 06:53:00,Clear,2012-01-06 11:53:00<br />,-6.1,,-,81.0,,1011.3,-3.3,,6:53 AM,12.9,Calm,Calm,0,2012-01-06 06:53:00
2012-01-06 07:53:00,Clear,2012-01-06 12:53:00<br />,-6.1,,-,81.0,,1010.9,-3.3,,7:53 AM,11.3,Calm,Calm,0,2012-01-06 07:53:00
2012-01-06 08:53:00,Clear,2012-01-06 13:53:00<br />,-5.0,,-,75.0,,1011.0,-1.1,,8:53 AM,11.3,SSW,11.1,210,2012-01-06 08:53:00
2012-01-06 09:53:00,Clear,2012-01-06 14:53:00<br />,-4.4,,-,64.0,,1010.6,1.7,,9:53 AM,12.9,SSW,13.0,210,2012-01-06 09:53:00
2012-01-06 10:53:00,Clear,2012-01-06 15:53:00<br />,-3.9,,25.9,51.0,,1009.3,5.6,,10:53 AM,16.1,SSW,11.1,210,2012-01-06 10:53:00
2012-01-06 11:53:00,Clear,2012-01-06 16:53:00<br />,-3.9,,29.6,44.0,,1008.3,7.8,,11:53 AM,16.1,SW,18.5,220,2012-01-06 11:53:00
2012-01-06 12:53:00,Clear,2012-01-06 17:53:00<br />,-3.9,,-,44.0,,1007.4,7.8,,12:53 PM,16.1,SSW,13.0,200,2012-01-06 12:53:00
2012-01-06 14:53:00,Clear,2012-01-06 19:53:00<br />,-2.8,,-,43.0,,1006.6,9.4,,2:53 PM,16.1,SSW,16.7,210,2012-01-06 14:53:00
2012-01-06 15:53:00,Clear,2012-01-06 20:53:00<br />,-2.8,,-,44.0,,1006.6,8.9,,3:53 PM,16.1,Variable,9.3,0,2012-01-06 15:53:00
2012-01-06 16:53:00,Clear,2012-01-06 21:53:00<br />,-2.8,,-,47.0,,1007.2,7.8,,4:53 PM,16.1,Calm,Calm,0,2012-01-06 16:53:00
2012-01-06 17:53:00,Clear,2012-01-06 22:53:00<br />,-2.8,,-,60.0,,1008.0,4.4,,5:53 PM,16.1,Calm,Calm,0,2012-01-06 17:53:00
2012-01-06 18:53:00,Clear,2012-01-06 23:53:00<br />,-2.2,,-,65.0,,1008.5,3.9,,6:53 PM,16.1,Calm,Calm,0,2012-01-06 18:53:00
2012-01-06 19:53:00,Clear,2012-01-07 00:53:00<br />,-2.8,,-,72.0,,1008.8,1.7,,7:53 PM,16.1,Calm,Calm,0,2012-01-06 19:53:00
2012-01-06 20:53:00,Clear,2012-01-07 01:53:00<br />,-3.3,,-,79.0,,1008.7,0.0,,8:53 PM,16.1,Calm,Calm,0,2012-01-06 20:53:00
2012-01-06 21:53:00,Clear,2012-01-07 02:53:00<br />,-2.8,,-,85.0,,1008.6,-0.6,,9:53 PM,16.1,Calm,Calm,0,2012-01-06 21:53:00
2012-01-06 22:53:00,Clear,2012-01-07 03:53:00<br />,-3.3,,-,85.0,,1008.4,-1.1,,10:53 PM,14.5,Calm,Calm,0,2012-01-06 22:53:00
2012-01-06 23:53:00,Clear,2012-01-07 04:53:00<br />,-3.9,,-,88.0,,1008.2,-2.2,,11:53 PM,12.9,Calm,Calm,0,2012-01-06 23:53:00
2012-01-07 00:53:00,Clear,2012-01-07 05:53:00<br />,-3.9,,-,85.0,,1007.9,-1.7,,12:53 AM,12.9,Calm,Calm,0,2012-01-07 00:53:00
2012-01-07 01:53:00,Clear,2012-01-07 06:53:00<br />,-3.9,,-,88.0,,1008.0,-2.2,,1:53 AM,11.3,Calm,Calm,0,2012-01-07 01:53:00
2012-01-07 02:53:00,Clear,2012-01-07 07:53:00<br />,-4.4,,-,92.0,,1008.0,-3.3,,2:53 AM,9.7,Calm,Calm,0,2012-01-07 02:53:00
2012-01-07 03:53:00,Clear,2012-01-07 08:53:00<br />,-3.9,,-,88.0,,1007.5,-2.2,,3:53 AM,11.3,Calm,Calm,0,2012-01-07 03:53:00
2012-01-07 04:53:00,Clear,2012-01-07 09:53:00<br />,-4.4,,-,89.0,,1007.5,-2.8,,4:53 AM,11.3,Calm,Calm,0,2012-01-07 04:53:00
2012-01-07 05:53:00,Clear,2012-01-07 10:53:00<br />,-4.4,,-,89.0,,1007.8,-2.8,,5:53 AM,9.7,Calm,Calm,0,2012-01-07 05:53:00
2012-01-07 06:53:00,Clear,2012-01-07 11:53:00<br />,-5.0,,-,88.0,,1008.0,-3.3,,6:53 AM,9.7,Calm,Calm,0,2012-01-07 06:53:00
2012-01-07 07:53:00,Clear,2012-01-07 12:53:00<br />,-4.4,,-,96.0,,1008.3,-3.9,,7:53 AM,6.4,Calm,Calm,0,2012-01-07 07:53:00
2012-01-07 08:53:00,Clear,2012-01-07 13:53:00<br />,-1.7,,-,85.0,,1008.5,0.6,,8:53 AM,11.3,Calm,Calm,0,2012-01-07 08:53:00
2012-01-07 09:53:00,Clear,2012-01-07 14:53:00<br />,-0.6,,-,62.0,,1008.5,6.1,,9:53 AM,16.1,SSW,13.0,210,2012-01-07 09:53:00
2012-01-07 10:53:00,Clear,2012-01-07 15:53:00<br />,-0.6,,-,50.0,,1007.7,9.4,,10:53 AM,16.1,SSW,11.1,210,2012-01-07 10:53:00
