timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeCEST,TimeCET,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2013-01-01 04:50:00,Mist,2013-01-01 03:50:00<br />,-3.0,,-,93.0,,1011.0,-2.0,,4:50 AM,3.0,SSE,9.3,150.0,2013-01-01 04:50:00
2013-01-01 05:00:00,,2013-01-01 04:00:00<br />,-2.0,,,83.0,,1014.0,-1.0,,5:00 AM,,ESE,9.3,120.0,2013-01-01 05:00:00
2013-01-01 05:20:00,Mist,2013-01-01 04:20:00<br />,-2.0,,-,93.0,,1011.0,-1.0,,5:20 AM,3.5,East,7.4,90.0,2013-01-01 05:20:00
2013-01-01 05:50:00,Mist,2013-01-01 04:50:00<br />,-2.0,,-,93.0,,1011.0,-1.0,,5:50 AM,3.5,SE,16.7,140.0,2013-01-01 05:50:00
2013-01-01 06:00:00,,2013-01-01 05:00:00<br />,-2.0,,,83.0,,1014.0,-0.0,,6:00 AM,,South,7.4,170.0,2013-01-01 06:00:00
2013-01-01 06:20:00,Mist,2013-01-01 05:20:00<br />,-2.0,,-,87.0,,1011.0,0.0,,6:20 AM,4.0,SE,14.8,140.0,2013-01-01 06:20:00
2013-01-01 06:50:00,Mist,2013-01-01 05:50:00<br />,-2.0,,-,81.0,,1011.0,1.0,,6:50 AM,7.0,SE,14.8,140.0,2013-01-01 06:50:00
2013-01-01 07:00:00,Mist,2013-01-01 06:00:00<br />,-2.0,,,74.0,,1013.0,1.0,,7:00 AM,7.0,South,9.3,180.0,2013-01-01 07:00:00
2013-01-01 07:20:00,Unknown,2013-01-01 06:20:00<br />,-2.0,,-,87.0,,1011.0,0.0,,7:20 AM,7.0,SSE,14.8,150.0,2013-01-01 07:20:00
2013-01-01 07:50:00,Clear,2013-01-01 06:50:00<br />,-2.0,,-,81.0,,1011.0,1.0,,7:50 AM,-9999.0,SSE,11.1,150.0,2013-01-01 07:50:00
2013-01-01 08:00:00,,2013-01-01 07:00:00<br />,-2.0,,,72.0,,1013.0,1.0,,8:00 AM,,SSE,13.0,150.0,2013-01-01 08:00:00
2013-01-01 08:20:00,Clear,2013-01-01 07:20:00<br />,-1.0,,-,81.0,,1011.0,2.0,,8:20 AM,-9999.0,SSE,13.0,150.0,2013-01-01 08:20:00
2013-01-01 08:50:00,Clear,2013-01-01 07:50:00<br />,-2.0,,-,75.0,,1011.0,2.0,,8:50 AM,-9999.0,South,7.4,190.0,2013-01-01 08:50:00
2013-01-01 09:00:00,,2013-01-01 08:00:00<br />,-2.0,,,60.0,,1013.0,3.0,,9:00 AM,,WSW,9.3,250.0,2013-01-01 09:00:00
2013-01-01 09:20:00,Clear,2013-01-01 08:20:00<br />,-1.0,,-,65.0,,1011.0,5.0,,9:20 AM,-9999.0,SW,16.7,230.0,2013-01-01 09:20:00
2013-01-01 09:50:00,Clear,2013-01-01 08:50:00<br />,-1.0,,-,65.0,,1011.0,5.0,,9:50 AM,-9999.0,SSW,14.8,210.0,2013-01-01 09:50:00
2013-01-01 10:20:00,Mostly Cloudy,2013-01-01 09:20:00<br />,-1.0,,-,65.0,,1011.0,5.0,,10:20 AM,10.0,SW,5.6,230.0,2013-01-01 10:20:00
2013-01-01 10:50:00,Mostly Cloudy,2013-01-01 09:50:00<br />,-1.0,,-,61.0,,1011.0,6.0,,10:50 AM,10.0,SW,16.7,220.0,2013-01-01 10:50:00
2013-01-01 11:00:00,,2013-01-01 10:00:00<br />,-1.0,,,48.0,,1013.0,6.0,,11:00 AM,,SW,16.7,230.0,2013-01-01 11:00:00
2013-01-01 11:20:00,Mostly Cloudy,2013-01-01 10:20:00<br />,0.0,,-,66.0,,1011.0,6.0,,11:20 AM,10.0,SW,14.8,220.0,2013-01-01 11:20:00
2013-01-01 11:50:00,Mostly Cloudy,2013-01-01 10:50:00<br />,0.0,,38.9,66.0,,1011.0,6.0,,11:50 AM,10.0,SSW,18.5,210.0,2013-01-01 11:50:00
2013-01-01 12:00:00,,2013-01-01 11:00:00<br />,0.0,,,55.0,,1013.0,6.0,,12:00 PM,,SW,24.1,220.0,2013-01-01 12:00:00
2013-01-01 12:20:00,Mostly Cloudy,2013-01-01 11:20:00<br />,0.0,,-,61.0,,1011.0,7.0,,12:20 PM,10.0,SSW,18.5,200.0,2013-01-01 12:20:00
2013-01-01 12:50:00,Mostly Cloudy,2013-01-01 11:50:00<br />,1.0,,-,70.0,,1011.0,6.0,,12:50 PM,10.0,SSW,13.0,200.0,2013-01-01 12:50:00
2013-01-01 13:00:00,Overcast,2013-01-01 12:00:00<br />,1.0,,,55.0,,1012.0,7.0,,1:00 PM,50.0,SW,24.1,220.0,2013-01-01 13:00:00
2013-01-01 13:20:00,Light Rain,2013-01-01 12:20:00<br />,1.0,Rain,-,66.0,,1011.0,7.0,,1:20 PM,10.0,SSW,14.8,200.0,2013-01-01 13:20:00
2013-01-01 13:50:00,Light Rain,2013-01-01 12:50:00<br />,2.0,Rain,-,71.0,,1011.0,7.0,,1:50 PM,10.0,South,14.8,190.0,2013-01-01 13:50:00
2013-01-01 14:00:00,,2013-01-01 13:00:00<br />,2.0,,,61.0,,1013.0,7.0,,2:00 PM,,SSW,13.0,200.0,2013-01-01 14:00:00
2013-01-01 14:20:00,Light Rain,2013-01-01 13:20:00<br />,2.0,Rain,-,76.0,,1012.0,6.0,,2:20 PM,10.0,Variable,9.3,0.0,2013-01-01 14:20:00
2013-01-01 14:50:00,Light Rain,2013-01-01 13:50:00<br />,3.0,Rain,-,81.0,,1012.0,6.0,,2:50 PM,10.0,South,11.1,190.0,2013-01-01 14:50:00
2013-01-01 15:00:00,,2013-01-01 14:00:00<br />,3.0,,,71.0,,1013.0,6.0,,3:00 PM,,SW,22.2,230.0,2013-01-01 15:00:00
2013-01-01 15:20:00,Light Rain,2013-01-01 14:20:00<br />,3.0,Rain,-,81.0,,1012.0,6.0,,3:20 PM,10.0,SSW,22.2,210.0,2013-01-01 15:20:00
2013-01-01 15:50:00,Light Rain,2013-01-01 14:50:00<br />,4.0,Rain,-,87.0,,1012.0,6.0,,3:50 PM,8.0,SSW,14.8,200.0,2013-01-01 15:50:00
2013-01-01 16:20:00,Light Rain,2013-01-01 15:20:00<br />,3.0,Rain,-,87.0,,1013.0,5.0,,4:20 PM,6.0,SSW,11.1,200.0,2013-01-01 16:20:00
2013-01-01 16:50:00,Light Rain,2013-01-01 15:50:00<br />,3.0,Rain,-,87.0,,1013.0,5.0,,4:50 PM,8.0,South,9.3,170.0,2013-01-01 16:50:00
2013-01-01 17:00:00,,2013-01-01 16:00:00<br />,4.0,,,82.0,,1014.0,6.0,,5:00 PM,,South,13.0,190.0,2013-01-01 17:00:00
2013-01-01 17:20:00,Light Rain,2013-01-01 16:20:00<br />,3.0,Rain,-,87.0,,1013.0,5.0,,5:20 PM,10.0,South,11.1,180.0,2013-01-01 17:20:00
2013-01-01 17:50:00,Light Rain,2013-01-01 16:50:00<br />,3.0,Rain,-,87.0,,1013.0,5.0,,5:50 PM,10.0,South,11.1,190.0,2013-01-01 17:50:00
2013-01-01 18:00:00,,2013-01-01 17:00:00<br />,4.0,,,82.0,,1014.0,5.0,,6:00 PM,,SSW,14.8,210.0,2013-01-01 18:00:00
2013-01-01 18:20:00,Light Rain,2013-01-01 17:20:00<br />,3.0,Rain,-,87.0,,1013.0,5.0,,6:20 PM,10.0,South,11.1,190.0,2013-01-01 18:20:00
2013-01-01 18:50:00,Light Rain,2013-01-01 17:50:00<br />,3.0,Rain,-,87.0,,1013.0,5.0,,6:50 PM,10.0,SSW,11.1,200.0,2013-01-01 18:50:00
2013-01-01 19:00:00,Light Rain,2013-01-01 18:00:00<br />,3.0,Rain,,79.0,,1015.0,5.0,,7:00 PM,15.0,SSW,11.1,210.0,2013-01-01 19:00:00
2013-01-01 19:20:00,Light Rain,2013-01-01 18:20:00<br />,3.0,Rain,-,87.0,,1013.0,5.0,,7:20 PM,10.0,South,11.1,190.0,2013-01-01 19:20:00
2013-01-01 19:50:00,Light Rain,2013-01-01 18:50:00<br />,3.0,Rain,-,87.0,,1013.0,5.0,,7:50 PM,10.0,SSE,14.8,160.0,2013-01-01 19:50:00
2013-01-01 20:00:00,,2013-01-01 19:00:00<br />,3.0,,,81.0,,1015.0,5.0,,8:00 PM,,South,13.0,190.0,2013-01-01 20:00:00
2013-01-01 20:20:00,Light Rain,2013-01-01 19:20:00<br />,3.0,Rain,-,87.0,,1014.0,5.0,,8:20 PM,10.0,South,13.0,170.0,2013-01-01 20:20:00
2013-01-01 20:50:00,Light Rain,2013-01-01 19:50:00<br />,3.0,Rain,-,87.0,,1014.0,5.0,,8:50 PM,10.0,South,14.8,170.0,2013-01-01 20:50:00
2013-01-01 21:00:00,,2013-01-01 20:00:00<br />,3.0,,,81.0,,1015.0,5.0,,9:00 PM,,South,13.0,170.0,2013-01-01 21:00:00
2013-01-01 21:20:00,Light Rain,2013-01-01 20:20:00<br />,3.0,Rain,-,87.0,,1014.0,5.0,,9:20 PM,10.0,SSE,11.1,150.0,2013-01-01 21:20:00
2013-01-01 21:50:00,Light Rain Showers,2013-01-01 20:50:00<br />,3.0,Rain,-,87.0,,1014.0,5.0,,9:50 PM,10.0,SE,11.1,130.0,2013-01-01 21:50:00
2013-01-01 22:20:00,Light Rain Showers,2013-01-01 21:20:00<br />,3.0,Rain,-,87.0,,1015.0,5.0,,10:20 PM,10.0,SSW,7.4,210.0,2013-01-01 22:20:00
2013-01-01 22:50:00,Mostly Cloudy,2013-01-01 21:50:00<br />,3.0,,-,87.0,,1015.0,5.0,,10:50 PM,10.0,South,9.3,190.0,2013-01-01 22:50:00
2013-01-01 23:00:00,,2013-01-01 22:00:00<br />,4.0,,,82.0,,1017.0,5.0,,11:00 PM,,SW,11.1,230.0,2013-01-01 23:00:00
2013-01-01 23:20:00,Mostly Cloudy,2013-01-01 22:20:00<br />,4.0,,-,93.0,,1015.0,5.0,,11:20 PM,10.0,SW,13.0,220.0,2013-01-01 23:20:00
2013-01-01 23:50:00,Mostly Cloudy,2013-01-01 22:50:00<br />,3.0,,-,87.0,,1015.0,5.0,,11:50 PM,10.0,WSW,13.0,250.0,2013-01-01 23:50:00
2013-01-02 00:00:00,,2013-01-01 23:00:00<br />,3.0,,,85.0,,1017.0,5.0,,12:00 AM,,West,9.3,270.0,2013-01-02 00:00:00
2013-01-02 00:20:00,Mostly Cloudy,2013-01-01 23:20:00<br />,3.0,,-,87.0,,1016.0,5.0,,12:20 AM,10.0,Variable,3.7,0.0,2013-01-02 00:20:00
2013-01-02 00:50:00,Light Rain Showers,2013-01-01 23:50:00<br />,3.0,Rain,-,87.0,,1016.0,5.0,,12:50 AM,10.0,Variable,1.9,0.0,2013-01-02 00:50:00
2013-01-02 01:00:00,Light Rain Showers,2013-01-02 00:00:00<br />,3.0,Rain,,82.0,,1018.0,5.0,,1:00 AM,20.0,WNW,3.7,290.0,2013-01-02 01:00:00
2013-01-02 01:50:00,Light Rain Showers,2013-01-02 00:50:00<br />,2.0,Rain,-,87.0,,1017.0,4.0,,1:50 AM,10.0,NNW,5.6,330.0,2013-01-02 01:50:00
2013-01-02 02:00:00,,2013-01-02 01:00:00<br />,2.0,,,81.0,,1019.0,4.0,,2:00 AM,,WNW,3.7,290.0,2013-01-02 02:00:00
2013-01-02 02:20:00,Light Rain Showers,2013-01-02 01:20:00<br />,2.0,Rain,-,87.0,,1018.0,4.0,,2:20 AM,10.0,Variable,1.9,0.0,2013-01-02 02:20:00
2013-01-02 02:50:00,Light Rain Showers,2013-01-02 01:50:00<br />,2.0,Rain,-,87.0,,1018.0,4.0,,2:50 AM,10.0,South,5.6,170.0,2013-01-02 02:50:00
2013-01-02 03:00:00,,2013-01-02 02:00:00<br />,2.0,,,81.0,,1020.0,4.0,,3:00 AM,,WSW,9.3,250.0,2013-01-02 03:00:00
2013-01-02 03:20:00,Mostly Cloudy,2013-01-02 02:20:00<br />,2.0,,-,87.0,,1019.0,4.0,,3:20 AM,10.0,Variable,3.7,0.0,2013-01-02 03:20:00
2013-01-02 03:50:00,Mostly Cloudy,2013-01-02 02:50:00<br />,2.0,,-,87.0,,1019.0,4.0,,3:50 AM,10.0,Variable,3.7,0.0,2013-01-02 03:50:00
2013-01-02 04:20:00,Mostly Cloudy,2013-01-02 03:20:00<br />,2.0,,-,87.0,,1020.0,4.0,,4:20 AM,10.0,Calm,Calm,0.0,2013-01-02 04:20:00
2013-01-02 04:50:00,Mostly Cloudy,2013-01-02 03:50:00<br />,2.0,,-,87.0,,1020.0,4.0,,4:50 AM,10.0,West,7.4,260.0,2013-01-02 04:50:00
2013-01-02 05:00:00,,2013-01-02 04:00:00<br />,2.0,,,84.0,,1022.0,4.0,,5:00 AM,,West,7.4,260.0,2013-01-02 05:00:00
2013-01-02 05:20:00,Mostly Cloudy,2013-01-02 04:20:00<br />,2.0,,-,87.0,,1020.0,4.0,,5:20 AM,10.0,West,7.4,260.0,2013-01-02 05:20:00
2013-01-02 05:50:00,Scattered Clouds,2013-01-02 04:50:00<br />,1.0,,-,93.0,,1021.0,2.0,,5:50 AM,10.0,West,7.4,270.0,2013-01-02 05:50:00
2013-01-02 06:00:00,,2013-01-02 05:00:00<br />,1.0,,,81.0,,1022.0,3.0,,6:00 AM,,South,3.7,190.0,2013-01-02 06:00:00
2013-01-02 06:20:00,Scattered Clouds,2013-01-02 05:20:00<br />,0.0,,-,87.0,,1021.0,2.0,,6:20 AM,10.0,Variable,1.9,0.0,2013-01-02 06:20:00
2013-01-02 06:50:00,Partly Cloudy,2013-01-02 05:50:00<br />,0.0,,-,93.0,,1021.0,1.0,,6:50 AM,10.0,Variable,3.7,0.0,2013-01-02 06:50:00
2013-01-02 07:00:00,Partly Cloudy,2013-01-02 06:00:00<br />,0.0,,,89.0,,1024.0,2.0,,7:00 AM,20.0,ESE,3.7,120.0,2013-01-02 07:00:00
2013-01-02 07:20:00,Scattered Clouds,2013-01-02 06:20:00<br />,0.0,,-,93.0,,1022.0,1.0,,7:20 AM,10.0,SE,5.6,130.0,2013-01-02 07:20:00
2013-01-02 07:50:00,Scattered Clouds,2013-01-02 06:50:00<br />,0.0,,-,93.0,,1022.0,1.0,,7:50 AM,10.0,Variable,3.7,0.0,2013-01-02 07:50:00
2013-01-02 08:00:00,,2013-01-02 07:00:00<br />,0.0,,,86.0,,1024.0,2.0,,8:00 AM,,SSE,1.9,160.0,2013-01-02 08:00:00
2013-01-02 08:20:00,Patches of Fog,2013-01-02 07:20:00<br />,0.0,Fog,-,93.0,,1023.0,1.0,,8:20 AM,10.0,East,5.6,90.0,2013-01-02 08:20:00
2013-01-02 08:50:00,Patches of Fog,2013-01-02 07:50:00<br />,-1.0,Fog,-,93.0,,1023.0,0.0,,8:50 AM,10.0,ESE,3.7,110.0,2013-01-02 08:50:00
2013-01-02 09:00:00,,2013-01-02 08:00:00<br />,-0.0,,,90.0,,1026.0,0.0,,9:00 AM,,SE,3.7,130.0,2013-01-02 09:00:00
2013-01-02 09:20:00,Scattered Clouds,2013-01-02 08:20:00<br />,-1.0,,-,93.0,,1024.0,0.0,,9:20 AM,8.0,ESE,5.6,120.0,2013-01-02 09:20:00
2013-01-02 09:50:00,Scattered Clouds,2013-01-02 08:50:00<br />,0.0,,-,93.0,,1024.0,1.0,,9:50 AM,10.0,SE,1.9,140.0,2013-01-02 09:50:00
2013-01-02 10:20:00,Mostly Cloudy,2013-01-02 09:20:00<br />,1.0,,-,93.0,,1025.0,2.0,,10:20 AM,10.0,Variable,1.9,0.0,2013-01-02 10:20:00
2013-01-02 10:50:00,Mostly Cloudy,2013-01-02 09:50:00<br />,1.0,,-,93.0,,1025.0,2.0,,10:50 AM,10.0,Variable,3.7,0.0,2013-01-02 10:50:00
2013-01-02 11:00:00,,2013-01-02 10:00:00<br />,1.0,,,90.0,,1028.0,2.0,,11:00 AM,,SSW,5.6,200.0,2013-01-02 11:00:00
2013-01-02 11:20:00,Shallow Fog,2013-01-02 10:20:00<br />,2.0,Fog,-,87.0,,1026.0,4.0,,11:20 AM,10.0,Variable,5.6,0.0,2013-01-02 11:20:00
2013-01-02 11:50:00,Scattered Clouds,2013-01-02 10:50:00<br />,1.0,,-,81.0,,1026.0,4.0,,11:50 AM,10.0,South,5.6,170.0,2013-01-02 11:50:00
2013-01-02 12:00:00,,2013-01-02 11:00:00<br />,1.0,,,77.0,,1028.0,3.0,,12:00 PM,,SW,5.6,230.0,2013-01-02 12:00:00
2013-01-02 12:20:00,Scattered Clouds,2013-01-02 11:20:00<br />,1.0,,-,76.0,,1026.0,5.0,,12:20 PM,10.0,Variable,5.6,0.0,2013-01-02 12:20:00
2013-01-02 12:50:00,Scattered Clouds,2013-01-02 11:50:00<br />,0.0,,-,75.0,,1026.0,4.0,,12:50 PM,10.0,SSW,7.4,210.0,2013-01-02 12:50:00
2013-01-02 13:00:00,Partly Cloudy,2013-01-02 12:00:00<br />,1.0,,,69.0,,1028.0,4.0,,1:00 PM,20.0,West,7.4,260.0,2013-01-02 13:00:00
2013-01-02 13:20:00,Partly Cloudy,2013-01-02 12:20:00<br />,0.0,,-,70.0,,1026.0,5.0,,1:20 PM,10.0,West,13.0,270.0,2013-01-02 13:20:00
2013-01-02 13:50:00,Partly Cloudy,2013-01-02 12:50:00<br />,0.0,,-,70.0,,1026.0,5.0,,1:50 PM,10.0,WNW,13.0,290.0,2013-01-02 13:50:00
2013-01-02 14:00:00,,2013-01-02 13:00:00<br />,0.0,,,60.0,,1028.0,5.0,,2:00 PM,,WNW,9.3,290.0,2013-01-02 14:00:00
2013-01-02 14:20:00,Partly Cloudy,2013-01-02 13:20:00<br />,0.0,,-,70.0,,1026.0,5.0,,2:20 PM,10.0,West,7.4,280.0,2013-01-02 14:20:00
2013-01-02 14:50:00,Scattered Clouds,2013-01-02 13:50:00<br />,0.0,,-,66.0,,1027.0,6.0,,2:50 PM,10.0,WSW,5.6,250.0,2013-01-02 14:50:00
2013-01-02 15:00:00,,2013-01-02 14:00:00<br />,-1.0,,,56.0,,1028.0,5.0,,3:00 PM,,SW,3.7,220.0,2013-01-02 15:00:00
2013-01-02 15:20:00,Scattered Clouds,2013-01-02 14:20:00<br />,0.0,,-,66.0,,1027.0,6.0,,3:20 PM,10.0,SE,5.6,140.0,2013-01-02 15:20:00
2013-01-02 15:50:00,Scattered Clouds,2013-01-02 14:50:00<br />,0.0,,-,70.0,,1027.0,5.0,,3:50 PM,10.0,SE,3.7,130.0,2013-01-02 15:50:00
2013-01-02 16:20:00,Partly Cloudy,2013-01-02 15:20:00<br />,-1.0,,-,65.0,,1027.0,5.0,,4:20 PM,10.0,East,5.6,90.0,2013-01-02 16:20:00
2013-01-02 16:50:00,Partly Cloudy,2013-01-02 15:50:00<br />,-1.0,,-,75.0,,1028.0,3.0,,4:50 PM,10.0,South,5.6,180.0,2013-01-02 16:50:00
2013-01-02 17:00:00,,2013-01-02 16:00:00<br />,-1.0,,,73.0,,1030.0,2.0,,5:00 PM,,SW,5.6,220.0,2013-01-02 17:00:00
2013-01-02 17:20:00,Partly Cloudy,2013-01-02 16:20:00<br />,-1.0,,-,75.0,,1028.0,3.0,,5:20 PM,10.0,WNW,5.6,300.0,2013-01-02 17:20:00
2013-01-02 17:50:00,Partly Cloudy,2013-01-02 16:50:00<br />,-2.0,,-,75.0,,1029.0,2.0,,5:50 PM,10.0,Variable,3.7,0.0,2013-01-02 17:50:00
2013-01-02 18:00:00,,2013-01-02 17:00:00<br />,-1.0,,,79.0,,1031.0,1.0,,6:00 PM,,SSE,3.7,160.0,2013-01-02 18:00:00
2013-01-02 18:20:00,Partly Cloudy,2013-01-02 17:20:00<br />,-2.0,,-,87.0,,1029.0,0.0,,6:20 PM,10.0,Variable,3.7,0.0,2013-01-02 18:20:00
2013-01-02 18:50:00,Partly Cloudy,2013-01-02 17:50:00<br />,-2.0,,-,87.0,,1029.0,0.0,,6:50 PM,10.0,SSW,3.7,210.0,2013-01-02 18:50:00
2013-01-02 19:00:00,Scattered Clouds,2013-01-02 18:00:00<br />,-1.0,,,83.0,,1032.0,1.0,,7:00 PM,30.0,WNW,1.9,290.0,2013-01-02 19:00:00
2013-01-02 19:20:00,Partly Cloudy,2013-01-02 18:20:00<br />,-1.0,,-,87.0,,1030.0,1.0,,7:20 PM,10.0,Variable,1.9,0.0,2013-01-02 19:20:00
2013-01-02 19:50:00,Clear,2013-01-02 18:50:00<br />,-2.0,,-,93.0,,1030.0,-1.0,,7:50 PM,-9999.0,Variable,3.7,0.0,2013-01-02 19:50:00
2013-01-02 20:00:00,,2013-01-02 19:00:00<br />,-2.0,,,90.0,,1033.0,-0.0,,8:00 PM,,ENE,1.9,70.0,2013-01-02 20:00:00
2013-01-02 20:20:00,Clear,2013-01-02 19:20:00<br />,-2.0,,-,93.0,,1031.0,-1.0,,8:20 PM,-9999.0,Calm,Calm,0.0,2013-01-02 20:20:00
2013-01-02 20:50:00,Clear,2013-01-02 19:50:00<br />,-2.0,,-,93.0,,1031.0,-1.0,,8:50 PM,-9999.0,Variable,1.9,0.0,2013-01-02 20:50:00
2013-01-02 21:00:00,,2013-01-02 20:00:00<br />,-2.0,,,91.0,,1034.0,-1.0,,9:00 PM,,SSE,3.7,150.0,2013-01-02 21:00:00
2013-01-02 21:20:00,Fog,2013-01-02 20:20:00<br />,-3.0,Fog,-,93.0,,1031.0,-2.0,,9:20 PM,8.0,SSE,3.7,150.0,2013-01-02 21:20:00
2013-01-02 21:50:00,Fog,2013-01-02 20:50:00<br />,-2.0,Fog,-,100.0,,1031.0,-2.0,,9:50 PM,7.0,Variable,3.7,0.0,2013-01-02 21:50:00
2013-01-02 22:20:00,Fog,2013-01-02 21:20:00<br />,-4.0,Fog,-,93.0,,1032.0,-3.0,,10:20 PM,6.0,Variable,1.9,0.0,2013-01-02 22:20:00
2013-01-02 22:50:00,Fog,2013-01-02 21:50:00<br />,-3.0,Fog,-,93.0,,1032.0,-2.0,,10:50 PM,5.0,Variable,1.9,0.0,2013-01-02 22:50:00
2013-01-02 23:00:00,,2013-01-02 22:00:00<br />,-3.0,,,95.0,,1035.0,-3.0,,11:00 PM,,ESE,1.9,120.0,2013-01-02 23:00:00
2013-01-02 23:20:00,Fog,2013-01-02 22:20:00<br />,-4.0,Fog,-,93.0,,1032.0,-3.0,,11:20 PM,4.5,Variable,3.7,0.0,2013-01-02 23:20:00
2013-01-02 23:50:00,Patches of Fog,2013-01-02 22:50:00<br />,-3.0,Fog,-,93.0,,1032.0,-2.0,,11:50 PM,1.5,Variable,1.9,0.0,2013-01-02 23:50:00
2013-01-03 00:00:00,,2013-01-02 23:00:00<br />,-2.0,,,99.0,,1035.0,-2.0,,12:00 AM,,SSE,3.7,150.0,2013-01-03 00:00:00
2013-01-03 00:20:00,Unknown,2013-01-02 23:20:00<br />,-3.0,,-,100.0,,1032.0,-3.0,,12:20 AM,0.6,Variable,1.9,0.0,2013-01-03 00:20:00
2013-01-03 00:50:00,Unknown,2013-01-02 23:50:00<br />,-4.0,,-,93.0,,1032.0,-3.0,,12:50 AM,0.4,NNE,1.9,30.0,2013-01-03 00:50:00
2013-01-03 01:00:00,Partial Fog,2013-01-03 00:00:00<br />,-3.0,Fog,,95.0,,1036.0,-3.0,,1:00 AM,0.02,North,1.9,10.0,2013-01-03 01:00:00
2013-01-03 01:50:00,Light Freezing Fog,2013-01-03 00:50:00<br />,-4.0,Fog,-,93.0,,1033.0,-3.0,,1:50 AM,0.3,Calm,Calm,0.0,2013-01-03 01:50:00
2013-01-03 02:00:00,,2013-01-03 01:00:00<br />,-3.0,,,96.0,,1036.0,-3.0,,2:00 AM,,ESE,5.6,120.0,2013-01-03 02:00:00
2013-01-03 02:20:00,Light Freezing Fog,2013-01-03 01:20:00<br />,-3.0,Fog,-,100.0,,1033.0,-3.0,,2:20 AM,0.3,ESE,3.7,110.0,2013-01-03 02:20:00
2013-01-03 02:50:00,Light Freezing Fog,2013-01-03 01:50:00<br />,-3.0,Fog,-,100.0,,1033.0,-3.0,,2:50 AM,0.4,Variable,3.7,0.0,2013-01-03 02:50:00
2013-01-03 03:00:00,,2013-01-03 02:00:00<br />,-3.0,,,100.0,,1037.0,-3.0,,3:00 AM,,South,3.7,170.0,2013-01-03 03:00:00
2013-01-03 03:20:00,Light Freezing Fog,2013-01-03 02:20:00<br />,-3.0,Fog,-,100.0,,1034.0,-3.0,,3:20 AM,0.4,Calm,Calm,0.0,2013-01-03 03:20:00
2013-01-03 03:50:00,Light Freezing Fog,2013-01-03 02:50:00<br />,-3.0,Fog,-,100.0,,1034.0,-3.0,,3:50 AM,0.3,SE,5.6,130.0,2013-01-03 03:50:00
2013-01-03 04:20:00,Light Freezing Fog,2013-01-03 03:20:00<br />,-2.0,Fog,-,100.0,,1034.0,-2.0,,4:20 AM,0.3,SSE,7.4,150.0,2013-01-03 04:20:00
2013-01-03 04:50:00,Unknown,2013-01-03 03:50:00<br />,-3.0,,-,93.0,,1035.0,-2.0,,4:50 AM,0.5,SE,7.4,130.0,2013-01-03 04:50:00
2013-01-03 05:00:00,,2013-01-03 04:00:00<br />,-2.0,,,92.0,,1038.0,-2.0,,5:00 AM,,SSE,5.6,150.0,2013-01-03 05:00:00
