timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimePDT,TimePST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-01 19:53:00,Clear,2012-01-02 03:53:00<br />,-2.2,,-,46.0,,1019.4,8.9,,7:53 PM,16.1,NE,5.6,50,2012-01-01 19:53:00
2012-01-01 20:53:00,Clear,2012-01-02 04:53:00<br />,-2.2,,-,48.0,,1018.5,8.3,,8:53 PM,16.1,NNE,7.4,20,2012-01-01 20:53:00
2012-01-01 21:53:00,Clear,2012-01-02 05:53:00<br />,-2.8,,-,47.0,,1018.1,7.8,,9:53 PM,16.1,NE,7.4,40,2012-01-01 21:53:00
2012-01-01 22:53:00,Clear,2012-01-02 06:53:00<br />,-0.6,,-,70.0,,1018.0,4.4,,10:53 PM,16.1,WNW,9.3,300,2012-01-01 22:53:00
2012-01-01 23:53:00,Clear,2012-01-02 07:53:00<br />,3.3,,-,89.0,,1017.9,5.0,,11:53 PM,16.1,Calm,Calm,0,2012-01-01 23:53:00
2012-01-02 00:53:00,Clear,2012-01-02 08:53:00<br />,3.3,,-,96.0,,1017.6,3.9,,12:53 AM,16.1,Calm,Calm,0,2012-01-02 00:53:00
2012-01-02 01:53:00,Clear,2012-01-02 09:53:00<br />,2.8,,-,89.0,,1017.2,4.4,,1:53 AM,16.1,Calm,Calm,0,2012-01-02 01:53:00
2012-01-02 02:53:00,Clear,2012-01-02 10:53:00<br />,2.2,,-,93.0,,1017.1,3.3,,2:53 AM,16.1,Calm,Calm,0,2012-01-02 02:53:00
2012-01-02 03:53:00,Clear,2012-01-02 11:53:00<br />,1.7,,-,97.0,,1016.8,2.2,,3:53 AM,16.1,Calm,Calm,0,2012-01-02 03:53:00
2012-01-02 04:53:00,Clear,2012-01-02 12:53:00<br />,1.1,,-,93.0,0.01,1015.6,2.2,,4:53 AM,16.1,Calm,Calm,0,2012-01-02 04:53:00
2012-01-02 05:53:00,Clear,2012-01-02 13:53:00<br />,2.2,,-,96.0,,1015.0,2.8,,5:53 AM,16.1,Calm,Calm,0,2012-01-02 05:53:00
2012-01-02 06:53:00,Clear,2012-01-02 14:53:00<br />,1.1,,-,93.0,,1014.7,2.2,,6:53 AM,16.1,Calm,Calm,0,2012-01-02 06:53:00
2012-01-02 07:53:00,Clear,2012-01-02 15:53:00<br />,2.0,,-,93.0,,1014.1,3.0,,7:53 AM,16.1,Calm,Calm,0,2012-01-02 07:53:00
2012-01-02 08:53:00,Clear,2012-01-02 16:53:00<br />,3.3,,-,96.0,,1014.6,3.9,,8:53 AM,16.1,Calm,Calm,0,2012-01-02 08:53:00
2012-01-02 09:53:00,Scattered Clouds,2012-01-02 17:53:00<br />,2.2,,-,79.0,,1015.1,5.6,,9:53 AM,16.1,WSW,7.4,240,2012-01-02 09:53:00
2012-01-02 10:53:00,Clear,2012-01-02 18:53:00<br />,2.0,,-,81.0,,1014.8,5.0,,10:53 AM,16.1,South,7.4,170,2012-01-02 10:53:00
2012-01-02 11:53:00,Clear,2012-01-02 19:53:00<br />,2.0,,-,76.0,,1014.8,6.0,,11:53 AM,16.1,Calm,Calm,0,2012-01-02 11:53:00
2012-01-02 12:53:00,Overcast,2012-01-02 20:53:00<br />,1.1,,-,68.0,,1014.6,6.7,,12:53 PM,16.1,Calm,Calm,0,2012-01-02 12:53:00
2012-01-02 13:53:00,Overcast,2012-01-02 21:53:00<br />,2.2,,-,66.0,0.0,1013.2,8.3,,1:53 PM,16.1,Calm,Calm,0,2012-01-02 13:53:00
2012-01-02 14:53:00,Light Rain,2012-01-02 22:53:00<br />,5.0,Rain,27.8,71.0,0.01,1012.5,10.0,,2:53 PM,14.5,South,18.5,170,2012-01-02 14:53:00
2012-01-02 15:53:00,Light Rain,2012-01-02 23:53:00<br />,7.2,Rain,35.2,86.0,0.06,1012.9,9.4,,3:53 PM,12.9,South,25.9,180,2012-01-02 15:53:00
2012-01-02 16:48:00,Light Rain,2012-01-03 00:48:00<br />,7.0,Rain,57.4,87.0,0.04,1013.4,9.0,,4:48 PM,16.1,South,37.0,180,2012-01-02 16:48:00
2012-01-02 16:53:00,Light Rain,2012-01-03 00:53:00<br />,7.2,Rain,57.4,86.0,0.04,1013.7,9.4,,4:53 PM,16.1,South,35.2,180,2012-01-02 16:53:00
2012-01-02 17:53:00,Rain,2012-01-03 01:53:00<br />,7.8,Rain,48.2,93.0,0.05,1015.8,8.9,,5:53 PM,9.7,South,33.3,190,2012-01-02 17:53:00
2012-01-02 18:29:00,Rain,2012-01-03 02:29:00<br />,8.0,Rain,46.3,93.0,0.12,1016.5,9.0,,6:29 PM,8.0,South,33.3,190,2012-01-02 18:29:00
2012-01-02 18:53:00,Light Rain,2012-01-03 02:53:00<br />,7.2,Rain,53.7,89.0,0.15,1017.0,8.9,,6:53 PM,16.1,South,37.0,190,2012-01-02 18:53:00
2012-01-02 19:53:00,Overcast,2012-01-03 03:53:00<br />,6.7,,44.4,86.0,,1019.4,8.9,,7:53 PM,16.1,South,25.9,190,2012-01-02 19:53:00
2012-01-02 20:53:00,Overcast,2012-01-03 04:53:00<br />,6.7,,-,86.0,,1021.5,8.9,,8:53 PM,16.1,South,14.8,190,2012-01-02 20:53:00
2012-01-02 21:53:00,Overcast,2012-01-03 05:53:00<br />,6.1,,-,83.0,,1022.6,8.9,,9:53 PM,16.1,SSW,14.8,210,2012-01-02 21:53:00
2012-01-02 22:53:00,Overcast,2012-01-03 06:53:00<br />,5.6,,-,80.0,,1023.6,8.9,,10:53 PM,16.1,South,11.1,170,2012-01-02 22:53:00
2012-01-02 23:53:00,Overcast,2012-01-03 07:53:00<br />,6.1,,-,86.0,,1024.7,8.3,,11:53 PM,16.1,South,13.0,190,2012-01-02 23:53:00
2012-01-03 00:53:00,Scattered Clouds,2012-01-03 08:53:00<br />,5.6,,-,86.0,,1025.0,7.8,,12:53 AM,16.1,South,13.0,180,2012-01-03 00:53:00
2012-01-03 01:53:00,Clear,2012-01-03 09:53:00<br />,5.6,,-,86.0,,1025.4,7.8,,1:53 AM,16.1,South,13.0,190,2012-01-03 01:53:00
2012-01-03 02:53:00,Mostly Cloudy,2012-01-03 10:53:00<br />,6.1,,-,89.0,,1025.4,7.8,,2:53 AM,16.1,South,5.6,170,2012-01-03 02:53:00
2012-01-03 03:53:00,Overcast,2012-01-03 11:53:00<br />,6.1,,-,89.0,,1025.4,7.8,,3:53 AM,16.1,South,9.3,170,2012-01-03 03:53:00
2012-01-03 04:53:00,Clear,2012-01-03 12:53:00<br />,6.1,,-,89.0,,1025.0,7.8,,4:53 AM,16.1,ESE,5.6,120,2012-01-03 04:53:00
2012-01-03 05:53:00,Clear,2012-01-03 13:53:00<br />,5.6,,-,86.0,,1024.2,7.8,,5:53 AM,16.1,SE,5.6,130,2012-01-03 05:53:00
2012-01-03 06:53:00,Overcast,2012-01-03 14:53:00<br />,5.0,,-,86.0,,1024.7,7.2,,6:53 AM,16.1,Calm,Calm,0,2012-01-03 06:53:00
2012-01-03 07:53:00,Overcast,2012-01-03 15:53:00<br />,5.6,,-,93.0,,1025.1,6.7,,7:53 AM,16.1,Calm,Calm,0,2012-01-03 07:53:00
2012-01-03 08:53:00,Overcast,2012-01-03 16:53:00<br />,6.7,,-,97.0,,1025.5,7.2,,8:53 AM,16.1,Calm,Calm,0,2012-01-03 08:53:00
2012-01-03 09:53:00,Overcast,2012-01-03 17:53:00<br />,6.7,,-,90.0,,1026.0,8.3,,9:53 AM,16.1,SW,11.1,220,2012-01-03 09:53:00
2012-01-03 10:53:00,Overcast,2012-01-03 18:53:00<br />,7.2,,-,86.0,,1025.8,9.4,,10:53 AM,16.1,SSW,13.0,200,2012-01-03 10:53:00
2012-01-03 11:53:00,Overcast,2012-01-03 19:53:00<br />,7.2,,-,83.0,,1025.1,10.0,,11:53 AM,16.1,SSW,20.4,200,2012-01-03 11:53:00
2012-01-03 12:53:00,Overcast,2012-01-03 20:53:00<br />,7.2,,-,77.0,,1024.1,11.1,,12:53 PM,16.1,SSW,14.8,200,2012-01-03 12:53:00
2012-01-03 13:53:00,Light Rain,2012-01-03 21:53:00<br />,7.8,Rain,-,86.0,0.0,1023.6,10.0,,1:53 PM,16.1,West,5.6,280,2012-01-03 13:53:00
2012-01-03 14:53:00,Overcast,2012-01-03 22:53:00<br />,8.3,,-,89.0,0.0,1023.2,10.0,,2:53 PM,16.1,Calm,Calm,0,2012-01-03 14:53:00
2012-01-03 15:53:00,Overcast,2012-01-03 23:53:00<br />,8.3,,-,89.0,,1023.3,10.0,,3:53 PM,16.1,Calm,Calm,0,2012-01-03 15:53:00
2012-01-03 16:53:00,Light Rain,2012-01-04 00:53:00<br />,8.3,Rain,-,93.0,0.02,1023.5,9.4,,4:53 PM,16.1,Calm,Calm,0,2012-01-03 16:53:00
2012-01-03 17:53:00,Light Rain,2012-01-04 01:53:00<br />,8.3,Rain,-,93.0,0.03,1023.3,9.4,,5:53 PM,16.1,Calm,Calm,0,2012-01-03 17:53:00
2012-01-03 18:16:00,Overcast,2012-01-04 02:16:00<br />,8.0,,-,93.0,0.0,1023.6,9.0,,6:16 PM,2.8,Calm,Calm,0,2012-01-03 18:16:00
2012-01-03 18:34:00,Overcast,2012-01-04 02:34:00<br />,8.0,,-,93.0,0.0,1023.9,9.0,,6:34 PM,1.2,Calm,Calm,0,2012-01-03 18:34:00
2012-01-03 18:43:00,Overcast,2012-01-04 02:43:00<br />,8.0,,-,93.0,0.0,1023.9,9.0,,6:43 PM,4.8,Calm,Calm,0,2012-01-03 18:43:00
2012-01-03 18:53:00,Overcast,2012-01-04 02:53:00<br />,8.3,,-,96.0,0.0,1024.2,8.9,,6:53 PM,4.8,Calm,Calm,0,2012-01-03 18:53:00
2012-01-03 19:53:00,Overcast,2012-01-04 03:53:00<br />,8.3,,-,96.0,0.0,1023.6,8.9,,7:53 PM,16.1,Calm,Calm,0,2012-01-03 19:53:00
2012-01-03 20:53:00,Overcast,2012-01-04 04:53:00<br />,7.8,,-,90.0,,1022.7,9.4,,8:53 PM,16.1,SSE,7.4,160,2012-01-03 20:53:00
2012-01-03 21:53:00,Overcast,2012-01-04 05:53:00<br />,7.2,,-,86.0,,1022.2,9.4,,9:53 PM,16.1,SW,7.4,230,2012-01-03 21:53:00
2012-01-03 22:53:00,Mostly Cloudy,2012-01-04 06:53:00<br />,5.6,,-,83.0,,1022.3,8.3,,10:53 PM,16.1,Calm,Calm,0,2012-01-03 22:53:00
2012-01-03 23:53:00,Clear,2012-01-04 07:53:00<br />,6.0,,-,93.0,,1021.6,7.0,,11:53 PM,16.1,Calm,Calm,0,2012-01-03 23:53:00
2012-01-04 00:53:00,Mostly Cloudy,2012-01-04 08:53:00<br />,5.6,,-,86.0,,1022.1,7.8,,12:53 AM,16.1,SSW,7.4,200,2012-01-04 00:53:00
2012-01-04 01:53:00,Overcast,2012-01-04 09:53:00<br />,6.1,,-,86.0,,1021.5,8.3,,1:53 AM,16.1,South,5.6,180,2012-01-04 01:53:00
2012-01-04 02:53:00,Mostly Cloudy,2012-01-04 10:53:00<br />,5.0,,-,81.0,,1021.2,8.0,,2:53 AM,16.1,SSW,7.4,210,2012-01-04 02:53:00
2012-01-04 03:53:00,Overcast,2012-01-04 11:53:00<br />,5.0,,-,83.0,,1020.7,7.8,,3:53 AM,16.1,SSE,5.6,160,2012-01-04 03:53:00
2012-01-04 04:53:00,Scattered Clouds,2012-01-04 12:53:00<br />,4.4,,-,74.0,,1020.3,8.9,,4:53 AM,16.1,SW,7.4,220,2012-01-04 04:53:00
2012-01-04 05:53:00,Scattered Clouds,2012-01-04 13:53:00<br />,3.9,,25.9,69.0,,1019.6,9.4,,5:53 AM,16.1,SSW,16.7,200,2012-01-04 05:53:00
2012-01-04 06:53:00,Overcast,2012-01-04 14:53:00<br />,3.9,,-,66.0,,1018.6,10.0,,6:53 AM,16.1,WSW,11.1,240,2012-01-04 06:53:00
2012-01-04 07:53:00,Overcast,2012-01-04 15:53:00<br />,4.0,,-,62.0,,1019.2,11.0,,7:53 AM,16.1,West,13.0,260,2012-01-04 07:53:00
2012-01-04 08:11:00,Mostly Cloudy,2012-01-04 16:11:00<br />,4.0,,-,62.0,,1019.5,11.0,,8:11 AM,16.1,WSW,11.1,250,2012-01-04 08:11:00
2012-01-04 08:53:00,Overcast,2012-01-04 16:53:00<br />,3.3,,25.9,57.0,0.0,1020.0,11.7,,8:53 AM,16.1,SW,14.8,230,2012-01-04 08:53:00
2012-01-04 09:53:00,Light Rain,2012-01-04 17:53:00<br />,6.1,Rain,-,77.0,0.03,1020.6,10.0,,9:53 AM,16.1,WSW,13.0,250,2012-01-04 09:53:00
2012-01-04 10:53:00,Light Rain,2012-01-04 18:53:00<br />,6.1,Rain,31.5,83.0,0.04,1020.2,8.9,,10:53 AM,12.9,South,18.5,190,2012-01-04 10:53:00
2012-01-04 11:53:00,Light Rain,2012-01-04 19:53:00<br />,6.7,Rain,-,86.0,0.08,1019.6,8.9,,11:53 AM,14.5,South,13.0,180,2012-01-04 11:53:00
2012-01-04 12:53:00,Rain,2012-01-04 20:53:00<br />,7.8,Rain,-,93.0,0.09,1018.9,8.9,,12:53 PM,4.8,South,13.0,190,2012-01-04 12:53:00
2012-01-04 13:53:00,Light Rain,2012-01-04 21:53:00<br />,8.3,Rain,-,96.0,0.13,1018.4,8.9,,1:53 PM,12.9,South,9.3,170,2012-01-04 13:53:00
2012-01-04 14:53:00,Light Rain,2012-01-04 22:53:00<br />,8.3,Rain,-,93.0,0.03,1018.4,9.4,,2:53 PM,14.5,South,14.8,170,2012-01-04 14:53:00
2012-01-04 15:53:00,Light Rain,2012-01-04 23:53:00<br />,8.9,Rain,-,93.0,0.02,1017.9,10.0,,3:53 PM,16.1,South,18.5,170,2012-01-04 15:53:00
2012-01-04 16:53:00,Light Rain,2012-01-05 00:53:00<br />,8.9,Rain,35.2,93.0,0.01,1017.3,10.0,,4:53 PM,16.1,South,18.5,170,2012-01-04 16:53:00
2012-01-04 17:53:00,Light Rain,2012-01-05 01:53:00<br />,8.9,Rain,48.2,89.0,0.0,1017.7,10.6,,5:53 PM,16.1,South,31.5,180,2012-01-04 17:53:00
2012-01-04 18:53:00,Light Rain,2012-01-05 02:53:00<br />,8.9,Rain,40.7,89.0,0.0,1017.6,10.6,,6:53 PM,16.1,South,27.8,180,2012-01-04 18:53:00
2012-01-04 19:24:00,Light Rain,2012-01-05 03:24:00<br />,9.0,Rain,44.4,94.0,0.02,1018.2,10.0,,7:24 PM,11.3,South,33.3,180,2012-01-04 19:24:00
2012-01-04 19:53:00,Light Rain,2012-01-05 03:53:00<br />,8.9,Rain,40.7,93.0,0.03,1019.1,10.0,,7:53 PM,16.1,SSW,25.9,200,2012-01-04 19:53:00
2012-01-04 20:53:00,Mostly Cloudy,2012-01-05 04:53:00<br />,8.3,,31.5,89.0,0.0,1020.5,10.0,,8:53 PM,16.1,SSW,16.7,210,2012-01-04 20:53:00
2012-01-04 21:53:00,Mostly Cloudy,2012-01-05 05:53:00<br />,7.8,,-,90.0,0.0,1021.5,9.4,,9:53 PM,16.1,SSW,16.7,200,2012-01-04 21:53:00
2012-01-04 22:53:00,Overcast,2012-01-05 06:53:00<br />,6.7,,37.0,86.0,,1021.9,8.9,,10:53 PM,16.1,South,16.7,190,2012-01-04 22:53:00
2012-01-04 23:53:00,Overcast,2012-01-05 07:53:00<br />,6.1,,-,83.0,0.0,1022.1,8.9,,11:53 PM,16.1,South,24.1,190,2012-01-04 23:53:00
2012-01-05 00:19:00,Rain,2012-01-05 08:19:00<br />,7.0,Rain,-,93.0,0.05,1022.6,8.0,,12:19 AM,8.0,SW,16.7,220,2012-01-05 00:19:00
2012-01-05 00:27:00,Light Rain,2012-01-05 08:27:00<br />,7.0,Rain,35.2,93.0,0.07,1022.2,8.0,,12:27 AM,8.0,SSW,22.2,200,2012-01-05 00:27:00
2012-01-05 00:53:00,Mostly Cloudy,2012-01-05 08:53:00<br />,5.6,,27.8,86.0,0.07,1022.7,7.8,,12:53 AM,16.1,SSW,18.5,200,2012-01-05 00:53:00
2012-01-05 01:53:00,Overcast,2012-01-05 09:53:00<br />,5.6,,-,86.0,,1023.4,7.8,,1:53 AM,16.1,SSW,22.2,200,2012-01-05 01:53:00
2012-01-05 02:53:00,Overcast,2012-01-05 10:53:00<br />,6.1,,37.0,89.0,0.0,1024.1,7.8,,2:53 AM,16.1,South,27.8,190,2012-01-05 02:53:00
2012-01-05 03:53:00,Light Rain,2012-01-05 11:53:00<br />,5.0,Rain,29.6,86.0,0.02,1024.9,7.2,,3:53 AM,14.5,SW,16.7,220,2012-01-05 03:53:00
2012-01-05 04:28:00,Mostly Cloudy,2012-01-05 12:28:00<br />,5.0,,42.6,87.0,0.01,1024.3,7.0,,4:28 AM,16.1,South,27.8,190,2012-01-05 04:28:00
2012-01-05 04:53:00,Partly Cloudy,2012-01-05 12:53:00<br />,4.4,,38.9,85.0,0.01,1024.5,6.7,,4:53 AM,16.1,SSW,25.9,200,2012-01-05 04:53:00
2012-01-05 05:53:00,Light Rain,2012-01-05 13:53:00<br />,3.9,Rain,35.2,82.0,0.0,1025.4,6.7,,5:53 AM,14.5,SSW,20.4,210,2012-01-05 05:53:00
2012-01-05 06:17:00,Light Rain,2012-01-05 14:17:00<br />,2.0,Rain,44.4,76.0,0.02,1025.3,6.0,,6:17 AM,16.1,SW,22.2,220,2012-01-05 06:17:00
2012-01-05 06:53:00,Scattered Clouds,2012-01-05 14:53:00<br />,2.2,,33.3,79.0,0.02,1026.1,5.6,,6:53 AM,16.1,SSW,16.7,210,2012-01-05 06:53:00
2012-01-05 07:53:00,Mostly Cloudy,2012-01-05 15:53:00<br />,2.8,,33.3,80.0,,1026.6,6.1,,7:53 AM,16.1,SSW,22.2,210,2012-01-05 07:53:00
2012-01-05 08:53:00,Scattered Clouds,2012-01-05 16:53:00<br />,4.0,,37.0,87.0,,1027.3,6.0,,8:53 AM,16.1,South,27.8,190,2012-01-05 08:53:00
2012-01-05 09:53:00,Scattered Clouds,2012-01-05 17:53:00<br />,3.3,,-,79.0,,1028.6,6.7,,9:53 AM,16.1,South,24.1,190,2012-01-05 09:53:00
2012-01-05 10:53:00,Scattered Clouds,2012-01-05 18:53:00<br />,3.9,,-,80.0,,1029.0,7.2,,10:53 AM,16.1,South,18.5,180,2012-01-05 10:53:00
2012-01-05 11:53:00,Overcast,2012-01-05 19:53:00<br />,3.3,,-,76.0,,1028.6,7.2,,11:53 AM,16.1,South,22.2,180,2012-01-05 11:53:00
2012-01-05 12:24:00,Rain,2012-01-05 20:24:00<br />,3.0,Rain,33.3,76.0,0.04,1028.3,7.0,,12:24 PM,6.4,SSW,14.8,210,2012-01-05 12:24:00
2012-01-05 12:53:00,Mostly Cloudy,2012-01-05 20:53:00<br />,3.3,,-,85.0,0.04,1028.7,5.6,,12:53 PM,16.1,SSW,14.8,200,2012-01-05 12:53:00
2012-01-05 13:53:00,Mostly Cloudy,2012-01-05 21:53:00<br />,4.4,,-,82.0,0.0,1028.1,7.2,,1:53 PM,16.1,South,22.2,180,2012-01-05 13:53:00
2012-01-05 14:53:00,Scattered Clouds,2012-01-05 22:53:00<br />,4.4,,-,82.0,,1028.0,7.2,,2:53 PM,16.1,South,16.7,190,2012-01-05 14:53:00
2012-01-05 15:53:00,Clear,2012-01-05 23:53:00<br />,3.3,,-,79.0,,1028.2,6.7,,3:53 PM,16.1,SSW,16.7,210,2012-01-05 15:53:00
2012-01-05 16:53:00,Scattered Clouds,2012-01-06 00:53:00<br />,2.8,,-,80.0,,1028.4,6.1,,4:53 PM,16.1,SSW,16.7,200,2012-01-05 16:53:00
2012-01-05 17:53:00,Clear,2012-01-06 01:53:00<br />,1.7,,37.0,74.0,,1028.0,6.1,,5:53 PM,16.1,SSW,22.2,200,2012-01-05 17:53:00
2012-01-05 18:53:00,Clear,2012-01-06 02:53:00<br />,2.2,,-,79.0,,1028.0,5.6,,6:53 PM,16.1,Variable,9.3,0,2012-01-05 18:53:00
2012-01-05 19:53:00,Clear,2012-01-06 03:53:00<br />,1.7,,-,79.0,,1028.2,5.0,,7:53 PM,16.1,Variable,7.4,0,2012-01-05 19:53:00
2012-01-05 20:53:00,Clear,2012-01-06 04:53:00<br />,2.2,,-,86.0,,1028.1,4.4,,8:53 PM,16.1,South,18.5,190,2012-01-05 20:53:00
2012-01-05 21:53:00,Clear,2012-01-06 05:53:00<br />,1.7,,-,86.0,,1028.2,3.9,,9:53 PM,16.1,SSW,13.0,200,2012-01-05 21:53:00
2012-01-05 22:53:00,Clear,2012-01-06 06:53:00<br />,1.7,,-,89.0,,1028.3,3.3,,10:53 PM,16.1,South,11.1,180,2012-01-05 22:53:00
2012-01-05 23:53:00,Scattered Clouds,2012-01-06 07:53:00<br />,2.0,,-,93.0,,1028.0,3.0,,11:53 PM,16.1,South,13.0,180,2012-01-05 23:53:00
2012-01-06 00:02:00,Mostly Cloudy,2012-01-06 08:02:00<br />,2.0,,-,93.0,,1028.0,3.0,,12:02 AM,16.1,South,14.8,190,2012-01-06 00:02:00
2012-01-06 00:53:00,Scattered Clouds,2012-01-06 08:53:00<br />,1.7,,-,89.0,,1028.3,3.3,,12:53 AM,16.1,South,14.8,180,2012-01-06 00:53:00
2012-01-06 01:53:00,Clear,2012-01-06 09:53:00<br />,1.1,,-,86.0,,1027.8,3.3,,1:53 AM,16.1,South,14.8,170,2012-01-06 01:53:00
2012-01-06 02:22:00,Mostly Cloudy,2012-01-06 10:22:00<br />,1.0,,-,87.0,,1028.0,3.0,,2:22 AM,16.1,South,11.1,180,2012-01-06 02:22:00
2012-01-06 02:53:00,Overcast,2012-01-06 10:53:00<br />,1.7,,-,89.0,,1028.1,3.3,,2:53 AM,16.1,SSW,11.1,200,2012-01-06 02:53:00
2012-01-06 03:41:00,Overcast,2012-01-06 11:41:00<br />,2.0,,-,93.0,,1027.7,3.0,,3:41 AM,16.1,SW,9.3,220,2012-01-06 03:41:00
2012-01-06 03:53:00,Overcast,2012-01-06 11:53:00<br />,1.7,,-,89.0,,1027.9,3.3,,3:53 AM,16.1,SSW,7.4,210,2012-01-06 03:53:00
2012-01-06 04:03:00,Overcast,2012-01-06 12:03:00<br />,2.0,,-,93.0,,1027.7,3.0,,4:03 AM,16.1,SSW,9.3,210,2012-01-06 04:03:00
2012-01-06 04:53:00,Overcast,2012-01-06 12:53:00<br />,1.7,,-,93.0,,1027.7,2.8,,4:53 AM,16.1,SSW,7.4,200,2012-01-06 04:53:00
2012-01-06 05:53:00,Overcast,2012-01-06 13:53:00<br />,1.7,,-,93.0,,1027.3,2.8,,5:53 AM,16.1,South,5.6,190,2012-01-06 05:53:00
2012-01-06 06:11:00,Mostly Cloudy,2012-01-06 14:11:00<br />,2.0,,-,93.0,,1026.6,3.0,,6:11 AM,16.1,SSW,7.4,200,2012-01-06 06:11:00
2012-01-06 06:24:00,Scattered Clouds,2012-01-06 14:24:00<br />,2.0,,-,93.0,,1026.6,3.0,,6:24 AM,16.1,South,7.4,170,2012-01-06 06:24:00
2012-01-06 06:50:00,Mostly Cloudy,2012-01-06 14:50:00<br />,2.0,,-,93.0,,1026.3,3.0,,6:50 AM,16.1,SSW,7.4,200,2012-01-06 06:50:00
2012-01-06 06:53:00,Mostly Cloudy,2012-01-06 14:53:00<br />,1.1,,-,93.0,,1026.9,2.2,,6:53 AM,16.1,South,7.4,190,2012-01-06 06:53:00
2012-01-06 07:53:00,Mostly Cloudy,2012-01-06 15:53:00<br />,1.1,,-,93.0,,1026.6,2.2,,7:53 AM,16.1,SSW,7.4,200,2012-01-06 07:53:00
2012-01-06 08:53:00,Scattered Clouds,2012-01-06 16:53:00<br />,1.1,,-,96.0,,1026.7,1.7,,8:53 AM,16.1,SSW,7.4,200,2012-01-06 08:53:00
2012-01-06 09:53:00,Scattered Clouds,2012-01-06 17:53:00<br />,1.7,,-,89.0,,1026.8,3.3,,9:53 AM,16.1,South,7.4,190,2012-01-06 09:53:00
