timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeBST,TimeGMT,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2014-12-01 05:20:00,Mostly Cloudy,2014-12-01 05:20:00<br />,4.0,,-,81,,1013,7.0,,5:20 AM,9.0,NNE,22.2,30,2014-12-01 05:20:00
2014-12-01 05:50:00,Mostly Cloudy,2014-12-01 05:50:00<br />,4.0,,-,81,,1013,7.0,,5:50 AM,10.0,NNE,16.7,30,2014-12-01 05:50:00
2014-12-01 06:50:00,Mostly Cloudy,2014-12-01 06:50:00<br />,4.0,,-,81,,1013,7.0,,6:50 AM,10.0,NE,16.7,40,2014-12-01 06:50:00
2014-12-01 07:20:00,Mostly Cloudy,2014-12-01 07:20:00<br />,4.0,,-,81,,1013,7.0,,7:20 AM,9.0,NNE,14.8,30,2014-12-01 07:20:00
2014-12-01 07:50:00,Mostly Cloudy,2014-12-01 07:50:00<br />,4.0,,-,81,,1013,7.0,,7:50 AM,10.0,NNE,16.7,30,2014-12-01 07:50:00
2014-12-01 08:20:00,Overcast,2014-12-01 08:20:00<br />,4.0,,-,81,,1013,7.0,,8:20 AM,10.0,NNE,18.5,20,2014-12-01 08:20:00
2014-12-01 08:50:00,Overcast,2014-12-01 08:50:00<br />,4.0,,-,81,,1014,7.0,,8:50 AM,10.0,NNE,20.4,30,2014-12-01 08:50:00
2014-12-01 09:20:00,Overcast,2014-12-01 09:20:00<br />,4.0,,-,81,,1014,7.0,,9:20 AM,10.0,NE,20.4,40,2014-12-01 09:20:00
2014-12-01 09:50:00,Mostly Cloudy,2014-12-01 09:50:00<br />,4.0,,35.2,81,,1014,7.0,,9:50 AM,9.0,NNE,16.7,20,2014-12-01 09:50:00
2014-12-01 10:20:00,Overcast,2014-12-01 10:20:00<br />,4.0,,-,81,,1014,7.0,,10:20 AM,9.0,NE,20.4,40,2014-12-01 10:20:00
2014-12-01 10:50:00,Overcast,2014-12-01 10:50:00<br />,4.0,,-,81,,1014,7.0,,10:50 AM,9.0,NNE,16.7,30,2014-12-01 10:50:00
2014-12-01 11:20:00,Overcast,2014-12-01 11:20:00<br />,4.0,,-,81,,1014,7.0,,11:20 AM,9.0,NNE,18.5,30,2014-12-01 11:20:00
2014-12-01 11:50:00,Mostly Cloudy,2014-12-01 11:50:00<br />,4.0,,-,81,,1013,7.0,,11:50 AM,9.0,NE,16.7,40,2014-12-01 11:50:00
2014-12-01 12:20:00,Overcast,2014-12-01 12:20:00<br />,4.0,,-,81,,1013,7.0,,12:20 PM,9.0,NE,18.5,40,2014-12-01 12:20:00
2014-12-01 12:50:00,Overcast,2014-12-01 12:50:00<br />,4.0,,-,81,,1013,7.0,,12:50 PM,8.0,NNE,18.5,20,2014-12-01 12:50:00
2014-12-01 13:20:00,Overcast,2014-12-01 13:20:00<br />,4.0,,-,81,,1013,7.0,,1:20 PM,8.0,NNE,16.7,20,2014-12-01 13:20:00
2014-12-01 13:50:00,Overcast,2014-12-01 13:50:00<br />,4.0,,-,81,,1013,7.0,,1:50 PM,8.0,NNE,13.0,20,2014-12-01 13:50:00
2014-12-01 14:20:00,Mostly Cloudy,2014-12-01 14:20:00<br />,4.0,,-,81,,1013,7.0,,2:20 PM,8.0,North,16.7,10,2014-12-01 14:20:00
2014-12-01 14:50:00,Mostly Cloudy,2014-12-01 14:50:00<br />,4.0,,-,87,,1012,6.0,,2:50 PM,7.0,North,16.7,10,2014-12-01 14:50:00
2014-12-01 15:20:00,Mostly Cloudy,2014-12-01 15:20:00<br />,5.0,,-,93,,1013,6.0,,3:20 PM,7.0,NNE,13.0,30,2014-12-01 15:20:00
2014-12-01 15:50:00,Mostly Cloudy,2014-12-01 15:50:00<br />,4.0,,-,87,,1013,6.0,,3:50 PM,7.0,NE,13.0,40,2014-12-01 15:50:00
2014-12-01 16:20:00,Mostly Cloudy,2014-12-01 16:20:00<br />,5.0,,-,93,,1013,6.0,,4:20 PM,7.0,NE,11.1,40,2014-12-01 16:20:00
2014-12-01 16:50:00,Mostly Cloudy,2014-12-01 16:50:00<br />,4.0,,-,87,,1013,6.0,,4:50 PM,8.0,NE,16.7,40,2014-12-01 16:50:00
2014-12-01 17:20:00,Mostly Cloudy,2014-12-01 17:20:00<br />,4.0,,-,87,,1013,6.0,,5:20 PM,8.0,NE,16.7,40,2014-12-01 17:20:00
2014-12-01 17:50:00,Mostly Cloudy,2014-12-01 17:50:00<br />,4.0,,-,87,,1013,6.0,,5:50 PM,7.0,NE,14.8,40,2014-12-01 17:50:00
2014-12-01 18:20:00,Mostly Cloudy,2014-12-01 18:20:00<br />,4.0,,-,87,,1013,6.0,,6:20 PM,7.0,North,13.0,10,2014-12-01 18:20:00
2014-12-01 18:50:00,Mostly Cloudy,2014-12-01 18:50:00<br />,4.0,,-,87,,1013,6.0,,6:50 PM,7.0,NNE,11.1,20,2014-12-01 18:50:00
2014-12-01 19:20:00,Mostly Cloudy,2014-12-01 19:20:00<br />,4.0,,-,87,,1013,6.0,,7:20 PM,8.0,NE,16.7,40,2014-12-01 19:20:00
2014-12-01 19:50:00,Mostly Cloudy,2014-12-01 19:50:00<br />,4.0,,-,87,,1013,6.0,,7:50 PM,8.0,NNE,13.0,20,2014-12-01 19:50:00
2014-12-01 20:20:00,Mostly Cloudy,2014-12-01 20:20:00<br />,4.0,,-,87,,1013,6.0,,8:20 PM,7.0,ENE,9.3,60,2014-12-01 20:20:00
2014-12-01 20:50:00,Mostly Cloudy,2014-12-01 20:50:00<br />,4.0,,31.5,87,,1013,6.0,,8:50 PM,7.0,NNE,9.3,30,2014-12-01 20:50:00
2014-12-01 21:20:00,Mostly Cloudy,2014-12-01 21:20:00<br />,4.0,,-,87,,1013,6.0,,9:20 PM,7.0,North,7.4,10,2014-12-01 21:20:00
2014-12-01 21:50:00,Mostly Cloudy,2014-12-01 21:50:00<br />,4.0,,-,87,,1014,6.0,,9:50 PM,7.0,North,11.1,10,2014-12-01 21:50:00
2014-12-01 22:20:00,Mostly Cloudy,2014-12-01 22:20:00<br />,4.0,,-,87,,1013,6.0,,10:20 PM,6.0,North,9.3,360,2014-12-01 22:20:00
2014-12-01 22:50:00,Mostly Cloudy,2014-12-01 22:50:00<br />,4.0,,-,87,,1014,6.0,,10:50 PM,6.0,NNW,11.1,340,2014-12-01 22:50:00
2014-12-01 23:50:00,Mostly Cloudy,2014-12-01 23:50:00<br />,4.0,,-,87,,1014,6.0,,11:50 PM,6.0,North,13.0,360,2014-12-01 23:50:00
2014-12-02 00:20:00,Light Drizzle,2014-12-02 00:20:00<br />,4.0,,-,87,,1014,6.0,,12:20 AM,6.0,NNW,13.0,340,2014-12-02 00:20:00
2014-12-02 00:50:00,Mostly Cloudy,2014-12-02 00:50:00<br />,4.0,,-,87,,1013,6.0,,12:50 AM,7.0,NNW,14.8,340,2014-12-02 00:50:00
2014-12-02 01:20:00,Mostly Cloudy,2014-12-02 01:20:00<br />,4.0,,-,87,,1013,6.0,,1:20 AM,7.0,North,16.7,350,2014-12-02 01:20:00
2014-12-02 01:50:00,Mostly Cloudy,2014-12-02 01:50:00<br />,4.0,,-,87,,1014,6.0,,1:50 AM,7.0,North,14.8,350,2014-12-02 01:50:00
2014-12-02 02:20:00,Light Rain,2014-12-02 02:20:00<br />,5.0,Rain,-,93,,1014,6.0,,2:20 AM,7.0,North,16.7,360,2014-12-02 02:20:00
2014-12-02 02:50:00,Mostly Cloudy,2014-12-02 02:50:00<br />,4.0,,-,87,,1014,6.0,,2:50 AM,7.0,North,16.7,350,2014-12-02 02:50:00
2014-12-02 03:20:00,Mostly Cloudy,2014-12-02 03:20:00<br />,4.0,,-,87,,1014,6.0,,3:20 AM,8.0,North,16.7,10,2014-12-02 03:20:00
2014-12-02 03:50:00,Mostly Cloudy,2014-12-02 03:50:00<br />,4.0,,-,87,,1014,6.0,,3:50 AM,9.0,North,11.1,10,2014-12-02 03:50:00
2014-12-02 04:20:00,Mostly Cloudy,2014-12-02 04:20:00<br />,4.0,,-,87,,1014,6.0,,4:20 AM,8.0,North,14.8,350,2014-12-02 04:20:00
2014-12-02 04:50:00,Mostly Cloudy,2014-12-02 04:50:00<br />,4.0,,-,87,,1014,6.0,,4:50 AM,8.0,North,14.8,360,2014-12-02 04:50:00
2014-12-02 05:20:00,Mostly Cloudy,2014-12-02 05:20:00<br />,4.0,,-,87,,1014,6.0,,5:20 AM,7.0,North,13.0,360,2014-12-02 05:20:00
2014-12-02 05:50:00,Mostly Cloudy,2014-12-02 05:50:00<br />,4.0,,-,87,,1014,6.0,,5:50 AM,7.0,North,13.0,360,2014-12-02 05:50:00
2014-12-02 06:20:00,Mostly Cloudy,2014-12-02 06:20:00<br />,4.0,,-,87,,1014,6.0,,6:20 AM,6.0,North,14.8,360,2014-12-02 06:20:00
2014-12-02 06:50:00,Mostly Cloudy,2014-12-02 06:50:00<br />,4.0,,-,81,,1015,7.0,,6:50 AM,6.0,Variable,13.0,0,2014-12-02 06:50:00
2014-12-02 07:20:00,Mostly Cloudy,2014-12-02 07:20:00<br />,5.0,,-,93,,1015,6.0,,7:20 AM,6.0,NNW,11.1,340,2014-12-02 07:20:00
2014-12-02 07:50:00,Haze,2014-12-02 07:50:00<br />,5.0,,-,87,,1015,7.0,,7:50 AM,4.0,Variable,13.0,0,2014-12-02 07:50:00
2014-12-02 08:20:00,Drizzle,2014-12-02 08:20:00<br />,5.0,,-,93,,1016,6.0,,8:20 AM,1.5,North,11.1,350,2014-12-02 08:20:00
2014-12-02 08:50:00,Drizzle,2014-12-02 08:50:00<br />,6.0,,-,100,,1016,6.0,,8:50 AM,1.3,North,11.1,350,2014-12-02 08:50:00
2014-12-02 09:20:00,Drizzle,2014-12-02 09:20:00<br />,6.0,,-,93,,1016,7.0,,9:20 AM,1.9,North,9.3,350,2014-12-02 09:20:00
2014-12-02 09:50:00,Drizzle,2014-12-02 09:50:00<br />,6.0,,29.6,93,,1016,7.0,,9:50 AM,2.5,Variable,11.1,0,2014-12-02 09:50:00
2014-12-02 10:20:00,Rain,2014-12-02 10:20:00<br />,7.0,Rain,-,100,,1017,7.0,,10:20 AM,8.0,North,18.5,350,2014-12-02 10:20:00
2014-12-02 10:50:00,Drizzle,2014-12-02 10:50:00<br />,7.0,,48.2,100,,1017,7.0,,10:50 AM,4.0,North,22.2,350,2014-12-02 10:50:00
2014-12-02 11:20:00,Light Rain,2014-12-02 11:20:00<br />,6.0,Rain,-,93,,1017,7.0,,11:20 AM,7.0,North,24.1,360,2014-12-02 11:20:00
2014-12-02 11:50:00,Mostly Cloudy,2014-12-02 11:50:00<br />,6.0,,-,93,,1017,7.0,,11:50 AM,10.0,North,25.9,350,2014-12-02 11:50:00
2014-12-02 12:20:00,Light Rain,2014-12-02 12:20:00<br />,6.0,Rain,-,93,,1017,7.0,,12:20 PM,5.0,North,25.9,350,2014-12-02 12:20:00
2014-12-02 12:50:00,Mostly Cloudy,2014-12-02 12:50:00<br />,6.0,,51.9,93,,1017,7.0,,12:50 PM,10.0,North,22.2,350,2014-12-02 12:50:00
2014-12-02 13:20:00,Mostly Cloudy,2014-12-02 13:20:00<br />,6.0,,-,93,,1017,7.0,,1:20 PM,10.0,North,29.6,360,2014-12-02 13:20:00
2014-12-02 13:50:00,Mostly Cloudy,2014-12-02 13:50:00<br />,5.0,,-,81,,1017,8.0,,1:50 PM,10.0,North,27.8,360,2014-12-02 13:50:00
2014-12-02 14:20:00,Mostly Cloudy,2014-12-02 14:20:00<br />,5.0,,-,81,,1017,8.0,,2:20 PM,10.0,North,29.6,360,2014-12-02 14:20:00
2014-12-02 14:50:00,Mostly Cloudy,2014-12-02 14:50:00<br />,5.0,,57.4,81,,1018,8.0,,2:50 PM,10.0,North,33.3,360,2014-12-02 14:50:00
2014-12-02 15:20:00,Mostly Cloudy,2014-12-02 15:20:00<br />,5.0,,-,81,,1018,8.0,,3:20 PM,10.0,North,29.6,360,2014-12-02 15:20:00
2014-12-02 15:50:00,Light Rain,2014-12-02 15:50:00<br />,5.0,Rain,-,81,,1018,8.0,,3:50 PM,9.0,North,29.6,360,2014-12-02 15:50:00
2014-12-02 16:20:00,Light Rain,2014-12-02 16:20:00<br />,5.0,Rain,-,87,,1019,7.0,,4:20 PM,7.0,North,35.2,360,2014-12-02 16:20:00
2014-12-02 16:50:00,Light Rain,2014-12-02 16:50:00<br />,6.0,Rain,-,93,,1019,7.0,,4:50 PM,9.0,North,27.8,360,2014-12-02 16:50:00
2014-12-02 17:20:00,Mostly Cloudy,2014-12-02 17:20:00<br />,6.0,,-,93,,1019,7.0,,5:20 PM,10.0,North,27.8,360,2014-12-02 17:20:00
2014-12-02 17:50:00,Mostly Cloudy,2014-12-02 17:50:00<br />,5.0,,-,87,,1020,7.0,,5:50 PM,10.0,North,27.8,360,2014-12-02 17:50:00
2014-12-02 18:20:00,Mostly Cloudy,2014-12-02 18:20:00<br />,5.0,,-,87,,1020,7.0,,6:20 PM,10.0,North,27.8,10,2014-12-02 18:20:00
2014-12-02 18:50:00,Light Rain,2014-12-02 18:50:00<br />,5.0,Rain,-,87,,1020,7.0,,6:50 PM,10.0,North,29.6,360,2014-12-02 18:50:00
2014-12-02 19:20:00,Mostly Cloudy,2014-12-02 19:20:00<br />,5.0,,-,87,,1020,7.0,,7:20 PM,10.0,North,25.9,360,2014-12-02 19:20:00
2014-12-02 19:50:00,Mostly Cloudy,2014-12-02 19:50:00<br />,5.0,,-,87,,1021,7.0,,7:50 PM,10.0,North,25.9,360,2014-12-02 19:50:00
2014-12-02 20:20:00,Mostly Cloudy,2014-12-02 20:20:00<br />,4.0,,-,81,,1021,7.0,,8:20 PM,10.0,North,29.6,360,2014-12-02 20:20:00
2014-12-02 20:50:00,Mostly Cloudy,2014-12-02 20:50:00<br />,4.0,,-,81,,1021,7.0,,8:50 PM,10.0,North,25.9,360,2014-12-02 20:50:00
2014-12-02 21:20:00,Mostly Cloudy,2014-12-02 21:20:00<br />,4.0,,-,81,,1021,7.0,,9:20 PM,10.0,North,22.2,360,2014-12-02 21:20:00
2014-12-02 21:50:00,Mostly Cloudy,2014-12-02 21:50:00<br />,4.0,,-,81,,1022,7.0,,9:50 PM,10.0,North,25.9,360,2014-12-02 21:50:00
2014-12-02 22:20:00,Mostly Cloudy,2014-12-02 22:20:00<br />,4.0,,-,81,,1022,7.0,,10:20 PM,10.0,North,27.8,10,2014-12-02 22:20:00
2014-12-02 22:50:00,Mostly Cloudy,2014-12-02 22:50:00<br />,4.0,,-,81,,1022,7.0,,10:50 PM,10.0,North,27.8,10,2014-12-02 22:50:00
2014-12-02 23:20:00,Mostly Cloudy,2014-12-02 23:20:00<br />,4.0,,48.2,81,,1022,7.0,,11:20 PM,10.0,North,29.6,10,2014-12-02 23:20:00
2014-12-03 00:20:00,Mostly Cloudy,2014-12-03 00:20:00<br />,3.0,,-,76,,1022,7.0,,12:20 AM,10.0,North,25.9,360,2014-12-03 00:20:00
2014-12-03 00:50:00,Scattered Clouds,2014-12-03 00:50:00<br />,3.0,,-,76,,1022,7.0,,12:50 AM,10.0,North,22.2,360,2014-12-03 00:50:00
2014-12-03 01:20:00,Mostly Cloudy,2014-12-03 01:20:00<br />,3.0,,-,76,,1022,7.0,,1:20 AM,10.0,North,22.2,10,2014-12-03 01:20:00
2014-12-03 01:50:00,Mostly Cloudy,2014-12-03 01:50:00<br />,3.0,,-,76,,1022,7.0,,1:50 AM,10.0,North,22.2,360,2014-12-03 01:50:00
2014-12-03 02:20:00,Scattered Clouds,2014-12-03 02:20:00<br />,2.0,,-,76,,1022,6.0,,2:20 AM,10.0,North,20.4,360,2014-12-03 02:20:00
2014-12-03 02:50:00,Partly Cloudy,2014-12-03 02:50:00<br />,2.0,,-,76,,1023,6.0,,2:50 AM,10.0,North,25.9,10,2014-12-03 02:50:00
2014-12-03 03:20:00,Scattered Clouds,2014-12-03 03:20:00<br />,2.0,,-,71,,1023,7.0,,3:20 AM,10.0,North,22.2,10,2014-12-03 03:20:00
2014-12-03 03:50:00,Partly Cloudy,2014-12-03 03:50:00<br />,2.0,,-,76,,1023,6.0,,3:50 AM,10.0,North,20.4,360,2014-12-03 03:50:00
2014-12-03 04:20:00,Mostly Cloudy,2014-12-03 04:20:00<br />,2.0,,-,76,,1023,6.0,,4:20 AM,10.0,North,16.7,360,2014-12-03 04:20:00
2014-12-03 04:50:00,Mostly Cloudy,2014-12-03 04:50:00<br />,2.0,,-,76,,1023,6.0,,4:50 AM,10.0,North,16.7,360,2014-12-03 04:50:00
2014-12-03 05:20:00,Partly Cloudy,2014-12-03 05:20:00<br />,2.0,,-,76,,1023,6.0,,5:20 AM,10.0,North,22.2,360,2014-12-03 05:20:00
2014-12-03 05:50:00,Clear,2014-12-03 05:50:00<br />,1.0,,-,76,,1023,5.0,,5:50 AM,-9999.0,North,18.5,360,2014-12-03 05:50:00
2014-12-03 06:20:00,Partly Cloudy,2014-12-03 06:20:00<br />,1.0,,-,76,,1023,5.0,,6:20 AM,10.0,North,16.7,10,2014-12-03 06:20:00
2014-12-03 06:50:00,Clear,2014-12-03 06:50:00<br />,1.0,,-,76,,1023,5.0,,6:50 AM,-9999.0,North,16.7,10,2014-12-03 06:50:00
2014-12-03 07:20:00,Clear,2014-12-03 07:20:00<br />,1.0,,-,76,,1023,5.0,,7:20 AM,-9999.0,North,14.8,10,2014-12-03 07:20:00
2014-12-03 07:50:00,Scattered Clouds,2014-12-03 07:50:00<br />,1.0,,-,76,,1023,5.0,,7:50 AM,10.0,North,14.8,360,2014-12-03 07:50:00
2014-12-03 08:20:00,Mostly Cloudy,2014-12-03 08:20:00<br />,2.0,,-,81,,1023,5.0,,8:20 AM,10.0,North,18.5,10,2014-12-03 08:20:00
2014-12-03 08:50:00,Mostly Cloudy,2014-12-03 08:50:00<br />,2.0,,-,81,,1023,5.0,,8:50 AM,10.0,North,18.5,350,2014-12-03 08:50:00
2014-12-03 09:20:00,Mostly Cloudy,2014-12-03 09:20:00<br />,2.0,,-,76,,1023,6.0,,9:20 AM,10.0,North,18.5,360,2014-12-03 09:20:00
2014-12-03 09:50:00,Mostly Cloudy,2014-12-03 09:50:00<br />,2.0,,-,76,,1023,6.0,,9:50 AM,10.0,North,20.4,10,2014-12-03 09:50:00
2014-12-03 10:20:00,Mostly Cloudy,2014-12-03 10:20:00<br />,3.0,,-,76,,1023,7.0,,10:20 AM,10.0,North,22.2,10,2014-12-03 10:20:00
2014-12-03 10:50:00,Mostly Cloudy,2014-12-03 10:50:00<br />,3.0,,-,76,,1023,7.0,,10:50 AM,10.0,North,22.2,10,2014-12-03 10:50:00
2014-12-03 11:20:00,Mostly Cloudy,2014-12-03 11:20:00<br />,3.0,,-,76,,1023,7.0,,11:20 AM,10.0,North,24.1,10,2014-12-03 11:20:00
2014-12-03 11:50:00,Mostly Cloudy,2014-12-03 11:50:00<br />,3.0,,40.7,76,,1022,7.0,,11:50 AM,10.0,NNE,20.4,20,2014-12-03 11:50:00
2014-12-03 12:20:00,Scattered Clouds,2014-12-03 12:20:00<br />,3.0,,-,76,,1022,7.0,,12:20 PM,10.0,North,24.1,10,2014-12-03 12:20:00
2014-12-03 12:50:00,Scattered Clouds,2014-12-03 12:50:00<br />,3.0,,-,71,,1022,8.0,,12:50 PM,10.0,NNE,24.1,20,2014-12-03 12:50:00
2014-12-03 13:20:00,Scattered Clouds,2014-12-03 13:20:00<br />,4.0,,-,76,,1022,8.0,,1:20 PM,10.0,NNE,24.1,20,2014-12-03 13:20:00
2014-12-03 13:50:00,Mostly Cloudy,2014-12-03 13:50:00<br />,4.0,,-,76,,1021,8.0,,1:50 PM,10.0,NNE,25.9,20,2014-12-03 13:50:00
2014-12-03 14:20:00,Mostly Cloudy,2014-12-03 14:20:00<br />,4.0,,-,76,,1021,8.0,,2:20 PM,10.0,NNE,24.1,30,2014-12-03 14:20:00
2014-12-03 14:50:00,Light Rain Showers,2014-12-03 14:50:00<br />,5.0,Rain,-,87,,1021,7.0,,2:50 PM,10.0,NNE,20.4,30,2014-12-03 14:50:00
2014-12-03 15:20:00,Light Rain Showers,2014-12-03 15:20:00<br />,5.0,Rain,-,87,,1021,7.0,,3:20 PM,10.0,NNE,16.7,30,2014-12-03 15:20:00
2014-12-03 15:50:00,Mostly Cloudy,2014-12-03 15:50:00<br />,5.0,,-,87,,1021,7.0,,3:50 PM,10.0,North,18.5,10,2014-12-03 15:50:00
2014-12-03 16:20:00,Mostly Cloudy,2014-12-03 16:20:00<br />,5.0,,-,87,,1021,7.0,,4:20 PM,10.0,North,22.2,360,2014-12-03 16:20:00
2014-12-03 16:50:00,Mostly Cloudy,2014-12-03 16:50:00<br />,5.0,,-,87,,1021,7.0,,4:50 PM,10.0,NNE,20.4,20,2014-12-03 16:50:00
2014-12-03 17:50:00,Mostly Cloudy,2014-12-03 17:50:00<br />,5.0,,-,87,,1021,7.0,,5:50 PM,10.0,NNE,18.5,30,2014-12-03 17:50:00
2014-12-03 18:20:00,Mostly Cloudy,2014-12-03 18:20:00<br />,5.0,,-,87,,1021,7.0,,6:20 PM,9.0,NNE,16.7,30,2014-12-03 18:20:00
2014-12-03 18:50:00,Scattered Clouds,2014-12-03 18:50:00<br />,5.0,,-,87,,1021,7.0,,6:50 PM,10.0,NNE,16.7,30,2014-12-03 18:50:00
2014-12-03 19:20:00,Scattered Clouds,2014-12-03 19:20:00<br />,5.0,,-,87,,1021,7.0,,7:20 PM,10.0,NE,14.8,40,2014-12-03 19:20:00
2014-12-03 19:50:00,Scattered Clouds,2014-12-03 19:50:00<br />,4.0,,-,81,,1020,7.0,,7:50 PM,10.0,NNE,18.5,30,2014-12-03 19:50:00
2014-12-03 20:20:00,Mostly Cloudy,2014-12-03 20:20:00<br />,4.0,,-,81,,1020,7.0,,8:20 PM,10.0,NNE,16.7,30,2014-12-03 20:20:00
2014-12-03 20:50:00,Scattered Clouds,2014-12-03 20:50:00<br />,4.0,,-,81,,1020,7.0,,8:50 PM,10.0,NE,18.5,40,2014-12-03 20:50:00
2014-12-03 21:20:00,Mostly Cloudy,2014-12-03 21:20:00<br />,2.0,,42.6,76,,1020,6.0,,9:20 PM,10.0,NE,24.1,50,2014-12-03 21:20:00
2014-12-03 21:50:00,Mostly Cloudy,2014-12-03 21:50:00<br />,2.0,,-,76,,1020,6.0,,9:50 PM,10.0,NE,18.5,50,2014-12-03 21:50:00
2014-12-03 22:20:00,Mostly Cloudy,2014-12-03 22:20:00<br />,2.0,,-,76,,1020,6.0,,10:20 PM,10.0,NE,18.5,40,2014-12-03 22:20:00
2014-12-03 22:50:00,Mostly Cloudy,2014-12-03 22:50:00<br />,2.0,,-,76,,1019,6.0,,10:50 PM,10.0,NNE,16.7,30,2014-12-03 22:50:00
2014-12-03 23:20:00,Mostly Cloudy,2014-12-03 23:20:00<br />,2.0,,-,76,,1019,6.0,,11:20 PM,10.0,NE,16.7,40,2014-12-03 23:20:00
2014-12-03 23:50:00,Mostly Cloudy,2014-12-03 23:50:00<br />,2.0,,-,76,,1019,6.0,,11:50 PM,10.0,NE,24.1,40,2014-12-03 23:50:00
2014-12-04 00:20:00,Mostly Cloudy,2014-12-04 00:20:00<br />,2.0,,-,76,,1018,6.0,,12:20 AM,10.0,NE,24.1,40,2014-12-04 00:20:00
2014-12-04 00:50:00,Mostly Cloudy,2014-12-04 00:50:00<br />,1.0,,-,70,,1018,6.0,,12:50 AM,10.0,NE,20.4,40,2014-12-04 00:50:00
2014-12-04 01:20:00,Mostly Cloudy,2014-12-04 01:20:00<br />,1.0,,-,76,,1018,5.0,,1:20 AM,10.0,NE,22.2,40,2014-12-04 01:20:00
2014-12-04 01:50:00,Mostly Cloudy,2014-12-04 01:50:00<br />,1.0,,-,76,,1017,5.0,,1:50 AM,10.0,NE,22.2,40,2014-12-04 01:50:00
2014-12-04 02:20:00,Mostly Cloudy,2014-12-04 02:20:00<br />,1.0,,-,76,,1017,5.0,,2:20 AM,10.0,NE,20.4,40,2014-12-04 02:20:00
2014-12-04 02:50:00,Mostly Cloudy,2014-12-04 02:50:00<br />,1.0,,-,76,,1017,5.0,,2:50 AM,10.0,NE,24.1,50,2014-12-04 02:50:00
2014-12-04 03:20:00,Mostly Cloudy,2014-12-04 03:20:00<br />,1.0,,-,76,,1017,5.0,,3:20 AM,10.0,NE,22.2,50,2014-12-04 03:20:00
2014-12-04 03:50:00,Mostly Cloudy,2014-12-04 03:50:00<br />,1.0,,-,76,,1016,5.0,,3:50 AM,10.0,NE,18.5,40,2014-12-04 03:50:00
2014-12-04 04:20:00,Mostly Cloudy,2014-12-04 04:20:00<br />,1.0,,-,76,,1016,5.0,,4:20 AM,9.0,NNE,16.7,30,2014-12-04 04:20:00
2014-12-04 04:50:00,Mostly Cloudy,2014-12-04 04:50:00<br />,2.0,,-,81,,1016,5.0,,4:50 AM,10.0,NE,16.7,40,2014-12-04 04:50:00
2014-12-04 05:20:00,Mostly Cloudy,2014-12-04 05:20:00<br />,2.0,,-,81,,1016,5.0,,5:20 AM,10.0,NE,14.8,40,2014-12-04 05:20:00
2014-12-04 05:50:00,Mostly Cloudy,2014-12-04 05:50:00<br />,2.0,,-,87,,1016,4.0,,5:50 AM,9.0,East,7.4,80,2014-12-04 05:50:00
2014-12-04 06:20:00,Mostly Cloudy,2014-12-04 06:20:00<br />,2.0,,-,87,,1016,4.0,,6:20 AM,7.0,East,13.0,80,2014-12-04 06:20:00
2014-12-04 06:50:00,Mostly Cloudy,2014-12-04 06:50:00<br />,2.0,,-,93,,1016,3.0,,6:50 AM,7.0,East,13.0,90,2014-12-04 06:50:00
