timestamp,Conditions,Conditions<br />,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,Time,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2012-01-01 23:09:00,Clear,,2012-01-02 04:09:00<br />,-2.0,,40.7,50.0,,1010.4,8.0,,,11:09 PM,16.1,WNW,29.6,290.0,2012-01-01 23:09:00
2012-01-02 00:09:00,Clear,,2012-01-02 05:09:00<br />,-3.0,,38.9,49.0,,1010.4,7.0,,,12:09 AM,16.1,WNW,27.8,300.0,2012-01-02 00:09:00
2012-01-02 00:27:00,Clear,,2012-01-02 05:27:00<br />,-5.0,,44.4,43.0,,1010.7,7.0,,,12:27 AM,16.1,WNW,22.2,300.0,2012-01-02 00:27:00
2012-01-02 00:48:00,Scattered Clouds,,2012-01-02 05:48:00<br />,-4.0,,42.6,46.0,,1011.1,7.0,,,12:48 AM,16.1,West,18.5,280.0,2012-01-02 00:48:00
2012-01-02 01:06:00,Scattered Clouds,,2012-01-02 06:06:00<br />,-4.0,,37.0,46.0,,1010.7,7.0,,,1:06 AM,16.1,West,25.9,280.0,2012-01-02 01:06:00
2012-01-02 01:27:00,Scattered Clouds,,2012-01-02 06:27:00<br />,-5.0,,25.9,43.0,,1010.7,7.0,,,1:27 AM,16.1,WNW,16.7,290.0,2012-01-02 01:27:00
2012-01-02 01:45:00,Clear,,2012-01-02 06:45:00<br />,-5.0,,40.7,46.0,,1010.7,6.0,,,1:45 AM,16.1,West,25.9,270.0,2012-01-02 01:45:00
2012-01-02 02:03:00,Clear,,2012-01-02 07:03:00<br />,-5.0,,31.5,46.0,,1011.1,6.0,,,2:03 AM,16.1,West,20.4,280.0,2012-01-02 02:03:00
2012-01-02 02:24:00,Mostly Cloudy,,2012-01-02 07:24:00<br />,-4.0,,31.5,49.0,,1011.4,6.0,,,2:24 AM,16.1,West,22.2,260.0,2012-01-02 02:24:00
2012-01-02 02:42:00,Mostly Cloudy,,2012-01-02 07:42:00<br />,-3.0,,40.7,53.0,,1011.7,6.0,,,2:42 AM,16.1,West,24.1,280.0,2012-01-02 02:42:00
2012-01-02 03:03:00,Mostly Cloudy,,2012-01-02 08:03:00<br />,-3.0,,37.0,57.0,,1012.1,5.0,,,3:03 AM,16.1,WNW,22.2,290.0,2012-01-02 03:03:00
2012-01-02 03:21:00,Overcast,,2012-01-02 08:21:00<br />,-4.0,,35.2,53.0,,1012.1,5.0,,,3:21 AM,16.1,WNW,27.8,290.0,2012-01-02 03:21:00
2012-01-02 03:42:00,Overcast,,2012-01-02 08:42:00<br />,-5.0,,-,52.0,,1012.4,4.0,,,3:42 AM,16.1,WNW,22.2,290.0,2012-01-02 03:42:00
2012-01-02 04:00:00,Mostly Cloudy,,2012-01-02 09:00:00<br />,-6.0,,46.3,52.0,,1012.4,3.0,,,4:00 AM,16.1,West,33.3,270.0,2012-01-02 04:00:00
2012-01-02 04:18:00,Scattered Clouds,,2012-01-02 09:18:00<br />,-8.0,,42.6,45.0,,1012.4,3.0,,,4:18 AM,16.1,West,29.6,270.0,2012-01-02 04:18:00
2012-01-02 04:39:00,Clear,,2012-01-02 09:39:00<br />,-11.0,,55.6,36.0,,1012.4,3.0,,,4:39 AM,16.1,WNW,37.0,290.0,2012-01-02 04:39:00
2012-01-02 04:57:00,Clear,,2012-01-02 09:57:00<br />,-11.0,,61.1,36.0,,1012.8,3.0,,,4:57 AM,16.1,West,31.5,280.0,2012-01-02 04:57:00
2012-01-02 05:18:00,Clear,,2012-01-02 10:18:00<br />,-11.0,,33.3,38.0,,1013.1,2.0,,,5:18 AM,16.1,WNW,22.2,290.0,2012-01-02 05:18:00
2012-01-02 05:36:00,Clear,,2012-01-02 10:36:00<br />,-11.0,,53.7,38.0,,1013.1,2.0,,,5:36 AM,16.1,West,20.4,280.0,2012-01-02 05:36:00
2012-01-02 05:57:00,Clear,,2012-01-02 10:57:00<br />,-12.0,,40.7,35.0,,1013.4,2.0,,,5:57 AM,16.1,West,22.2,280.0,2012-01-02 05:57:00
2012-01-02 06:36:00,Clear,,2012-01-02 11:36:00<br />,-11.0,,31.5,41.0,,1013.4,1.0,,,6:36 AM,16.1,West,22.2,270.0,2012-01-02 06:36:00
2012-01-02 06:54:00,Clear,,2012-01-02 11:54:00<br />,-11.0,,27.8,41.0,,1013.4,1.0,,,6:54 AM,16.1,West,13.0,280.0,2012-01-02 06:54:00
2012-01-02 07:12:00,Clear,,2012-01-02 12:12:00<br />,-11.0,,-,44.0,,1013.4,0.0,,,7:12 AM,16.1,WSW,9.3,250.0,2012-01-02 07:12:00
2012-01-02 07:33:00,Clear,,2012-01-02 12:33:00<br />,-10.0,,-,48.0,,1013.8,0.0,,,7:33 AM,16.1,West,9.3,260.0,2012-01-02 07:33:00
2012-01-02 07:51:00,Clear,,2012-01-02 12:51:00<br />,-10.0,,-,48.0,,1013.8,0.0,,,7:51 AM,16.1,WSW,5.6,240.0,2012-01-02 07:51:00
2012-01-02 08:12:00,Clear,,2012-01-02 13:12:00<br />,-8.0,,-,55.0,,1014.1,0.0,,,8:12 AM,16.1,WSW,14.8,240.0,2012-01-02 08:12:00
2012-01-02 08:30:00,Clear,,2012-01-02 13:30:00<br />,-8.0,,-,55.0,,1014.1,0.0,,,8:30 AM,16.1,WSW,9.3,250.0,2012-01-02 08:30:00
2012-01-02 08:48:00,Clear,,2012-01-02 13:48:00<br />,-9.0,,-,48.0,,1014.1,1.0,,,8:48 AM,16.1,WSW,13.0,250.0,2012-01-02 08:48:00
2012-01-02 09:09:00,Clear,,2012-01-02 14:09:00<br />,-9.0,,29.6,44.0,,1014.1,2.0,,,9:09 AM,16.1,West,16.7,260.0,2012-01-02 09:09:00
2012-01-02 09:27:00,Clear,,2012-01-02 14:27:00<br />,-9.0,,25.9,41.0,,1014.1,3.0,,,9:27 AM,16.1,West,16.7,270.0,2012-01-02 09:27:00
2012-01-02 09:48:00,Clear,,2012-01-02 14:48:00<br />,-9.0,,29.6,41.0,,1014.1,3.0,,,9:48 AM,16.1,West,14.8,270.0,2012-01-02 09:48:00
2012-01-02 10:06:00,Scattered Clouds,,2012-01-02 15:06:00<br />,-9.0,,25.9,36.0,,1014.1,5.0,,,10:06 AM,16.1,West,16.7,270.0,2012-01-02 10:06:00
2012-01-02 10:27:00,Mostly Cloudy,,2012-01-02 15:27:00<br />,-9.0,,44.4,39.0,,1014.1,4.0,,,10:27 AM,16.1,West,35.2,260.0,2012-01-02 10:27:00
2012-01-02 11:24:00,Overcast,,2012-01-02 16:24:00<br />,-8.0,,38.9,45.0,,1013.4,3.0,,,11:24 AM,16.1,West,27.8,270.0,2012-01-02 11:24:00
2012-01-02 11:42:00,Mostly Cloudy,,2012-01-02 16:42:00<br />,-8.0,,42.6,39.0,,1012.8,5.0,,,11:42 AM,16.1,West,27.8,260.0,2012-01-02 11:42:00
2012-01-02 12:03:00,Mostly Cloudy,,2012-01-02 17:03:00<br />,-9.0,,46.3,36.0,,1012.8,5.0,,,12:03 PM,16.1,West,29.6,280.0,2012-01-02 12:03:00
2012-01-02 12:21:00,Overcast,,2012-01-02 17:21:00<br />,-10.0,,46.3,38.0,,1012.4,3.0,,,12:21 PM,16.1,WNW,27.8,300.0,2012-01-02 12:21:00
2012-01-02 12:42:00,Overcast,,2012-01-02 17:42:00<br />,-9.0,,46.3,41.0,,1012.1,3.0,,,12:42 PM,16.1,WNW,31.5,300.0,2012-01-02 12:42:00
2012-01-02 13:00:00,Overcast,,2012-01-02 18:00:00<br />,-9.0,,33.3,39.0,,1012.1,4.0,,,1:00 PM,16.1,West,27.8,270.0,2012-01-02 13:00:00
2012-01-02 13:18:00,Overcast,,2012-01-02 18:18:00<br />,-10.0,,40.7,38.0,,1012.1,3.0,,,1:18 PM,16.1,West,25.9,270.0,2012-01-02 13:18:00
2012-01-02 13:39:00,Overcast,,2012-01-02 18:39:00<br />,-9.0,,35.2,41.0,,1011.7,3.0,,,1:39 PM,16.1,WNW,20.4,290.0,2012-01-02 13:39:00
2012-01-02 13:57:00,Overcast,,2012-01-02 18:57:00<br />,-8.0,,37.0,45.0,,1011.7,3.0,,,1:57 PM,16.1,WNW,22.2,290.0,2012-01-02 13:57:00
2012-01-02 14:18:00,Overcast,,2012-01-02 19:18:00<br />,-9.0,,46.3,39.0,,1011.7,4.0,,,2:18 PM,16.1,West,25.9,260.0,2012-01-02 14:18:00
2012-01-02 14:36:00,Mostly Cloudy,,2012-01-02 19:36:00<br />,-8.0,,37.0,42.0,,1011.7,4.0,,,2:36 PM,16.1,WNW,25.9,290.0,2012-01-02 14:36:00
2012-01-02 15:33:00,Scattered Clouds,,2012-01-02 20:33:00<br />,-8.0,,44.4,45.0,,1012.4,3.0,,,3:33 PM,16.1,West,22.2,270.0,2012-01-02 15:33:00
2012-01-02 15:54:00,Scattered Clouds,,2012-01-02 20:54:00<br />,-9.0,,35.2,41.0,,1012.4,3.0,,,3:54 PM,16.1,West,25.9,280.0,2012-01-02 15:54:00
2012-01-02 16:33:00,Overcast,,2012-01-02 21:33:00<br />,-9.0,,-,41.0,,1013.1,3.0,,,4:33 PM,16.1,West,13.0,270.0,2012-01-02 16:33:00
2012-01-02 16:51:00,Overcast,,2012-01-02 21:51:00<br />,-9.0,,25.9,44.0,,1013.1,2.0,,,4:51 PM,16.1,West,16.7,270.0,2012-01-02 16:51:00
2012-01-02 17:09:00,Scattered Clouds,,2012-01-02 22:09:00<br />,-9.0,,-,44.0,,1013.1,2.0,,,5:09 PM,16.1,West,14.8,270.0,2012-01-02 17:09:00
2012-01-02 17:30:00,Clear,,2012-01-02 22:30:00<br />,-9.0,,-,48.0,,1013.4,1.0,,,5:30 PM,16.1,West,13.0,280.0,2012-01-02 17:30:00
2012-01-02 17:48:00,Clear,,2012-01-02 22:48:00<br />,-9.0,,-,48.0,,1013.4,1.0,,,5:48 PM,16.1,WSW,11.1,250.0,2012-01-02 17:48:00
2012-01-02 18:48:00,Clear,,2012-01-02 23:48:00<br />,-6.0,,-,69.0,,1014.1,-1.0,,,6:48 PM,16.1,West,9.3,260.0,2012-01-02 18:48:00
2012-01-02 19:06:00,Scattered Clouds,,2012-01-03 00:06:00<br />,-6.0,,-,69.0,,1014.1,-1.0,,,7:06 PM,16.1,WSW,7.4,250.0,2012-01-02 19:06:00
2012-01-02 19:24:00,Overcast,,2012-01-03 00:24:00<br />,-5.0,,-,75.0,,1014.1,-1.0,,,7:24 PM,16.1,West,11.1,260.0,2012-01-02 19:24:00
2012-01-02 19:45:00,Overcast,,2012-01-03 00:45:00<br />,-7.0,,-,60.0,,1014.1,0.0,,,7:45 PM,16.1,West,13.0,270.0,2012-01-02 19:45:00
2012-01-02 20:03:00,Overcast,,2012-01-03 01:03:00<br />,-7.0,,-,60.0,,1014.1,0.0,,,8:03 PM,16.1,West,14.8,260.0,2012-01-02 20:03:00
2012-01-02 20:24:00,Overcast,,2012-01-03 01:24:00<br />,-8.0,,27.8,52.0,,1014.1,1.0,,,8:24 PM,16.1,West,18.5,270.0,2012-01-02 20:24:00
2012-01-02 20:42:00,Overcast,,2012-01-03 01:42:00<br />,-8.0,,25.9,52.0,,1014.1,1.0,,,8:42 PM,16.1,West,18.5,280.0,2012-01-02 20:42:00
2012-01-02 21:03:00,Overcast,,2012-01-03 02:03:00<br />,-8.0,,25.9,55.0,,1014.1,0.0,,,9:03 PM,16.1,West,18.5,270.0,2012-01-02 21:03:00
2012-01-02 21:21:00,Overcast,,2012-01-03 02:21:00<br />,-8.0,,31.5,55.0,,1014.1,0.0,,,9:21 PM,16.1,West,22.2,270.0,2012-01-02 21:21:00
2012-01-02 22:00:00,Mostly Cloudy,,2012-01-03 03:00:00<br />,-8.0,,31.5,55.0,,1014.4,0.0,,,10:00 PM,16.1,West,14.8,270.0,2012-01-02 22:00:00
2012-01-02 22:18:00,Scattered Clouds,,2012-01-03 03:18:00<br />,-7.0,,25.9,60.0,,1014.4,0.0,,,10:18 PM,16.1,West,18.5,270.0,2012-01-02 22:18:00
2012-01-02 22:39:00,Scattered Clouds,,2012-01-03 03:39:00<br />,-7.0,,-,60.0,,1014.4,0.0,,,10:39 PM,16.1,West,14.8,270.0,2012-01-02 22:39:00
2012-01-02 22:57:00,Clear,,2012-01-03 03:57:00<br />,-7.0,,-,60.0,,1014.4,0.0,,,10:57 PM,16.1,West,13.0,270.0,2012-01-02 22:57:00
2012-01-02 23:18:00,Clear,,2012-01-03 04:18:00<br />,-7.0,,-,64.0,,1014.4,-1.0,,,11:18 PM,16.1,West,9.3,260.0,2012-01-02 23:18:00
2012-01-02 23:36:00,Clear,,2012-01-03 04:36:00<br />,-7.0,,-,64.0,,1014.4,-1.0,,,11:36 PM,16.1,West,13.0,280.0,2012-01-02 23:36:00
2012-01-02 23:57:00,Clear,,2012-01-03 04:57:00<br />,-7.0,,-,64.0,,1014.1,-1.0,,,11:57 PM,16.1,WNW,11.1,290.0,2012-01-02 23:57:00
2012-01-03 00:54:00,Clear,,2012-01-03 05:54:00<br />,-8.0,,-,60.0,,1014.4,-1.0,,,12:54 AM,16.1,West,13.0,280.0,2012-01-03 00:54:00
2012-01-03 01:12:00,Clear,,2012-01-03 06:12:00<br />,-8.0,,25.9,60.0,,1014.4,-1.0,,,1:12 AM,16.1,West,16.7,280.0,2012-01-03 01:12:00
2012-01-03 01:33:00,Clear,,2012-01-03 06:33:00<br />,-8.0,,25.9,60.0,,1014.4,-1.0,,,1:33 AM,16.1,WNW,18.5,290.0,2012-01-03 01:33:00
2012-01-03 01:51:00,Clear,,2012-01-03 06:51:00<br />,-8.0,,-,60.0,,1014.4,-1.0,,,1:51 AM,16.1,WNW,14.8,300.0,2012-01-03 01:51:00
2012-01-03 02:12:00,Clear,,2012-01-03 07:12:00<br />,-8.0,,29.6,60.0,,1014.4,-1.0,,,2:12 AM,16.1,West,14.8,280.0,2012-01-03 02:12:00
2012-01-03 02:30:00,Clear,,2012-01-03 07:30:00<br />,-8.0,,25.9,60.0,,1014.8,-1.0,,,2:30 AM,16.1,WNW,18.5,290.0,2012-01-03 02:30:00
2012-01-03 02:48:00,Clear,,2012-01-03 07:48:00<br />,-8.0,,25.9,64.0,,1014.4,-2.0,,,2:48 AM,16.1,West,14.8,280.0,2012-01-03 02:48:00
2012-01-03 03:48:00,Clear,,2012-01-03 08:48:00<br />,-8.0,,-,64.0,,1014.4,-2.0,,,3:48 AM,16.1,WNW,16.7,290.0,2012-01-03 03:48:00
2012-01-03 04:06:00,Clear,,2012-01-03 09:06:00<br />,-8.0,,25.9,64.0,,1014.4,-2.0,,,4:06 AM,16.1,WNW,18.5,290.0,2012-01-03 04:06:00
2012-01-03 04:27:00,Clear,,2012-01-03 09:27:00<br />,-8.0,,29.6,64.0,,1014.4,-2.0,,,4:27 AM,16.1,WNW,13.0,290.0,2012-01-03 04:27:00
2012-01-03 04:45:00,Clear,,2012-01-03 09:45:00<br />,-8.0,,-,64.0,,1014.8,-2.0,,,4:45 AM,16.1,WNW,16.7,290.0,2012-01-03 04:45:00
2012-01-03 05:06:00,Clear,,2012-01-03 10:06:00<br />,-8.0,,29.6,64.0,,1014.8,-2.0,,,5:06 AM,16.1,WNW,11.1,290.0,2012-01-03 05:06:00
2012-01-03 05:24:00,Clear,,2012-01-03 10:24:00<br />,-8.0,,27.8,64.0,,1014.8,-2.0,,,5:24 AM,16.1,WNW,14.8,290.0,2012-01-03 05:24:00
2012-01-03 05:42:00,Clear,,2012-01-03 10:42:00<br />,-8.0,,-,64.0,,1015.1,-2.0,,,5:42 AM,16.1,West,13.0,280.0,2012-01-03 05:42:00
2012-01-03 06:03:00,Clear,,2012-01-03 11:03:00<br />,-8.0,,-,64.0,,1015.1,-2.0,,,6:03 AM,16.1,WNW,14.8,290.0,2012-01-03 06:03:00
2012-01-03 06:21:00,Clear,,2012-01-03 11:21:00<br />,-8.0,,-,64.0,,1015.5,-2.0,,,6:21 AM,16.1,WNW,9.3,300.0,2012-01-03 06:21:00
2012-01-03 06:42:00,Scattered Clouds,,2012-01-03 11:42:00<br />,-8.0,,25.9,64.0,,1015.8,-2.0,,,6:42 AM,16.1,WNW,16.7,300.0,2012-01-03 06:42:00
2012-01-03 07:00:00,Scattered Clouds,,2012-01-03 12:00:00<br />,-8.0,,29.6,64.0,,1016.1,-2.0,,,7:00 AM,16.1,WNW,14.8,290.0,2012-01-03 07:00:00
2012-01-03 07:21:00,Clear,,2012-01-03 12:21:00<br />,-8.0,,-,64.0,,1016.1,-2.0,,,7:21 AM,16.1,West,18.5,280.0,2012-01-03 07:21:00
