timestamp,TimeSGT,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC<br />,timestamp
2012-02-02 22:00:00,10:00 PM,26.0,23.0,83,1011,10.0,ENE,7.4,-,,,Mostly Cloudy,60,2012-02-02 14:00:00<br />,2012-02-02 22:00:00
2012-02-02 23:00:00,11:00 PM,26.0,23.0,83,1011,10.0,East,1.9,-,,,Mostly Cloudy,90,2012-02-02 15:00:00<br />,2012-02-02 23:00:00
2012-02-03 05:00:00,5:00 AM,25.0,24.0,94,1010,10.0,ENE,3.7,-,,,Scattered Clouds,70,2012-02-02 21:00:00<br />,2012-02-03 05:00:00
2012-02-03 06:00:00,6:00 AM,25.0,24.0,94,1010,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-02-02 22:00:00<br />,2012-02-03 06:00:00
2012-02-03 07:00:00,7:00 AM,25.0,24.0,94,1011,10.0,NE,3.7,-,,,Mostly Cloudy,40,2012-02-02 23:00:00<br />,2012-02-03 07:00:00
2012-02-03 08:00:00,8:00 AM,26.0,24.0,89,1012,10.0,North,1.9,-,,,Mostly Cloudy,10,2012-02-03 00:00:00<br />,2012-02-03 08:00:00
2012-02-03 09:00:00,9:00 AM,26.0,24.0,89,1012,10.0,NE,1.9,-,,,Mostly Cloudy,40,2012-02-03 01:00:00<br />,2012-02-03 09:00:00
2012-02-03 10:00:00,10:00 AM,27.0,24.0,84,1013,10.0,NE,3.7,-,,,Mostly Cloudy,50,2012-02-03 02:00:00<br />,2012-02-03 10:00:00
2012-02-03 11:00:00,11:00 AM,27.0,23.0,79,1013,8.0,East,11.1,-,,Rain,Light Rain Showers,90,2012-02-03 03:00:00<br />,2012-02-03 11:00:00
2012-02-03 11:20:00,11:20 AM,25.0,23.0,89,1013,8.0,East,3.7,-,,Rain,Rain Showers,80,2012-02-03 03:20:00<br />,2012-02-03 11:20:00
2012-02-03 11:32:00,11:32 AM,25.0,23.0,89,1013,8.0,East,7.4,-,,Rain,Light Rain Showers,80,2012-02-03 03:32:00<br />,2012-02-03 11:32:00
2012-02-03 12:00:00,12:00 PM,25.0,23.0,89,1012,10.0,ENE,5.6,-,,,Mostly Cloudy,60,2012-02-03 04:00:00<br />,2012-02-03 12:00:00
2012-02-03 13:00:00,1:00 PM,26.0,23.0,83,1012,10.0,NE,5.6,-,,,Mostly Cloudy,50,2012-02-03 05:00:00<br />,2012-02-03 13:00:00
2012-02-03 14:00:00,2:00 PM,26.0,24.0,89,1011,10.0,ENE,7.4,-,,,Mostly Cloudy,70,2012-02-03 06:00:00<br />,2012-02-03 14:00:00
2012-02-03 15:00:00,3:00 PM,26.0,23.0,83,1010,10.0,ENE,9.3,-,,,Mostly Cloudy,70,2012-02-03 07:00:00<br />,2012-02-03 15:00:00
2012-02-03 16:00:00,4:00 PM,26.0,23.0,83,1010,10.0,NE,7.4,-,,,Mostly Cloudy,50,2012-02-03 08:00:00<br />,2012-02-03 16:00:00
2012-02-03 17:00:00,5:00 PM,26.0,23.0,83,1009,10.0,NE,5.6,-,,,Mostly Cloudy,50,2012-02-03 09:00:00<br />,2012-02-03 17:00:00
2012-02-03 18:00:00,6:00 PM,26.0,23.0,83,1010,10.0,ENE,16.7,-,,,Mostly Cloudy,70,2012-02-03 10:00:00<br />,2012-02-03 18:00:00
2012-02-03 19:00:00,7:00 PM,25.0,23.0,89,1010,10.0,East,11.1,-,,,Mostly Cloudy,80,2012-02-03 11:00:00<br />,2012-02-03 19:00:00
2012-02-03 20:00:00,8:00 PM,25.0,23.0,89,1011,10.0,ENE,11.1,-,,,Scattered Clouds,70,2012-02-03 12:00:00<br />,2012-02-03 20:00:00
2012-02-03 21:00:00,9:00 PM,25.0,23.0,89,1012,10.0,ENE,9.3,-,,,Mostly Cloudy,60,2012-02-03 13:00:00<br />,2012-02-03 21:00:00
2012-02-03 22:00:00,10:00 PM,25.0,23.0,89,1013,10.0,NE,9.3,-,,,Mostly Cloudy,50,2012-02-03 14:00:00<br />,2012-02-03 22:00:00
2012-02-03 23:00:00,11:00 PM,25.0,23.0,89,1013,10.0,NNE,7.4,-,,,Mostly Cloudy,20,2012-02-03 15:00:00<br />,2012-02-03 23:00:00
2012-02-04 05:00:00,5:00 AM,25.0,23.0,89,1009,10.0,East,11.1,-,,,Mostly Cloudy,80,2012-02-03 21:00:00<br />,2012-02-04 05:00:00
2012-02-04 06:00:00,6:00 AM,25.0,23.0,89,1009,10.0,ENE,13.0,-,,,Mostly Cloudy,70,2012-02-03 22:00:00<br />,2012-02-04 06:00:00
2012-02-04 07:00:00,7:00 AM,25.0,24.0,94,1009,10.0,ENE,13.0,-,,,Mostly Cloudy,70,2012-02-03 23:00:00<br />,2012-02-04 07:00:00
2012-02-04 08:00:00,8:00 AM,25.0,24.0,94,1010,8.0,East,16.7,-,,,Mostly Cloudy,80,2012-02-04 00:00:00<br />,2012-02-04 08:00:00
2012-02-04 09:00:00,9:00 AM,26.0,25.0,94,1011,10.0,ENE,22.2,-,,,Mostly Cloudy,70,2012-02-04 01:00:00<br />,2012-02-04 09:00:00
2012-02-04 10:00:00,10:00 AM,27.0,24.0,84,1011,10.0,East,9.3,-,,,Scattered Clouds,80,2012-02-04 02:00:00<br />,2012-02-04 10:00:00
2012-02-04 11:00:00,11:00 AM,28.0,23.0,74,1011,10.0,East,9.3,-,,,Scattered Clouds,80,2012-02-04 03:00:00<br />,2012-02-04 11:00:00
2012-02-04 12:00:00,12:00 PM,29.0,22.0,66,1011,10.0,East,20.4,-,,,Scattered Clouds,90,2012-02-04 04:00:00<br />,2012-02-04 12:00:00
2012-02-04 13:00:00,1:00 PM,30.0,23.0,66,1011,10.0,ENE,18.5,-,,,Mostly Cloudy,70,2012-02-04 05:00:00<br />,2012-02-04 13:00:00
2012-02-04 14:00:00,2:00 PM,29.0,24.0,74,1010,10.0,NE,16.7,-,,,Mostly Cloudy,50,2012-02-04 06:00:00<br />,2012-02-04 14:00:00
2012-02-04 15:00:00,3:00 PM,29.0,23.0,70,1009,10.0,ENE,18.5,-,,,Mostly Cloudy,70,2012-02-04 07:00:00<br />,2012-02-04 15:00:00
2012-02-04 16:00:00,4:00 PM,29.0,24.0,74,1008,10.0,ENE,18.5,-,,,Mostly Cloudy,70,2012-02-04 08:00:00<br />,2012-02-04 16:00:00
2012-02-04 17:00:00,5:00 PM,29.0,24.0,74,1008,10.0,East,16.7,-,,,Mostly Cloudy,80,2012-02-04 09:00:00<br />,2012-02-04 17:00:00
2012-02-04 18:00:00,6:00 PM,29.0,24.0,74,1008,10.0,East,16.7,-,,,Mostly Cloudy,80,2012-02-04 10:00:00<br />,2012-02-04 18:00:00
2012-02-04 19:00:00,7:00 PM,28.0,23.0,74,1009,10.0,ENE,14.8,-,,,Mostly Cloudy,70,2012-02-04 11:00:00<br />,2012-02-04 19:00:00
2012-02-04 20:00:00,8:00 PM,27.0,24.0,84,1009,10.0,ENE,11.1,-,,,Mostly Cloudy,70,2012-02-04 12:00:00<br />,2012-02-04 20:00:00
2012-02-04 21:00:00,9:00 PM,27.0,24.0,84,1010,10.0,ENE,9.3,-,,,Mostly Cloudy,70,2012-02-04 13:00:00<br />,2012-02-04 21:00:00
2012-02-04 22:00:00,10:00 PM,27.0,24.0,84,1011,10.0,ENE,11.1,-,,,Mostly Cloudy,70,2012-02-04 14:00:00<br />,2012-02-04 22:00:00
2012-02-04 23:00:00,11:00 PM,26.0,24.0,89,1012,10.0,East,7.4,-,,,Mostly Cloudy,80,2012-02-04 15:00:00<br />,2012-02-04 23:00:00
2012-02-05 05:00:00,5:00 AM,26.0,24.0,89,1010,8.0,NE,9.3,-,,,Mostly Cloudy,50,2012-02-04 21:00:00<br />,2012-02-05 05:00:00
2012-02-05 06:00:00,6:00 AM,25.0,24.0,94,1010,8.0,ENE,9.3,-,,,Mostly Cloudy,60,2012-02-04 22:00:00<br />,2012-02-05 06:00:00
2012-02-05 07:00:00,7:00 AM,25.0,24.0,94,1010,8.0,ENE,9.3,-,,,Mostly Cloudy,60,2012-02-04 23:00:00<br />,2012-02-05 07:00:00
2012-02-05 08:00:00,8:00 AM,25.0,24.0,94,1011,8.0,NE,7.4,-,,,Mostly Cloudy,50,2012-02-05 00:00:00<br />,2012-02-05 08:00:00
2012-02-05 09:00:00,9:00 AM,26.0,24.0,89,1011,8.0,NE,11.1,-,,,Mostly Cloudy,50,2012-02-05 01:00:00<br />,2012-02-05 09:00:00
2012-02-05 10:00:00,10:00 AM,27.0,24.0,84,1012,9.0,ENE,14.8,-,,,Mostly Cloudy,60,2012-02-05 02:00:00<br />,2012-02-05 10:00:00
2012-02-05 11:00:00,11:00 AM,29.0,23.0,70,1012,10.0,NE,14.8,-,,,Mostly Cloudy,50,2012-02-05 03:00:00<br />,2012-02-05 11:00:00
2012-02-05 12:00:00,12:00 PM,30.0,23.0,66,1011,10.0,West,16.7,-,,,Mostly Cloudy,280,2012-02-05 04:00:00<br />,2012-02-05 12:00:00
2012-02-05 13:00:00,1:00 PM,31.0,22.0,58,1010,10.0,West,14.8,-,,,Mostly Cloudy,280,2012-02-05 05:00:00<br />,2012-02-05 13:00:00
2012-02-05 14:00:00,2:00 PM,32.0,23.0,59,1009,10.0,East,16.7,-,,,Mostly Cloudy,100,2012-02-05 06:00:00<br />,2012-02-05 14:00:00
2012-02-05 15:00:00,3:00 PM,32.0,23.0,59,1008,10.0,East,22.2,-,,,Mostly Cloudy,80,2012-02-05 07:00:00<br />,2012-02-05 15:00:00
2012-02-05 16:00:00,4:00 PM,32.0,22.0,55,1008,10.0,East,20.4,-,,,Mostly Cloudy,80,2012-02-05 08:00:00<br />,2012-02-05 16:00:00
2012-02-05 17:00:00,5:00 PM,31.0,22.0,58,1007,10.0,ENE,18.5,-,,,Scattered Clouds,70,2012-02-05 09:00:00<br />,2012-02-05 17:00:00
2012-02-05 18:00:00,6:00 PM,31.0,23.0,62,1007,10.0,East,20.4,-,,,Mostly Cloudy,80,2012-02-05 10:00:00<br />,2012-02-05 18:00:00
2012-02-05 19:00:00,7:00 PM,29.0,23.0,70,1008,10.0,ENE,20.4,-,,,Mostly Cloudy,70,2012-02-05 11:00:00<br />,2012-02-05 19:00:00
2012-02-05 20:00:00,8:00 PM,29.0,24.0,74,1009,10.0,ENE,18.5,-,,,Mostly Cloudy,70,2012-02-05 12:00:00<br />,2012-02-05 20:00:00
2012-02-05 21:00:00,9:00 PM,28.0,24.0,79,1010,10.0,ENE,16.7,-,,,Mostly Cloudy,60,2012-02-05 13:00:00<br />,2012-02-05 21:00:00
2012-02-05 22:00:00,10:00 PM,28.0,24.0,79,1011,10.0,ENE,16.7,-,,,Mostly Cloudy,60,2012-02-05 14:00:00<br />,2012-02-05 22:00:00
2012-02-05 23:00:00,11:00 PM,28.0,24.0,79,1011,10.0,ENE,16.7,-,,,Mostly Cloudy,60,2012-02-05 15:00:00<br />,2012-02-05 23:00:00
2012-02-06 05:00:00,5:00 AM,26.0,24.0,89,1009,10.0,ENE,13.0,-,,,Mostly Cloudy,60,2012-02-05 21:00:00<br />,2012-02-06 05:00:00
2012-02-06 06:00:00,6:00 AM,26.0,24.0,89,1009,10.0,East,9.3,-,,,Mostly Cloudy,80,2012-02-05 22:00:00<br />,2012-02-06 06:00:00
2012-02-06 07:00:00,7:00 AM,26.0,24.0,89,1010,10.0,NE,7.4,-,,,Mostly Cloudy,40,2012-02-05 23:00:00<br />,2012-02-06 07:00:00
2012-02-06 08:00:00,8:00 AM,26.0,24.0,89,1010,10.0,NE,7.4,-,,,Mostly Cloudy,40,2012-02-06 00:00:00<br />,2012-02-06 08:00:00
2012-02-06 09:00:00,9:00 AM,27.0,24.0,84,1011,10.0,NNE,11.1,-,,,Mostly Cloudy,30,2012-02-06 01:00:00<br />,2012-02-06 09:00:00
2012-02-06 10:00:00,10:00 AM,28.0,24.0,79,1011,10.0,North,13.0,-,,,Mostly Cloudy,10,2012-02-06 02:00:00<br />,2012-02-06 10:00:00
2012-02-06 11:00:00,11:00 AM,29.0,24.0,74,1011,10.0,NE,14.8,-,,,Mostly Cloudy,50,2012-02-06 03:00:00<br />,2012-02-06 11:00:00
2012-02-06 12:00:00,12:00 PM,30.0,24.0,70,1011,10.0,WNW,16.7,-,,,Mostly Cloudy,290,2012-02-06 04:00:00<br />,2012-02-06 12:00:00
2012-02-06 13:00:00,1:00 PM,31.0,24.0,66,1010,10.0,West,13.0,-,,,Mostly Cloudy,280,2012-02-06 05:00:00<br />,2012-02-06 13:00:00
2012-02-06 14:00:00,2:00 PM,31.0,24.0,66,1009,10.0,East,20.4,-,,,Mostly Cloudy,90,2012-02-06 06:00:00<br />,2012-02-06 14:00:00
2012-02-06 15:00:00,3:00 PM,31.0,24.0,66,1008,10.0,East,18.5,-,,,Mostly Cloudy,80,2012-02-06 07:00:00<br />,2012-02-06 15:00:00
2012-02-06 16:00:00,4:00 PM,31.0,24.0,66,1007,10.0,East,18.5,-,,,Mostly Cloudy,80,2012-02-06 08:00:00<br />,2012-02-06 16:00:00
2012-02-06 17:00:00,5:00 PM,31.0,24.0,66,1006,10.0,East,18.5,-,,,Mostly Cloudy,80,2012-02-06 09:00:00<br />,2012-02-06 17:00:00
2012-02-06 17:50:00,5:50 PM,30.0,24.0,70,1006,10.0,ENE,20.4,-,,Thunderstorm,Mostly Cloudy,70,2012-02-06 09:50:00<br />,2012-02-06 17:50:00
2012-02-06 18:00:00,6:00 PM,30.0,24.0,70,1006,10.0,ENE,18.5,-,,Thunderstorm,Mostly Cloudy,70,2012-02-06 10:00:00<br />,2012-02-06 18:00:00
2012-02-06 18:18:00,6:18 PM,29.0,24.0,74,1007,10.0,ENE,20.4,-,,,Mostly Cloudy,60,2012-02-06 10:18:00<br />,2012-02-06 18:18:00
2012-02-06 19:00:00,7:00 PM,29.0,23.0,70,1007,10.0,ENE,18.5,-,,,Mostly Cloudy,70,2012-02-06 11:00:00<br />,2012-02-06 19:00:00
2012-02-06 20:00:00,8:00 PM,28.0,24.0,79,1008,10.0,ENE,16.7,-,,,Mostly Cloudy,70,2012-02-06 12:00:00<br />,2012-02-06 20:00:00
2012-02-06 21:00:00,9:00 PM,27.0,24.0,84,1008,10.0,ENE,11.1,-,,,Mostly Cloudy,70,2012-02-06 13:00:00<br />,2012-02-06 21:00:00
2012-02-06 22:00:00,10:00 PM,27.0,24.0,84,1009,10.0,ENE,9.3,-,,,Mostly Cloudy,70,2012-02-06 14:00:00<br />,2012-02-06 22:00:00
2012-02-06 23:00:00,11:00 PM,26.0,24.0,89,1010,10.0,NE,9.3,-,,,Mostly Cloudy,50,2012-02-06 15:00:00<br />,2012-02-06 23:00:00
2012-02-07 05:00:00,5:00 AM,25.0,24.0,94,1009,10.0,East,3.7,-,,,Mostly Cloudy,80,2012-02-06 21:00:00<br />,2012-02-07 05:00:00
2012-02-07 06:00:00,6:00 AM,25.0,24.0,94,1009,10.0,ENE,9.3,-,,,Mostly Cloudy,60,2012-02-06 22:00:00<br />,2012-02-07 06:00:00
2012-02-07 07:00:00,7:00 AM,25.0,24.0,94,1009,10.0,NE,3.7,-,,,Mostly Cloudy,40,2012-02-06 23:00:00<br />,2012-02-07 07:00:00
2012-02-07 08:00:00,8:00 AM,26.0,24.0,89,1010,10.0,NNE,1.9,-,,,Mostly Cloudy,20,2012-02-07 00:00:00<br />,2012-02-07 08:00:00
2012-02-07 09:00:00,9:00 AM,27.0,24.0,84,1010,10.0,NNE,1.9,-,,,Mostly Cloudy,30,2012-02-07 01:00:00<br />,2012-02-07 09:00:00
2012-02-07 10:00:00,10:00 AM,28.0,24.0,79,1011,10.0,NE,5.6,-,,,Mostly Cloudy,40,2012-02-07 02:00:00<br />,2012-02-07 10:00:00
2012-02-07 11:00:00,11:00 AM,29.0,24.0,74,1011,10.0,NE,7.4,-,,,Mostly Cloudy,50,2012-02-07 03:00:00<br />,2012-02-07 11:00:00
2012-02-07 12:00:00,12:00 PM,30.0,23.0,66,1011,10.0,East,5.6,-,,,Mostly Cloudy,80,2012-02-07 04:00:00<br />,2012-02-07 12:00:00
2012-02-07 13:00:00,1:00 PM,32.0,23.0,59,1010,10.0,East,5.6,-,,,Mostly Cloudy,90,2012-02-07 05:00:00<br />,2012-02-07 13:00:00
2012-02-07 14:00:00,2:00 PM,33.0,23.0,55,1009,10.0,East,5.6,-,,,Mostly Cloudy,100,2012-02-07 06:00:00<br />,2012-02-07 14:00:00
2012-02-07 15:00:00,3:00 PM,32.0,23.0,59,1008,10.0,East,5.6,-,,,Mostly Cloudy,80,2012-02-07 07:00:00<br />,2012-02-07 15:00:00
2012-02-07 16:00:00,4:00 PM,33.0,23.0,55,1007,10.0,East,9.3,-,,,Mostly Cloudy,100,2012-02-07 08:00:00<br />,2012-02-07 16:00:00
2012-02-07 17:00:00,5:00 PM,31.0,23.0,62,1006,10.0,East,9.3,-,,,Mostly Cloudy,90,2012-02-07 09:00:00<br />,2012-02-07 17:00:00
2012-02-07 18:00:00,6:00 PM,30.0,23.0,66,1006,10.0,East,22.2,-,,,Mostly Cloudy,80,2012-02-07 10:00:00<br />,2012-02-07 18:00:00
2012-02-07 19:00:00,7:00 PM,29.0,23.0,70,1007,10.0,ENE,20.4,-,,,Mostly Cloudy,70,2012-02-07 11:00:00<br />,2012-02-07 19:00:00
2012-02-07 20:00:00,8:00 PM,28.0,24.0,79,1008,10.0,ENE,16.7,-,,,Mostly Cloudy,70,2012-02-07 12:00:00<br />,2012-02-07 20:00:00
2012-02-07 21:00:00,9:00 PM,27.0,24.0,84,1008,10.0,ENE,16.7,-,,,Scattered Clouds,70,2012-02-07 13:00:00<br />,2012-02-07 21:00:00
2012-02-07 22:00:00,10:00 PM,27.0,24.0,84,1009,10.0,ENE,11.1,-,,,Scattered Clouds,70,2012-02-07 14:00:00<br />,2012-02-07 22:00:00
2012-02-07 23:00:00,11:00 PM,26.0,24.0,89,1010,10.0,ENE,11.1,-,,,Scattered Clouds,60,2012-02-07 15:00:00<br />,2012-02-07 23:00:00
2012-02-08 05:00:00,5:00 AM,25.0,24.0,94,1009,10.0,ENE,9.3,-,,,Mostly Cloudy,60,2012-02-07 21:00:00<br />,2012-02-08 05:00:00
2012-02-08 06:00:00,6:00 AM,25.0,23.0,89,1009,10.0,NE,11.1,-,,,Mostly Cloudy,50,2012-02-07 22:00:00<br />,2012-02-08 06:00:00
2012-02-08 07:00:00,7:00 AM,25.0,23.0,89,1009,10.0,NE,11.1,-,,,Mostly Cloudy,40,2012-02-07 23:00:00<br />,2012-02-08 07:00:00
2012-02-08 08:00:00,8:00 AM,26.0,23.0,83,1010,10.0,ENE,9.3,-,,,Mostly Cloudy,60,2012-02-08 00:00:00<br />,2012-02-08 08:00:00
2012-02-08 09:00:00,9:00 AM,27.0,23.0,79,1011,10.0,NE,18.5,-,,,Mostly Cloudy,50,2012-02-08 01:00:00<br />,2012-02-08 09:00:00
2012-02-08 10:00:00,10:00 AM,28.0,22.0,70,1011,10.0,NE,20.4,-,,,Mostly Cloudy,50,2012-02-08 02:00:00<br />,2012-02-08 10:00:00
2012-02-08 11:00:00,11:00 AM,29.0,22.0,66,1011,10.0,ENE,18.5,-,,,Mostly Cloudy,60,2012-02-08 03:00:00<br />,2012-02-08 11:00:00
2012-02-08 12:00:00,12:00 PM,30.0,21.0,58,1011,10.0,NE,20.4,-,,,Mostly Cloudy,50,2012-02-08 04:00:00<br />,2012-02-08 12:00:00
2012-02-08 13:00:00,1:00 PM,31.0,22.0,58,1010,10.0,ENE,18.5,-,,,Mostly Cloudy,70,2012-02-08 05:00:00<br />,2012-02-08 13:00:00
2012-02-08 14:00:00,2:00 PM,32.0,21.0,52,1009,10.0,West,20.4,-,,,Mostly Cloudy,280,2012-02-08 06:00:00<br />,2012-02-08 14:00:00
2012-02-08 15:00:00,3:00 PM,33.0,21.0,49,1008,10.0,West,20.4,-,,,Mostly Cloudy,280,2012-02-08 07:00:00<br />,2012-02-08 15:00:00
2012-02-08 16:00:00,4:00 PM,34.0,20.0,44,1007,10.0,WNW,22.2,-,,,Mostly Cloudy,290,2012-02-08 08:00:00<br />,2012-02-08 16:00:00
2012-02-08 17:00:00,5:00 PM,33.0,20.0,46,1006,10.0,North,22.2,-,,,Mostly Cloudy,360,2012-02-08 09:00:00<br />,2012-02-08 17:00:00
2012-02-08 18:00:00,6:00 PM,32.0,19.0,46,1007,10.0,ENE,20.4,-,,,Mostly Cloudy,70,2012-02-08 10:00:00<br />,2012-02-08 18:00:00
2012-02-08 19:00:00,7:00 PM,31.0,20.0,52,1007,10.0,East,14.8,-,,,Mostly Cloudy,80,2012-02-08 11:00:00<br />,2012-02-08 19:00:00
2012-02-08 20:00:00,8:00 PM,29.0,22.0,66,1008,10.0,East,14.8,-,,,Mostly Cloudy,80,2012-02-08 12:00:00<br />,2012-02-08 20:00:00
2012-02-08 21:00:00,9:00 PM,27.0,22.0,74,1009,10.0,ENE,18.5,-,,,Mostly Cloudy,70,2012-02-08 13:00:00<br />,2012-02-08 21:00:00
2012-02-08 22:00:00,10:00 PM,27.0,23.0,79,1010,10.0,ENE,16.7,-,,,Mostly Cloudy,60,2012-02-08 14:00:00<br />,2012-02-08 22:00:00
2012-02-08 23:00:00,11:00 PM,26.0,23.0,83,1011,10.0,ENE,13.0,-,,,Mostly Cloudy,60,2012-02-08 15:00:00<br />,2012-02-08 23:00:00
2012-02-09 05:00:00,5:00 AM,25.0,22.0,83,1009,10.0,ENE,13.0,-,,,Mostly Cloudy,60,2012-02-08 21:00:00<br />,2012-02-09 05:00:00
2012-02-09 06:00:00,6:00 AM,24.0,22.0,89,1009,10.0,NE,13.0,-,,,Mostly Cloudy,50,2012-02-08 22:00:00<br />,2012-02-09 06:00:00
2012-02-09 07:00:00,7:00 AM,24.0,22.0,89,1009,10.0,ENE,13.0,-,,,Mostly Cloudy,70,2012-02-08 23:00:00<br />,2012-02-09 07:00:00
2012-02-09 08:00:00,8:00 AM,25.0,22.0,83,1010,10.0,ENE,16.7,-,,,Mostly Cloudy,60,2012-02-09 00:00:00<br />,2012-02-09 08:00:00
2012-02-09 09:00:00,9:00 AM,26.0,22.0,78,1010,10.0,ENE,16.7,-,,,Mostly Cloudy,60,2012-02-09 01:00:00<br />,2012-02-09 09:00:00
2012-02-09 10:00:00,10:00 AM,27.0,22.0,74,1011,10.0,ENE,20.4,-,,,Mostly Cloudy,70,2012-02-09 02:00:00<br />,2012-02-09 10:00:00
2012-02-09 11:00:00,11:00 AM,28.0,22.0,70,1011,10.0,ENE,20.4,-,,,Mostly Cloudy,70,2012-02-09 03:00:00<br />,2012-02-09 11:00:00
2012-02-09 12:00:00,12:00 PM,30.0,21.0,58,1011,10.0,West,24.1,-,,,Mostly Cloudy,270,2012-02-09 04:00:00<br />,2012-02-09 12:00:00
2012-02-09 13:00:00,1:00 PM,31.0,20.0,52,1011,10.0,West,24.1,-,,,Mostly Cloudy,270,2012-02-09 05:00:00<br />,2012-02-09 13:00:00
2012-02-09 14:00:00,2:00 PM,31.0,22.0,58,1010,10.0,East,22.2,-,,,Mostly Cloudy,80,2012-02-09 06:00:00<br />,2012-02-09 14:00:00
