id,nObs,nObs.gas,kw.mean,kw.mean.summer,kw.mean.winter,kw.mean.annual,kw.total,max.97.,min.3.,kw.var,kw.var.summer,kw.var.winter,max.hr.kw,min.hr.kw,max.hr.tout,min.hr.tout,max.hr.date,min.hr.date,max.day.kw,min.day.kw,max.day.tout,min.day.tout,max.day.date,min.day.date,max.day.pct,min.day.pct,t90kw,t90t,t10kw,t10t,maxHOD,kw90,daily.kw.var,daily.kw.min.var,daily.kw.max.var,kw.tout.cor,max.MA,kw.total.Jan,kw.total.Feb,kw.total.Mar,kw.total.Apr,kw.total.May,kw.total.Jun,kw.total.Jul,kw.total.Aug,kw.total.Sep,kw.total.Oct,kw.total.Nov,kw.total.Dec,HOD.mean.1,HOD.mean.2,HOD.mean.3,HOD.mean.4,HOD.mean.5,HOD.mean.6,HOD.mean.7,HOD.mean.8,HOD.mean.9,HOD.mean.10,HOD.mean.11,HOD.mean.12,HOD.mean.13,HOD.mean.14,HOD.mean.15,HOD.mean.16,HOD.mean.17,HOD.mean.18,HOD.mean.19,HOD.mean.20,HOD.mean.21,HOD.mean.22,HOD.mean.23,HOD.mean.24,nv2dv,date.first,date.last,max,min,mean,range,dur,mn2mx,n2d,Aug_max,Aug_min,Aug_mean,Aug_range,Aug_dur,Aug_mn2mx,Aug_n2d,Jan_max,Jan_min,Jan_mean,Jan_range,Jan_dur,Jan_mn2mx,Jan_n2d
PrimClass_Josephine,8760.0,0.0,9.8355981008,8.30206494036,10.9423460892,9.8355981008,86159.839363,33.8000002454,2.2,1.04516081858,0.786208168219,1.20202552154,40.5,0.0289655172237,5.0,14.5,1425416400.0,1446829200.0,452.10749876,3.02061855669,4.375,10.9583333333,1423555200.0,1419235200.0,0.0904109589041,0.484931506849,1.0,9.0,14.0,5.0,11.0,12.0,0.33497535084,0.010270245726,2.07825897028,-0.103912584173,8.0,9029.83547564,8435.90623288,8658.06774629,6373.99999146,6132.19353837,7467.88249336,6614.03225133,2215.3548371,7556.99998663,6678.96773009,8237.99464838,7751.6610913,4.6738799264,4.51080055602,4.35931830005,4.37574295391,4.51051008514,4.95440735366,4.83747585328,6.89973611256,10.5386333836,16.7014621212,18.9995374792,18.4765511839,18.8574416178,18.5041333806,16.5460169381,16.4972292635,15.1304279108,12.9736333811,9.86237311618,5.73798268339,4.29914706259,4.40807171295,4.64457855468,4.75526348843,0.00499357314899,1417420800.0,1448870400.0,20.5511616939,3.45944437607,9.8355981008,17.0917173178,9.98356164384,0.302724486364,0.705554275851,4.37700000372,2.16174191841,3.0768817182,2.21525808531,10.4838709677,0.515238945899,1.46035401255,26.3679355433,3.96993545747,12.5414381606,22.3980000859,11.2903225806,0.260610845288,0.585307487259
Office_Eddie,8784.0,0.0,39.5053896303,42.6248900281,37.2646217388,39.5053896303,346067.213161,66.6797083333,24.3381,0.124377285219,0.147467493545,0.100119362976,75.09805,7.83485833333,28.3,-0.6,1340820000.0,1356962400.0,1240.15984167,536.271725,25.2520833333,1.1125,1341817200.0,1356854400.0,0.904371584699,0.0573770491803,12.0,13.0,13.0,12.0,12.0,12.0,0.0369769913093,0.00218045945711,0.114405240154,0.418239490892,1.0,26534.7249516,27309.2407586,28666.4363387,27945.1410667,30025.009379,31101.9375417,31271.7382177,31574.5833226,29449.6166917,27708.9110565,25568.1376288,24107.2194919,26.6445438525,26.5605834699,26.6380419399,26.6398466178,27.2341711066,31.0348182149,37.6111949226,42.898654531,46.2226284836,50.9976249545,52.6903959244,53.2328529372,53.1601630464,52.6378377277,51.4935967441,50.3852576047,48.4858364754,45.7850166439,40.9119752277,36.5813283698,34.2784961066,30.6093034836,28.4451832878,26.9499994536,0.0185516653446,1325404800.0,1356940800.0,53.679140974,26.0864654636,39.5053896303,27.5926755105,11.1803278689,0.520551481272,0.617223046815,60.9057711559,27.1978924812,43.853587948,33.7078786747,11.4516129032,0.465763727372,0.548659384767,49.001835,25.7186179839,36.853784655,23.2832170161,10.8064516129,0.562295487345,0.660196039247
Office_Jackie,8760.0,0.0,3.17255699054,2.60133850858,3.58480429121,3.17255699054,27791.5992372,11.617250308,0.700000020001,0.927109640546,0.403805855383,1.26464188677,13.9000001,0.00551724151592,8.0,15.0,1418320800.0,1446800400.0,169.0500009,0.545360839587,4.27083333333,10.9583333333,1421740800.0,1419235200.0,0.0849315068493,0.484931506849,16.0,9.0,12.0,6.0,16.0,15.0,0.196205703923,0.0175087765597,1.68615186114,-0.196323569959,11.0,2900.0346795,3255.07231709,2534.89838882,2212.7250054,2270.63467998,1928.69250042,1804.83871032,1567.35483847,1792.50000001,2246.16048633,2443.14267554,2524.2765003,1.3503195102,1.32335515625,1.31253118655,1.3147366657,1.31463392734,1.3222914612,1.39400378855,1.63744540199,1.91453084751,2.55770893044,3.77398290302,5.54367501151,6.37232602577,6.4768191698,6.60551780665,6.62858630298,6.16677122701,5.47181918246,3.59319587975,2.54068218377,2.13746985476,1.99854552525,1.83097703245,1.55944279212,0.0309303544451,1417420800.0,1448870400.0,7.65456231676,1.08194672608,3.17255699054,6.57261559068,7.13150684932,0.209731539877,0.367043408444,4.4112258034,1.20367743099,2.17688172009,3.20754837241,6.54838709677,0.343022612652,0.566650603238,9.877380639,1.0720967837,4.02782594375,8.8052838553,7.96774193548,0.14796772836,0.30493010671
UnivDorm_Carla,8760.0,0.0,9.34651807466,8.25094317306,10.137192414,9.34651807466,81875.4983341,13.8999996185,3.29999995232,0.0836432821106,0.0367807017377,0.100401944524,16.625,2.79999995232,-11.1,-5.0,1425168000.0,1422021600.0,315.774999618,79.149999857,-18.16875,-7.85833333333,1423987200.0,1421827200.0,0.00821917808219,0.115068493151,1.0,13.0,23.0,1.0,23.0,22.0,0.0699903427281,0.0480832046628,0.120941527999,-0.259516030529,15.0,3470.13063864,8715.97321272,8481.60484129,7889.22499371,6535.23387217,5538.83917261,4872.34596654,5498.24193755,7289.27499008,7777.25001027,7896.67499638,7036.07258781,10.1314589069,9.75810956291,9.54167808702,9.23237214342,9.02747260091,8.94438812925,8.82616209663,8.82240181285,8.95232879965,9.06359134515,8.93505707675,8.88985614387,9.00243835434,8.95952738433,9.02659132437,9.10200228106,9.2573516297,9.38923970787,9.4359589079,9.51597946198,9.7412397097,10.11842465,10.3249726129,10.3178310626,0.898334766652,1420099200.0,1451548800.0,11.5339949609,7.91440643034,9.34651807466,3.61958853051,7.89863013699,0.696254803136,1.02044022379,9.31993547486,6.59060480364,7.63644713548,2.72933067122,7.8064516129,0.720257181492,1.00613393503,6.09646772477,4.04801343318,4.819625887,2.04845429159,6.70967741935,0.685886645246,0.935450974415
UnivClass_Camden,8760.0,0.0,7.46524267545,7.61492170962,7.3572195989,7.46524267545,65395.5258369,13.9499998093,4.59999990463,0.143670839557,0.151744876533,0.137372895732,16.5,3.72499990463,31.6,5.0,1441749600.0,1427662800.0,251.117501621,111.624999285,22.5888888889,22.9520833333,1440054000.0,1432537200.0,0.931506849315,0.947945205479,15.0,13.0,14.0,1.0,14.0,13.0,0.0406799093759,0.00616921172292,0.229895126765,0.167681128532,1.0,5426.53951385,5435.37589654,5500.37902986,5375.1083262,5182.97015655,5273.95416145,5624.8572612,5504.76533605,5831.69251068,5468.29838322,5037.45000505,4844.74192904,5.93978768038,5.93615067553,5.89660961517,5.8784908614,6.02821232511,6.27843378882,6.42699315251,6.90594519738,8.94577397012,9.66444748092,9.93247488131,10.044842486,10.0677739637,10.2766575481,10.0052123043,9.59279906908,8.70279452551,7.0409657418,5.98867810414,5.84595206917,5.92388355694,5.98354793972,5.94825344007,5.91114383353,0.0738649742681,1420099200.0,1451548800.0,11.2569091148,5.06805571205,7.46524267545,6.18885340275,9.50684931507,0.498979908203,0.805786115899,11.0981774742,5.40138710668,7.64550741119,5.69679036755,9.41935483871,0.53614534587,0.83647386432,11.2593548295,5.09012094528,7.53686043591,6.16923388419,9.70967741935,0.512357883871,0.781796836085
PrimClass_Javier,8760.0,0.0,5.45818520574,4.49675245367,6.15204940889,5.45818520574,47813.7024023,19.123000216,0.299999999999,0.907065645252,0.52798327781,1.14224605053,22.2,0.0220689655107,7.0,15.5,1418238000.0,1446814800.0,246.6999982,2.01862068966,5.02083333333,14.4166666667,1422432000.0,1446796800.0,0.123287671233,0.81095890411,13.0,9.0,10.0,6.0,10.0,9.0,0.297633285662,0.0517397509171,1.84593737788,-0.117177525193,8.0,5058.67016235,4627.03125111,4739.63951471,3400.39499868,3325.11290216,3774.90000197,3129.41613565,1721.05161287,4289.07500218,4008.17419858,5023.15318797,4154.33874184,3.13229227154,3.10190073621,3.07148405263,3.06734706633,3.06644980606,3.0576826825,3.02321692935,2.86450460003,7.40989502036,9.8771210325,9.37188130242,9.09177175126,9.12196351842,8.81255254384,8.20555938891,7.84562788896,7.11199091548,6.86986076918,5.96655939137,3.61778542066,3.44661418853,3.37165528359,3.29056624359,3.200162134,0.00423389659406,1417420800.0,1448870400.0,11.6218667648,1.79137915627,5.45818520574,9.83048760849,11.4,0.162343451512,1.31388127664,4.12767419206,0.453394356573,2.39034946233,3.67427983549,13.8709677419,0.116265587105,2.83997875786,15.452937102,2.19812903198,7.02593078105,13.25480807,12.3225806452,0.180122258847,0.538965788754
PrimClass_Jeanette,8760.0,0.0,6.30531478972,3.93389297046,8.0167654423,6.30531478972,55234.5575579,17.3999996,1.5,0.507265260949,0.238111900878,0.525804549224,20.5000004,0.0262068965458,7.5,15.5,1418245200.0,1446807600.0,344.5000005,2.01586206897,4.58333333333,14.4166666667,1423641600.0,1446796800.0,0.0958904109589,0.81095890411,16.0,9.0,11.0,5.0,11.0,9.0,0.287414252888,0.124932562744,0.853819331308,-0.433884494795,6.0,7312.92095932,7078.78927596,6419.04192387,4108.49999778,3588.38709992,3142.45499328,2452.16128729,1385.51612496,3629.19999833,3620.12902835,5335.50206735,6588.32471529,4.25498281241,4.40725944895,4.49060707239,4.53607968151,4.63640845595,4.64427831888,4.84169612088,7.88464817658,7.78968927206,9.06000434916,9.09846325263,9.09148671225,9.06086636797,8.49720884545,8.48251020457,8.51598966306,8.08921570772,7.07953076599,5.36132526191,4.2907019869,4.18315404479,4.28936637599,4.36248280457,4.37959925071,0.294512996912,1417420800.0,1448870400.0,10.4061159144,3.48112697479,6.30531478972,6.92498893961,9.40547945205,0.388448838849,0.77972390359,2.98464516077,1.45706450593,1.92432795133,1.52758065484,5.8064516129,0.511803649869,0.95322311683,15.3332370981,6.479999965,10.1568346657,8.85323713306,10.7419354839,0.487385965138,0.757862818128
PrimClass_Julius,8760.0,0.0,26.1163974088,23.1264953645,28.2742040728,26.1163974088,228779.641301,81.12299869,9.0999999,0.824647019971,0.617966826445,0.95766986861,97.200001,0.00849956650927,13.0,10.5,1446674400.0,1430308800.0,1226.5724922,5.49974001327,9.10416666667,8.79166666667,1448352000.0,1430290800.0,0.345205479452,0.328767123288,13.0,9.0,14.0,5.0,13.0,12.0,0.292031594983,0.0064958953665,1.50742207256,-0.0245500741819,8.0,21106.9355047,20550.5357553,19958.1290521,16432.6472209,14363.3138705,20359.5999881,16414.8387138,8675.12903845,23792.4999803,21823.3548377,24952.3030608,17718.3870592,12.0611090539,11.7495094689,11.7238213767,11.6694857559,12.1056432983,12.1351501235,13.8170816441,22.5007255104,34.3024789485,41.522889915,44.5493418263,45.5216295301,46.2409582581,45.9397597539,44.1247529326,40.8288418074,37.4164310419,33.060595343,28.5864103868,21.9286432364,17.0440131339,13.6268350624,12.3830199879,11.9544104145,0.00854269750072,1417420800.0,1448870400.0,47.6313288576,10.9789305409,26.1163974088,36.6523983167,10.3945205479,0.423838837604,0.570856482963,16.5012581029,9.68948392584,12.0487903312,6.8117741771,11.7096774194,0.719069094773,0.934837013168,55.2604837311,9.88364515329,29.3151882009,45.3768385778,10.1612903226,0.352056918578,0.464086704668
PrimClass_Jaylinn,8760.0,0.0,8.81484912953,6.99096268341,10.1311445364,8.81484912953,77218.0783747,31.50000023,2.8,1.04407278268,0.607961846766,1.30578822035,36.600001,0.0220689655107,8.0,15.5,1420743600.0,1446814800.0,411.2949951,2.1268041237,9.29166666667,10.9583333333,1418112000.0,1419235200.0,0.361643835616,0.484931506849,12.0,9.0,11.0,5.0,11.0,11.0,0.332794199836,0.00396481673157,2.10549950857,-0.112684153184,8.0,8281.26290632,7508.86070196,7995.382248,5450.9,5811.19353726,5828.8149891,4541.99999448,2308.93548174,6757.8000038,6722.80645655,8111.73568536,6977.66877044,3.52960926125,3.56594814365,3.55705446919,3.54480104207,3.57904076919,3.77118460645,4.5765681733,10.4587736566,10.8017942062,15.2109311733,17.3776092982,17.2682805237,16.8484517478,16.0287462539,14.7216914506,14.4399585799,13.0622325602,11.0626572065,7.87208186673,4.85827364782,4.23300652371,3.86868460289,3.65041063029,3.66858871549,0.00613189780542,1417420800.0,1448870400.0,18.6928416514,3.28997499847,8.81484912953,15.402866653,7.83287671233,0.344484170318,0.534952846469,4.16616128635,2.75009677419,3.20685483575,1.41606451216,6.93548387097,0.698330096988,0.828780136167,25.0909356623,3.47338709677,11.5017540366,21.6175485655,8.93548387097,0.240493515063,0.444294114677
PrimClass_Johanna,8760.0,0.0,8.28915722495,7.05704727098,9.17836865399,8.28915722495,72613.0172905,27.3999999,3.30000001,0.844721189108,0.522866927731,1.0496927928,33.8,0.0275862070193,8.0,12.5,1417460400.0,1446854400.0,391.57999979,2.7482758653,7.45833333333,14.4166666667,1448265600.0,1446796800.0,0.246575342466,0.81095890411,14.0,9.0,14.0,5.0,14.0,13.0,0.275685827382,0.00377601277561,1.91591269901,-0.0953090919277,8.0,7210.11776066,7021.165192,7203.18145641,5306.0000029,5535.96774655,6170.07750174,4670.22583486,2669.70971177,6438.30000766,5883.51534233,7453.24087294,6206.93833396,3.92045694046,3.91443539225,3.93983365366,3.94061447501,3.93544324166,3.97584050057,4.33538844383,8.10589527218,11.7805802004,14.0800459494,13.8891623913,14.2766349921,14.6656144331,15.0602171794,12.512422666,11.9979706016,12.4278199097,11.4098678718,8.85837473128,4.99866241073,4.49658022555,4.33944323947,4.09965557235,3.97881310481,0.0055123767919,1417420800.0,1448870400.0,16.5252924681,3.60605689623,8.28915722495,12.9192355719,9.05479452055,0.421373673035,0.583606902146,4.6604516603,3.21012907042,3.70793015523,1.45032258988,7.38709677419,0.719218375475,0.904241481485,20.5938386828,3.57732261995,10.0140524454,17.0165160629,8.90322580645,0.373885390511,0.472505233071
PrimClass_Jodie,8760.0,0.0,8.32621269641,7.38143791651,9.00805487247,8.32621269641,72937.6232206,30.023000247,2.90000003,1.03923796998,0.714747589218,1.2576071494,34.5,0.0288659799844,1.0,11.0,1423076400.0,1419238800.0,354.00000029,2.17835053,10.4375,10.9583333333,1446451200.0,1419235200.0,0.432876712329,0.484931506849,14.0,9.0,14.0,6.0,14.0,13.0,0.266660416202,0.00384279256456,2.24875568911,-0.0388742426409,8.0,7013.05161614,6321.71518601,6920.93225916,5210.43250795,5621.70968388,6195.84000469,5217.96774648,3039.96776008,6566.49999459,6701.36129087,7234.398451,5965.83360021,3.68360575702,3.77930931409,3.7170235645,3.72059890686,3.76771534601,3.87642082639,3.99103726447,7.27076329401,9.72040712746,15.6501263027,15.452824923,16.4335852056,16.3209482216,17.1611948016,16.1743249209,13.7845304208,12.859386574,8.54886603554,4.7582701362,4.09051671595,3.87315370162,3.72908520962,3.7425715111,3.72283863288,0.00452003121832,1417420800.0,1448870400.0,18.0938135439,3.4112981549,8.32621269641,14.682515389,8.12876712329,0.392537722159,0.59176234432,5.45922582405,3.77019358474,4.22217744456,1.68903223931,6.64516129032,0.737242942772,1.00160158086,22.86293546,3.01629033484,9.74034946685,19.8466451252,8.64516129032,0.3177883292,0.481250572989
PrimClass_Johnathan,8760.0,0.0,9.0032477301,7.92774236018,9.77943792632,9.0032477301,78868.4501157,29.4,2.5,0.812068422158,0.619851827838,0.933205160716,33.299999,0.0494845381327,13.0,11.0,1433271600.0,1419246000.0,399.8000006,3.49931034482,4.41666666667,14.4166666667,1417680000.0,1446796800.0,0.0931506849315,0.81095890411,10.0,9.0,10.0,5.0,10.0,13.0,0.287274708212,0.0094283113866,1.56494034796,-0.0926502286806,7.0,8305.98387029,7691.76964243,8404.55321197,6632.7999953,6418.14192842,7589.7899805,6232.83869874,2326.93547942,6043.6999893,5328.19353852,5851.30283073,7085.1651955,4.71393175769,4.86090347681,4.96918758934,4.95561909016,4.96300265537,5.06967390496,5.56887252989,11.1089684408,13.8469410063,15.6991670496,14.7024684367,14.9117368425,14.5730998589,15.5388395901,14.3000108159,12.7546752047,11.8216409638,10.9326316952,7.69825496725,4.77676868396,4.49724813739,4.45658310507,4.62842492837,4.72929479166,0.00862876311918,1417420800.0,1448870400.0,16.5435731813,4.0601569636,9.0032477301,12.4834162177,10.5232876712,0.409915395862,0.827967104261,4.01841934242,2.66770967345,3.23185483253,1.35070966898,9.45161290323,0.668071860918,1.29661399809,21.7589678293,4.33590327245,11.5360887087,17.4230645568,12.4516129032,0.351843668373,0.594007959538
PrimClass_Janis,8760.0,0.0,2.37977292635,2.19321147311,2.51441397514,2.37977292635,20846.8108348,8.0,0.800000019997,0.930589299525,0.709992935476,1.08232630247,9.3000002,0.00551724151592,8.0,15.0,1418338800.0,1446800400.0,107.50749921,0.629655175653,9.5,14.4166666667,1420617600.0,1446796800.0,0.386301369863,0.81095890411,11.0,9.0,11.0,6.0,11.0,10.0,0.244886019421,0.00629020731562,1.72304795108,-0.0600589965773,9.0,2067.50323077,1875.33215069,1914.13307009,1563.50000331,1680.44033225,1847.46500794,1568.90322428,868.838712319,1950.55251019,1704.19355621,1876.82017708,1671.6296118,1.16230105001,1.17764677353,1.17599283187,1.18526680338,1.20756132319,1.19161611891,1.13604077642,1.16567091351,1.82850652439,4.22675309532,4.63808185883,4.34689692935,4.25195172203,4.08620514327,4.02966405409,4.19945856677,4.26374623576,3.55511610012,2.1716914491,1.4150750185,1.19978735154,1.17871885949,1.16171201039,1.15908872256,0.0109181716233,1417420800.0,1448870400.0,5.11381202168,1.02183923846,2.37977292635,4.09197278322,6.36712328767,0.326851949296,0.569084637443,2.17212902665,0.904451619555,1.20672043378,1.2676774071,4.0,0.475927793979,0.84486717655,6.22403227627,1.11709678521,2.87153226496,5.10693549106,6.96774193548,0.293366667095,0.49263476463
PrimClass_Jamal,8760.0,0.0,7.93147135507,6.41783291957,9.02386135805,7.93147135507,69479.6890704,31.89999923,1.69999999,1.50399615687,1.03637505582,1.79648539388,38.600001,0.0137931034478,8.0,15.0,1417453200.0,1446800400.0,417.6925,1.32413793104,4.58333333333,14.4166666667,1423641600.0,1446796800.0,0.0958904109589,0.81095890411,9.0,9.0,9.0,6.0,10.0,13.0,0.403359376823,0.00177353818899,2.78831674772,-0.0932799856236,8.0,7721.48710185,6615.46875043,7082.12660301,4592.59999612,4931.61290253,5867.18249612,4156.16128576,1760.70966818,6488.99999952,5688.19354094,7036.67042519,6711.12694911,2.31559844567,2.33802780643,2.34051625408,2.3467765277,2.35181077428,2.33616693811,2.55288611132,6.23548885565,10.950345023,17.8241737957,16.9960299538,16.6296806169,16.7837970733,16.3607902213,14.86021487,13.7740984381,12.1430984416,11.0946874727,7.35398199521,3.52628337113,2.35102310343,2.28792036334,2.29157104841,2.31034502063,0.00244398676218,1417420800.0,1448870400.0,19.4716560462,1.97453739131,7.93147135507,17.4971186549,7.05205479452,0.208588198091,0.592578760821,4.73093542952,1.89251613551,2.44543009469,2.83841929401,2.25806451613,0.399625027456,1.03928793702,27.754999948,2.1366774132,10.7242876415,25.6183225348,8.12903225806,0.100308190405,0.471603913883
PrimClass_Jose,8760.0,0.0,3.8380764733,3.23605462569,4.27255450483,3.8380764733,33621.5499061,13.2999999869,1.30000004,0.915483291677,0.686286476735,1.05048460415,15.60000011,0.0096551726856,4.5,15.0,1448046000.0,1446818400.0,182.02000056,0.926896578203,8.60416666667,14.4166666667,1418716800.0,1446796800.0,0.312328767123,0.81095890411,12.0,9.0,15.0,6.0,12.0,12.0,0.255009593793,0.0137168889764,2.11003276252,-0.115826976952,8.0,3351.2322726,3320.66251319,3087.51291813,2426.80001964,2462.44840634,2915.36250655,2205.0967911,1176.5806714,2928.50001452,2754.92662631,3142.73156049,3454.65791987,1.90589474296,1.92896881115,1.93221666074,1.93301803156,1.94107282526,1.93576460674,1.91462077175,2.92801280405,3.69301280197,6.18710182879,7.16305388789,7.5730470374,7.41009497879,7.30830731082,7.31108128238,6.28001279183,5.41142375479,4.3615291034,3.03518240529,2.21433994606,1.98362077063,1.92159337493,1.92553857956,1.91532625044,0.0421409326688,1417420800.0,1448870400.0,8.41790083899,1.6206183924,3.8380764733,6.79728244659,7.69315068493,0.36270605025,0.624076705544,2.54825808975,1.2652258462,1.63413982138,1.28303224355,7.1935483871,0.611509412045,0.849997812143,10.1323330995,1.73938713139,4.6544892675,8.39294596812,8.06451612903,0.256018162444,0.638618685517
PrimClass_Julianna,8760.0,0.0,11.3797058634,9.28536763804,12.891185809,11.3797058634,99686.223363,39.823000085,3.39999998,0.958870720831,0.585378817388,1.18649228193,46.8000005,0.0358620689512,6.0,16.0,1426525200.0,1446811200.0,538.14749914,2.52061858154,4.375,10.9583333333,1423555200.0,1419235200.0,0.0904109589041,0.484931506849,14.0,9.0,15.0,6.0,13.0,13.0,0.326033329924,0.00501107081179,2.08477549197,-0.101015483942,8.0,10199.2137153,10254.155352,10042.3983761,6998.69999995,6935.32257239,8085.67000037,6873.3870916,2910.77417195,8733.4000027,8796.09677715,10217.376114,8514.29011884,4.78760087762,4.65937392072,4.62120361507,4.6461145717,4.67396388729,4.74529265378,7.86045703455,12.7326918914,16.1916576274,20.5678973523,20.1261370892,20.4201322123,21.2216321947,21.1106116355,19.3150637198,17.8361869904,16.2162965725,13.7509257635,9.3756302216,6.65435624684,5.62709598034,5.49688951809,5.32779265055,5.14793649337,0.00960345675207,1417420800.0,1448870400.0,23.2809321288,4.24434258806,11.3797058634,19.0365895408,9.0301369863,0.385921121711,0.553519629019,5.27358060996,3.42825804171,4.04274190548,1.84532256825,8.38709677419,0.771938728486,0.913060971316,30.8863548129,4.28599998747,14.1655746045,26.6003548255,8.70967741935,0.303047174088,0.483718980698
PrimClass_Jasmine,8760.0,0.0,8.92785484406,7.7294104167,9.79276992608,8.92785484406,78208.008434,31.2,2.5,1.03685599273,0.834996402727,1.16033605575,35.9,0.0317241379307,11.5,15.0,1418846400.0,1446800400.0,386.7999988,3.17793116689,4.33333333333,10.9583333333,1421827200.0,1419235200.0,0.0876712328767,0.484931506849,14.0,9.0,14.0,6.0,13.0,12.0,0.32225191124,0.0124700066029,2.11002103635,-0.0564856009102,8.0,7786.64517668,6733.09019914,7294.32097935,5812.1000114,5992.74194158,6653.5950104,5481.67742797,2377.93548649,7414.7000218,6846.193566,7981.76725088,6860.77118353,4.73179069011,4.77038154598,4.79047236689,4.78914359648,4.73545181292,4.34230111401,4.23906136881,8.60820195024,8.97708225661,14.8110685314,16.2537192087,17.2457140063,17.710523862,17.6468320924,15.4052293371,14.6810580944,13.0167978138,10.7525101478,6.48605809298,3.84771563353,3.80785947709,3.87328381778,4.17098245422,4.575276986,0.0046699516719,1417420800.0,1448870400.0,18.9250772647,3.20189615875,8.92785484406,15.7231811059,9.07945205479,0.293688962419,0.896523252552,4.98741944546,2.48061290322,3.30268817567,2.50680654223,6.8064516129,0.509922929414,1.69667477923,22.4908710721,4.16025810448,10.8147849676,18.3306129676,10.3548387097,0.281797368426,0.732316902317
PrimClass_Jazmine,8760.0,0.0,7.42745306939,6.49284314292,8.10195928991,7.42745306939,65064.4888879,24.1999998,3.10000002,0.774947012965,0.519621304755,0.939675558946,27.9000001,0.0262068965458,5.0,15.5,1421776800.0,1446814800.0,319.44999902,2.67216488908,1.72916666667,10.9583333333,1422950400.0,1419235200.0,0.0164383561644,0.484931506849,13.0,9.0,11.0,6.0,13.0,12.0,0.231494336082,0.00740321477774,1.70212858948,-0.10106414711,9.0,6443.54758,5830.19998504,6118.72984704,4567.80000797,4858.16129137,5527.24000355,4558.25807083,2390.59355986,6113.89999779,5576.8500095,6609.86458242,5670.79284474,3.86876232552,3.94478280581,3.9331664322,3.98344040617,4.02378971979,4.12818697749,4.33653628905,4.4306482174,5.38908890578,10.3807464402,13.4467122154,13.4939746571,13.7873924686,13.3175842455,12.3201664206,11.6200636977,11.2685088852,11.0216732777,7.96091985245,5.21215272872,4.40287876245,4.10838561281,3.94839246196,3.93091985987,0.011465168312,1417420800.0,1448870400.0,14.8078250013,3.61229998003,7.42745306939,11.1955250213,8.06301369863,0.431301468413,0.614582712372,3.79574839556,3.16743469605,3.32026883313,0.628313699502,5.70967741935,0.85029992577,0.982737329603,18.9191935615,3.20290322029,8.94937163888,15.7162903412,9.29032258065,0.310825433969,0.482347223801
PrimClass_Justin,8760.0,0.0,4.7905013722,4.16997684672,5.23833275143,4.7905013722,41964.7920204,15.323000239,1.80000002,0.80490757715,0.54712722749,0.970238997656,20.60000038,0.016551724133,4.5,15.0,1423699200.0,1446804000.0,218.69999991,1.66849625764,9.3125,10.9583333333,1447920000.0,1419235200.0,0.367123287671,0.484931506849,14.0,9.0,14.0,6.0,14.0,13.0,0.238516021559,0.00581492156931,1.69876997141,-0.0688734699671,9.0,3916.19758,3651.50625069,4034.47258004,3045.99999388,3043.5483807,3337.75499623,2985.96773939,1780.74193052,3903.79999929,3706.93547833,4641.09801893,3398.00712859,2.50834067562,2.53375136603,2.51542538327,2.52709661563,2.59501442445,2.6652746982,2.62438428546,2.86584429764,5.8130771777,7.65341962518,7.99467990378,8.22480189189,8.78584299085,8.85347313753,8.19915806548,8.13074709425,7.48988409723,5.96938732222,4.14979826814,2.89927087425,2.52609279071,2.44623727996,2.49902560778,2.50200505948,0.00778197449661,1417420800.0,1448870400.0,9.66765224212,2.05811161084,4.7905013722,7.60954063128,9.81369863014,0.358140729626,0.667076137181,3.58993547776,1.80664516636,2.47325268128,1.7832903114,8.77419354839,0.56781627879,1.03144313642,11.5207903432,2.09299999873,5.43916330555,9.42779034444,11.0967741935,0.323486209159,0.573756146162
Office_Marla,8760.0,0.0,10.7460099886,10.4825585512,10.9361423939,10.7460099886,94135.0475,14.75,8.5,0.022209094298,0.0216153882731,0.0218949317055,16.0,6.0,22.2333333333,17.2,1403204400.0,1404979200.0,337.75,217.25,22.975,18.8451388889,1408690800.0,1411196400.0,0.893150684932,0.72602739726,13.0,13.0,18.0,12.0,15.0,14.0,0.00611294137846,0.00467892076979,0.0218520590548,-0.058756597248,3.0,7970.96370968,7957.23214286,7923.36774194,7578.465,7540.55080645,7683.3725,7594.56532258,7741.28951613,7169.63,7852.0766129,7773.565,8057.76532258,10.0375205479,9.84420547945,9.83017808219,9.72071232877,9.64865068493,9.71373972603,9.65615068493,9.70996575342,10.243543379,10.7702237443,11.2518630137,11.5613835616,11.7042739726,11.8253972603,11.8851438356,11.7565753425,11.6170890411,11.4019178082,11.1602808219,11.0388493151,11.0401780822,10.9703219178,10.8748493151,10.6412260274,0.396719898916,1398927600.0,1430377200.0,13.2023849315,8.90142006849,10.7460099886,4.30096486301,9.34520547945,0.682717145656,0.860995431259,12.7131451613,9.29983629032,10.7517909946,3.41330887097,9.90322580645,0.738589128588,0.901040669301,13.4874193548,9.1889516129,11.0707829301,4.29846774194,9.22580645161,0.685938125984,0.835449503795
